,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
At Masters Grade Level,"2022
2021","SDA00AR01222R
SDA00AR01221R","RDA00AR01222R
RDA00AR01221R","DDA00AR01222R
DDA00AR01221R","DDU00AR01222R
DDU00AR01221R","DDJ00AR01222R
DDJ00AR01221R","DDK00AR01222R
DDK00AR01221R","DDQ00AR01222R DDQ00AR01221R
:unselected:","DDT00AR01222R
DDT00AR01221R","DNB00AR01322R
DNB00AR01321R
:unselected: :unselected:","DDC00AR01222R
DDC00AR01221R","DDX00AR01222R
DDX00AR01221R","DDY00AR01222R
DDY00AR01221R","DNE00AR01322R
DNE00AR01321R","DDZ00AR01222R
DDZ00AR01221R","DD800AR01322R
DD800AR01321R","DDL00AR01222R
DDL00AR01221R","DNT00AR01322R
DNT00AR01321R"
All Grades Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above At Meets Grade Level or Above,2022 2021 2022,SDA00AM01S22R SDA00AM01S21R SDA00AM01222R,RDA00AM01S22R RDA00AM01S21R RDA00AM01222R,DDA00AM01S22R DDA00AM01S21R DDA00AM01222R,DDU00AM01S22R DDU00AM01S21R DDU00AM01222R,DDJ00AM01S22R DDJ00AM01S21R DDJ00AM01222R,DDK00AM01S22R DDK00AM01S21R DDK00AM01222R,"DDQ00AM01S22R DDQ00AM01S21R DDQ00AM01222R
:unselected:",DDT00AM01S22R DDT00AM01S21R DDT00AM01222R,"DNB00AM01S22R DNB00AM01S21R DNB00AM01222R
:unselected: :unselected:",DDC00AM01S22R DDC00AM01S21R DDC00AM01222R,DDX00AM01S22R DDX00AM01S21R DDX00AM01222R,DDY00AM01S22R DDY00AM01S21R DDY00AM01222R,DNE00AM01S22R DNE00AM01S21R DNE00AM01222R,DDZ00AM01S22R DDZ00AM01S21R DDZ00AM01222R,DD800AM01S22R DD800AM01S21R DD800AM01222R,DDL00AM01S22R DDL00AM01S21R DDL00AM01222R,DNT00AM01S22R DNT00AM01S21R DNT00AM01222R
,2021,SDA00AM01221R,RDA00AM01221R,DDA00AM01221R,DDU00AM01221R,DDJ00AM01221R,DDK00AM01221R,DDQ00AM01221R,DDT00AM01221R,"DNB00AM01221R
:unselected:",DDC00AM01221R,DDX00AM01221R,DDY00AM01221R,DNE00AM01221R,DDZ00AM01221R,DD800AM01221R,DDL00AM01221R,DNT00AM01221R
At Masters Grade Level,2022,SDA00AM01322R,RDA00AM01322R,DDA00AM01322R,DDU00AM01322R,DDJ00AM01322R,DDK00AM01322R,DDQ00AM01322R,DDT00AM01322R,DNB00AM01322R,DDC00AM01322R,DDX00AM01322R,DDY00AM01322R,DNE00AM01322R,DDZ00AM01322R,DD800AM01322R,DDL00AM01322R,DNT00AM01322R
,2021,SDA00AM01321R,RDA00AM01321R,DDA00AM01321R,DDU00AM01321R,DDJ00AM01321R,DDK00AM01321R,DDQ00AM01321R,DDT00AM01321R,DNB00AM01321R,DDC00AM01321R,DDX00AM01321R,DDY00AM01321R,DNE00AM01321R,DDZ00AM01321R,DD800AM01321R,DDL00AM01321R,DNT00AM01321R
All Grades Writing,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above At Meets Grade Level or Above,"2022
2021 2022","SDA00AW01S22R
SDA00AW01S21R SDA00AW01222R",RDA00AW01S22R RDA00AW01S21R RDA00AW01222R,DDA00AW01S22R DDA00AW01S21R DDA00AW01222R,DDU00AW01S22R DDU00AW01S21R DDU00AW01222R,DDJ00AW01S22R DDJ00AW01S21R DDJ00AW01222R,DDK00AW01S22R DDK00AW01S21R DDK00AW01222R,DDQ00AW01S22R DDQ00AW01S21R DDQ00AW01222R,DDT00AW01S22R DDT00AW01S21R DDT00AW01222R,DNB00AC01S22R DNB00AC01S21R DNB00AC01222R,DDC00AW01S22R DDC00AW01S21R DDC00AW01222R,DDX00AW01S22R DDX00AW01S21R DDX00AW01222R,DDY00AW01S22R DDY00AW01S21R DDY00AW01222R,DNE00AC01S22R DNE00AC01S21R DNE00AC01222R,DDZ00AW01S22R DDZ00AW01S21R DDZ00AW01222R,DD800AC01S22R DD800AC01S21R DD800AC01222R,DDL00AW01S22R DDL00AW01S21R DDL00AW01222R,DNT00AC01S22R DNT00AC01S21R DNT00AC01222R
,2021,SDA00AW01221R,RDA00AW01221R,DDA00AW01221R,DDU00AW01221R,DDJ00AW01221R,DDK00AW01221R,DDQ00AW01221R,DDT00AW01221R,DNB00AC01221R,DDC00AW01221R,DDX00AW01221R,DDY00AW01221R,DNE00AC01221R,DDZ00AW01221R,DD800AC01221R,DDL00AW01221R,DNT00AC01221R
At Masters Grade Level,2022,SDA00AW01322R,RDA00AW01322R,DDA00AW01322R,DDU00AW01322R,DDJ00AW01322R,DDK00AW01322R,DDQ00AW01322R,DDT00AW01322R,DNB00AC01322R,DDC00AW01322R,DDX00AW01322R,DDY00AW01322R,DNE00AC01322R,DDZ00AW01322R,DD800AC01322R,DDL00AW01322R,DNT00AC01322R
,2021,SDA00AW01321R,RDA00AW01321R,DDA00AW01321R,DDU00AW01321R,DDJ00AW01321R,DDK00AW01321R,DDQ00AW01321R,DDT00AW01321R,DNB00AC01321R,DDC00AW01321R,DDX00AW01321R,DDY00AW01321R,DNE00AC01321R,DDZ00AW01321R,DD800AC01321R,DDL00AW01321R,DNT00AC01321R
All Grades Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AC01S22R,RDA00AC01S22R,DDA00AC01S22R,DDU00AC01S22R,DDJ00AC01S22R,DDK00AC01S22R,DDQ00AC01S22R,DDT00AC01S22R,DNB00AS01S22R,DDC00AC01S22R,DDX00AC01S22R,DDY00AC01S22R,DNE00AS01S22R,DDZ00AC01S22R,DD800AS01S22R,DDL00AC01S22R,DNT00AS01S22R
At Meets Grade Level or Above,"2021
2022","SDA00AC01S21R
SDA00AC01222R","RDA00AC01S21R
RDA00AC01222R","DDA00AC01S21R
DDA00AC01222R","DDU00AC01S21R
DDU00AC01222R","DDJ00AC01S21R
DDJ00AC01222R","DDK00AC01S21R
DDK00AC01222R","DDQ00AC01S21R
DDQ00AC01222R","DDT00AC01S21R
DDT00AC01222R","DNB00AS01S21R
DNB00AS01222R","DDC00AC01S21R
DDC00AC01222R","DDX00AC01S21R
DDX00AC01222R","DDY00AC01S21R
DDY00AC01222R","DNE00AS01S21R
DNE00AS01222R","DDZ00AC01S21R
DDZ00AC01222R","DD800AS01S21R
DD800AS01222R","DDL00AC01S21R
DDL00AC01222R","DNT00AS01S21R
DNT00AS01222R"
,2021,SDA00AC01221R,RDA00AC01221R,DDA00AC01221R,DDU00AC01221R,DDJ00AC01221R,DDK00AC01221R,DDQ00AC01221R,DDT00AC01221R,DNB00AS01221R,DDC00AC01221R,DDX00AC01221R,DDY00AC01221R,DNE00AS01221R,DDZ00AC01221R,DD800AS01221R,DDL00AC01221R,DNT00AS01221R
At Masters Grade Level,"2022
2021","SDA00AC01322R
SDA00AC01321R","RDA00AC01322R
RDA00AC01321R","DDA00AC01322R
DDA00AC01321R","DDU00AC01322R
DDU00AC01321R","DDJ00AC01322R
DDJ00AC01321R","DDK00AC01322R
DDK00AC01321R","DDQ00AC01322R
DDQ00AC01321R","DDT00AC01322R
DDT00AC01321R","DNB00AS01322R
DNB00AS01321R","DDC00AC01322R
DDC00AC01321R","DDX00AC01322R
DDX00AC01321R","DDY00AC01322R
DDY00AC01321R","DNE00AS01322R
DNE00AS01321R","DDZ00AC01322R
DDZ00AC01321R","DD800AS01322R
DD800AS01321R","DDL00AC01322R
DDL00AC01321R","DNT00AS01322R
DNT00AS01321R"
All Grades Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above At Meets Grade Level or Above,"2022
2021 2022","SDA00AS01S22R
SDA00AS01S21R SDA00AS01222R",RDA00AS01S22R RDA00AS01S21R RDA00AS01222R,DDA00AS01S22R DDA00AS01S21R DDA00AS01222R,DDU00AS01S22R DDU00AS01S21R DDU00AS01222R,DDJ00AS01S22R DDJ00AS01S21R DDJ00AS01222R,DDK00AS01S22R DDK00AS01S21R DDK00AS01222R,DDQ00AS01S22R DDQ00AS01S21R DDQ00AS01222R,DDT00AS01S22R DDT00AS01S21R DDT00AS01222R,DNB00A00200022R DNB00A00200021R DNB00AR0200022R,DDC00AS01S22R DDC00AS01S21R DDC00AS01222R,DDX00AS01S22R DDX00AS01S21R DDX00AS01222R,DDY00AS01S22R DDY00AS01S21R DDY00AS01222R,DNE00A00200022R DNE00A00200021R DNE00AR0200022R,DDZ00AS01S22R DDZ00AS01S21R DDZ00AS01222R,DD800A00200022R DD800A00200021R DD800AR0200022R,DDL00AS01S22R DDL00AS01S21R DDL00AS01222R,DNT00A00200022R DNT00A00200021R DNT00AR0200022R
At Masters Grade Level,2021 2022,SDA00AS01221R SDA00AS01322R,RDA00AS01221R RDA00AS01322R,DDA00AS01221R DDA00AS01322R,DDU00AS01221R DDU00AS01322R,DDJ00AS01221R DDJ00AS01322R,DDK00AS01221R DDK00AS01322R,DDQ00AS01221R DDQ00AS01322R,DDT00AS01221R DDT00AS01322R,DNB00AR0200021R DNB00AM0200022R,DDC00AS01221R DDC00AS01322R,DDX00AS01221R DDX00AS01322R,DDY00AS01221R DDY00AS01322R,DNE00AR0200021R DNE00AM0200022R,DDZ00AS01221R DDZ00AS01322R,DD800AR0200021R DD800AM0200022R,"DDL00AS01221R
DDL00AS01322R","DNT00AR0200021R
DNT00AM0200022R"
,2021,SDA00AS01321R,RDA00AS01321R,DDA00AS01321R,DDU00AS01321R,DDJ00AS01321R,DDK00AS01321R,DDQ00AS01321R,DDT00AS01321R,DNB00AM0200021R,DDC00AS01321R,DDX00AS01321R,DDY00AS01321R,DNE00AM0200021R,DDZ00AS01321R,DD800AM0200021R,DDL00AS01321R,DNT00AM0200021R
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continuously Enrolled,Non- Continuously Enrolled,Econ Disadv,EB/EL (Current & Monitored),,
2022 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant Included in Accountability Not Included in Accountability Mobile Other Exclusions Not Tested Absent Other,SDA00A00T022R,RDA00A00T022R,"DDA00A00T022R
:unselected:","DDB00A00T022R
:unselected:",DDH00A00T022R,DDW00A00T022R,DDI00A00T022R,"DD300A00T022R
:unselected:","DD400A00T022R
:unselected:","DD200A00T022R
:unselected:",DDS00A00T022R,"DNS00A00T022R
:unselected:","DNC00A00T022R
:unselected:","DNM00A00T022R
:unselected:","DDE00A00T022R
:unselected:","DD000A00T022R
:unselected:",,
,SDAYAA00T022R SDAYMA00T022R SDAYXA00T022R SDANTA00T022R SDANAA00T022R SDANOA00T022R,RDAYAA00T022R RDAYMA00T022R RDAYXA00T022R RDANTA00T022R RDANAA00T022R RDANOA00T022R,"DDAYAA00T022R DDAYMA00T022R DDAYXA00T022R DDANTA00T022R DDANAA00T022R DDANOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DDBYAA00T022R DDBYMA00T022R DDBYXA00T022R DDBNTA00T022R DDBNAA00T022R DDBNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:",DDHYAA00T022R DDHYMA00T022R DDHYXA00T022R DDHNTA00T022R DDHNAA00T022R DDHNOA00T022R,DDWYAA00T022R DDWYMA00T022R DDWYXA00T022R DDWNTA00T022R DDWNAA00T022R DDWNOA00T022R,DDIYAA00T022R DDIYMA00T022R DDIYXA00T022R DDINTA00T022R DDINAA00T022R DDINOA00T022R,"DD3YAA00T022R DD3YMA00T022R DD3YXA00T022R DD3NTA00T022R DD3NAA00T022R DD3NOA00T022R
:unselected:
:unselected:","DD4YAA00T022R DD4YMA00T022R DD4YXA00T022R DD4NTA00T022R DD4NAA00T022R DD4NOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DD2YAA00T022R DD2YMA00T022R DD2YXA00T022R DD2NTA00T022R DD2NAA00T022R DD2NOA00T022R
:unselected:
:unselected:
:unselected:",DDSYAA00T022R DDSYMA00T022R DDSYXA00T022R DDSNTA00T022R DDSNAA00T022R DDSNOA00T022R,"DNSYAA00T022R DNSYMA00T022R DNSYXA00T022R DNSNTA00T022R DNSNAA00T022R DNSNOA00T022R
:unselected:
:selected:
:unselected:
:unselected:
:unselected:
:unselected:","DNCYAA00T022R DNCYMA00T022R DNCYXA00T022R DNCNTA00T022R DNCNAA00T022R DNCNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DNMYAA00T022R DNMYMA00T022R DNMYXA00T022R DNMNTA00T022R DNMNAA00T022R DNMNOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DDEYAA00T022R DDEYMA00T022R DDEYXA00T022R DDENTA00T022R DDENAA00T022R DDENOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:","DD0YAA00T022R DD0YMA00T022R DD0YXA00T022R DD0NTA00T022R DD0NAA00T022R DD0NOA00T022R
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:
:unselected:",,
2021 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant,SDA00A00T021R,RDA00A00T021R,"DDA00A00T021R
:unselected:","DDB00A00T021R
:unselected:",DDH00A00T021R,DDW00A00T021R,"DDI00A00T021R
:unselected:","DD300A00T021R
:unselected:","DD400A00T021R
:unselected:","DD200A00T021R
:unselected:",DDS00A00T021R,"DNS00A00T021R
:unselected:",DNC00A00T021R,"DNM00A00T021R
:unselected:","DDE00A00T021R
:unselected:","DD000A00T021R
:unselected:",,
Included in Accountability,SDAYAA00T021R,RDAYAA00T021R,"DDAYAA00T021R
:unselected:","DDBYAA00T021R
:unselected:",DDHYAA00T021R,DDWYAA00T021R,DDIYAA00T021R,DD3YAA00T021R,"DD4YAA00T021R
:unselected:","DD2YAA00T021R
:unselected:",DDSYAA00T021R,"DNSYAA00T021R
:unselected:","DNCYAA00T021R
:unselected:","DNMYAA00T021R
:unselected:","DDEYAA00T021R
:unselected:","DD0YAA00T021R
:unselected:",,
Not Included in Accountability,,,,,,,,,,,,,,,,,,
Mobile,SDAYMA00T021R,"RDAYMA00T021R
:unselected:",DDAYMA00T021R,"DDBYMA00T021R
:unselected:","DDHYMA00T021R
:unselected:",DDWYMA00T021R,DDIYMA00T021R,DD3YMA00T021R,DD4YMA00T021R,DD2YMA00T021R,DDSYMA00T021R,"DNSYMA00T021R
:unselected:","DNCYMA00T021R
:unselected:","DNMYMA00T021R
:unselected:","DDEYMA00T021R
:unselected:","DD0YMA00T021R
:unselected:",,
Other Exclusions,SDAYXA00T021R,RDAYXA00T021R,"DDAYXA00T021R
:unselected:","DDBYXA00T021R
:unselected:",DDHYXA00T021R,DDWYXA00T021R,DDIYXA00T021R,DD3YXA00T021R,"DD4YXA00T021R
:unselected:","DD2YXA00T021R
:unselected:",DDSYXA00T021R,"DNSYXA00T021R
:unselected:","DNCYXA00T021R
:unselected:","DNMYXA00T021R
:unselected:","DDEYXA00T021R
:unselected:","DD0YXA00T021R
:unselected:",,
Not Tested,SDANTA00T021R,RDANTA00T021R,DDANTA00T021R,"DDBNTA00T021R
:unselected:",DDHNTA00T021R,DDWNTA00T021R,DDINTA00T021R,DD3NTA00T021R,"DD4NTA00T021R
:unselected:","DD2NTA00T021R
:unselected:",DDSNTA00T021R,"DNSNTA00T021R
:unselected:","DNCNTA00T021R
:unselected:","DNMNTA00T021R
:unselected:",DDENTA00T021R,"DD0NTA00T021R
:unselected:",,
"Absent
Other","SDANAA00T021R
SDANOA00T021R","RDANAA00T021R
RDANOA00T021R","DDANAA00T021R
DDANOA00T021R","DDBNAA00T021R
DDBNOA00T021R
:unselected:","DDHNAA00T021R
DDHNOA00T021R","DDWNAA00T021R
DDWNOA00T021R","DDINAA00T021R
DDINOA00T021R","DD3NAA00T021R
DD3NOA00T021R","DD4NAA00T021R
DD4NOA00T021R","DD2NAA00T021R
DD2NOA00T021R","DDSNAA00T021R
DDSNOA00T021R","DNSNAA00T021R
DNSNOA00T021R","DNCNAA00T021R
DNCNOA00T021R
:unselected:
:unselected:","DNMNAA00T021R
DNMNOA00T021R
:unselected:
:unselected:","DDENAA00T021R
DDENOA00T021R
:unselected:
:unselected:","DD0NAA00T021R
DD0NOA00T021R
:unselected:
:unselected:",,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Attendance Rate,,,,,,,,,,,,,,,,,,
2020-21,SA0AT21R,RA0AT21R,DA0AT21R,DB0AT21R,DH0AT21R,DW0AT21R,DI0AT21R,D30AT21R,D40AT21R,D20AT21R,DS0AT21R,DE0AT21R,DL0AT21R,,,,,
2019-20,SA0AT20R,RA0AT20R,DA0AT20R,DB0AT20R,DH0AT20R,DW0AT20R,DI0AT20R,D30AT20R,D40AT20R,D20AT20R,DS0AT20R,DE0AT20R,DL0AT20R,,,,,
Chronic Absenteeism,,,,,,,,,,,,,,,,,,
2020-21,SA0CA21R,RA0CA21R,DA0CA21R,DB0CA21R,DH0CA21R,DW0CA21R,DI0CA21R,D30CA21R,D40CA21R,D20CA21R,DS0CA21R,DE0CA21R,DL0CA21R,,,,,
2019-20,SA0CA20R,RA0CA20R,DA0CA20R,DB0CA20R,DH0CA20R,DW0CA20R,DI0CA20R,D30CA20R,D40CA20R,D20CA20R,DS0CA20R,DE0CA20R,DL0CA20R,,,,,
Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,,,,
2020-21 2019-20,SA0708DR21R SA0708DR20R,RA0708DR21R RA0708DR20R,DA0708DR21R DA0708DR20R,DB0708DR21R DB0708DR20R,DH0708DR21R DH0708DR20R,DW0708DR21R DW0708DR20R,DI0708DR21R DI0708DR20R,D30708DR21R D30708DR20R,D40708DR21R D40708DR20R,D20708DR21R D20708DR20R,DS0708DR21R DS0708DR20R,DE0708DR21R DE0708DR20R,DL0708DR21R DL0708DR20R,,,,,
Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
2020-21 2019-20,SA0912DR21R SA0912DR20R,RA0912DR21R RA0912DR20R,DA0912DR21R DA0912DR20R,DB0912DR21R DB0912DR20R,DH0912DR21R DH0912DR20R,DW0912DR21R DW0912DR20R,DI0912DR21R DI0912DR20R,D30912DR21R D30912DR20R,D40912DR21R D40912DR20R,D20912DR21R D20912DR20R,DS0912DR21R DS0912DR20R,DE0912DR21R DE0912DR20R,DL0912DR21R DL0912DR20R,,,,,
4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2021,,,,,,,,,,,,,,,,,,
Graduated,SAGC421R,RAGC421R,DAGC4X21R,DBGC4X21R,DHGC4X21R,DWGC4X21R,DIGC4X21R,D3GC4X21R,D4GC4X21R,D2GC4X21R,DSGC4X21R,DEGC4X21R,DLGC4X21R,,,,,
Received TxCHSE,SAEC421R,RAEC421R,DAEC4X21R,DBEC4X21R,DHEC4X21R,DWEC4X21R,DIEC4X21R,D3EC4X21R,D4EC4X21R,D2EC4X21R,DSEC4X21R,DEEC4X21R,DLEC4X21R,,,,,
Continued HS,SANC421R,RANC421R,DANC4X21R,DBNC4X21R,DHNC4X21R,DWNC4X21R,DINC4X21R,D3NC4X21R,D4NC4X21R,D2NC4X21R,DSNC4X21R,DENC4X21R,DLNC4X21R,,,,,
Dropped Out,SADC421R,RADC421R,DADC4X21R,DBDC4X21R,DHDC4X21R,DWDC4X21R,DIDC4X21R,D3DC4X21R,D4DC4X21R,D2DC4X21R,DSDC4X21R,DEDC4X21R,DLDC4X21R,,,,,
Graduates and TxCHSE,SA3C421R,RA3C421R,DA3C4X21R,DB3C4X21R,DH3C4X21R,DW3C4X21R,DI3C4X21R,D33C4X21R,D43C4X21R,D23C4X21R,DS3C4X21R,DE3C4X21R,DL3C4X21R,,,,,
"Grads, TxCHSE, & Cont",SA2C421R,RA2C421R,DA2C4X21R,DB2C4X21R,DH2C4X21R,DW2C4X21R,DI2C4X21R,D32C4X21R,D42C4X21R,D22C4X21R,DS2C4X21R,DE2C4X21R,DL2C4X21R,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC420R,RAGC420R,DAGC4X20R,DBGC4X20R,DHGC4X20R,DWGC4X20R,DIGC4X20R,D3GC4X20R,D4GC4X20R,D2GC4X20R,DSGC4X20R,DEGC4X20R,DLGC4X20R,,,,,
Received TxCHSE,SAEC420R,RAEC420R,DAEC4X20R,DBEC4X20R,DHEC4X20R,DWEC4X20R,DIEC4X20R,D3EC4X20R,D4EC4X20R,D2EC4X20R,DSEC4X20R,DEEC4X20R,DLEC4X20R,,,,,
Continued HS,SANC420R,RANC420R,DANC4X20R,DBNC4X20R,DHNC4X20R,DWNC4X20R,DINC4X20R,D3NC4X20R,D4NC4X20R,D2NC4X20R,DSNC4X20R,DENC4X20R,DLNC4X20R,,,,,
Dropped Out,SADC420R,RADC420R,DADC4X20R,DBDC4X20R,DHDC4X20R,DWDC4X20R,DIDC4X20R,D3DC4X20R,D4DC4X20R,D2DC4X20R,DSDC4X20R,DEDC4X20R,DLDC4X20R,,,,,
Graduates and TxCHSE,SA3C420R,RA3C420R,DA3C4X20R,DB3C4X20R,DH3C4X20R,DW3C4X20R,DI3C4X20R,D33C4X20R,D43C4X20R,D23C4X20R,DS3C4X20R,DE3C4X20R,DL3C4X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C420R,RA2C420R,DA2C4X20R,DB2C4X20R,DH2C4X20R,DW2C4X20R,DI2C4X20R,D32C4X20R,D42C4X20R,D22C4X20R,DS2C4X20R,DE2C4X20R,DL2C4X20R,,,,,
5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC520R,RAGC520R,DAGC5X20R,DBGC5X20R,DHGC5X20R,DWGC5X20R,DIGC5X20R,D3GC5X20R,D4GC5X20R,D2GC5X20R,DSGC5X20R,DEGC5X20R,DLGC5X20R,,,,,
Received TxCHSE,SAEC520R,RAEC520R,DAEC5X20R,DBEC5X20R,DHEC5X20R,DWEC5X20R,DIEC5X20R,D3EC5X20R,D4EC5X20R,D2EC5X20R,DSEC5X20R,DEEC5X20R,DLEC5X20R,,,,,
Continued HS,SANC520R,RANC520R,DANC5X20R,DBNC5X20R,DHNC5X20R,DWNC5X20R,DINC5X20R,D3NC5X20R,D4NC5X20R,D2NC5X20R,DSNC5X20R,DENC5X20R,DLNC5X20R,,,,,
Dropped Out,SADC520R,RADC520R,DADC5X20R,DBDC5X20R,DHDC5X20R,DWDC5X20R,DIDC5X20R,D3DC5X20R,D4DC5X20R,D2DC5X20R,DSDC5X20R,DEDC5X20R,DLDC5X20R,,,,,
Graduates and TxCHSE,SA3C520R,RA3C520R,DA3C5X20R,DB3C5X20R,DH3C5X20R,DW3C5X20R,DI3C5X20R,D33C5X20R,D43C5X20R,D23C5X20R,DS3C5X20R,DE3C5X20R,DL3C5X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C520R,RA2C520R,DA2C5X20R,DB2C5X20R,DH2C5X20R,DW2C5X20R,DI2C5X20R,D32C5X20R,D42C5X20R,D22C5X20R,DS2C5X20R,DE2C5X20R,DL2C5X20R,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC519R,RAGC519R,DAGC5X19R,DBGC5X19R,DHGC5X19R,DWGC5X19R,DIGC5X19R,D3GC5X19R,D4GC5X19R,D2GC5X19R,DSGC5X19R,DEGC5X19R,DLGC5X19R,,,,,
Received TxCHSE,SAEC519R,RAEC519R,DAEC5X19R,DBEC5X19R,DHEC5X19R,DWEC5X19R,DIEC5X19R,D3EC5X19R,D4EC5X19R,D2EC5X19R,DSEC5X19R,DEEC5X19R,DLEC5X19R,,,,,
Continued HS,SANC519R,RANC519R,DANC5X19R,DBNC5X19R,DHNC5X19R,DWNC5X19R,DINC5X19R,D3NC5X19R,D4NC5X19R,D2NC5X19R,DSNC5X19R,DENC5X19R,DLNC5X19R,,,,,
Dropped Out,SADC519R,RADC519R,DADC5X19R,DBDC5X19R,DHDC5X19R,DWDC5X19R,DIDC5X19R,D3DC5X19R,D4DC5X19R,D2DC5X19R,DSDC5X19R,DEDC5X19R,DLDC5X19R,,,,,
Graduates and TxCHSE,SA3C519R,RA3C519R,DA3C5X19R,DB3C5X19R,DH3C5X19R,DW3C5X19R,DI3C5X19R,D33C5X19R,D43C5X19R,D23C5X19R,DS3C5X19R,DE3C5X19R,DL3C5X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C519R,RA2C519R,DA2C5X19R,DB2C5X19R,DH2C5X19R,DW2C5X19R,DI2C5X19R,D32C5X19R,D42C5X19R,D22C5X19R,DS2C5X19R,DE2C5X19R,DL2C5X19R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC619R,RAGC619R,DAGC6X19R,DBGC6X19R,DHGC6X19R,DWGC6X19R,DIGC6X19R,D3GC6X19R,D4GC6X19R,D2GC6X19R,DSGC6X19R,DEGC6X19R,DLGC6X19R,,,,,
Received TxCHSE,SAEC619R,RAEC619R,DAEC6X19R,DBEC6X19R,DHEC6X19R,DWEC6X19R,DIEC6X19R,D3EC6X19R,D4EC6X19R,D2EC6X19R,DSEC6X19R,DEEC6X19R,DLEC6X19R,,,,,
Continued HS,SANC619R,RANC619R,DANC6X19R,DBNC6X19R,DHNC6X19R,DWNC6X19R,DINC6X19R,D3NC6X19R,D4NC6X19R,D2NC6X19R,DSNC6X19R,DENC6X19R,DLNC6X19R,,,,,
Dropped Out,SADC619R,RADC619R,DADC6X19R,DBDC6X19R,DHDC6X19R,DWDC6X19R,DIDC6X19R,D3DC6X19R,D4DC6X19R,D2DC6X19R,DSDC6X19R,DEDC6X19R,DLDC6X19R,,,,,
Graduates and TxCHSE,SA3C619R,RA3C619R,DA3C6X19R,DB3C6X19R,DH3C6X19R,DW3C6X19R,DI3C6X19R,D33C6X19R,D43C6X19R,D23C6X19R,DS3C6X19R,DE3C6X19R,DL3C6X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C619R,RA2C619R,DA2C6X19R,DB2C6X19R,DH2C6X19R,DW2C6X19R,DI2C6X19R,D32C6X19R,D42C6X19R,D22C6X19R,DS2C6X19R,DE2C6X19R,DL2C6X19R,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC618R,RAGC618R,DAGC6X18R,DBGC6X18R,DHGC6X18R,DWGC6X18R,DIGC6X18R,D3GC6X18R,D4GC6X18R,D2GC6X18R,DSGC6X18R,DEGC6X18R,DLGC6X18R,,,,,
Received TxCHSE,SAEC618R,RAEC618R,DAEC6X18R,DBEC6X18R,DHEC6X18R,DWEC6X18R,DIEC6X18R,D3EC6X18R,D4EC6X18R,D2EC6X18R,DSEC6X18R,DEEC6X18R,DLEC6X18R,,,,,
