DISTRICT,DD000A00200022R,DD000AA1200022R,DD000AE2200022R,DD000AM0200022R,DD000AR0200022R,DD004AM0200022R,DD004AR0200022R,DD005AM0200022R,DD005AR0200022R,DD006AM0200022R,DD006AR0200022R,DD007AM0200022R,DD007AR0200022R,DD008AM0200022R,DD008AR0200022R,DD200A00200022R,DD200AA1200022R,DD200AE2200022R,DD200AM0200022R,DD200AR0200022R,DD204AM0200022R,DD204AR0200022R,DD205AM0200022R,DD205AR0200022R,DD206AM0200022R,DD206AR0200022R,DD207AM0200022R,DD207AR0200022R,DD208AM0200022R,DD208AR0200022R,DD300A00200022R,DD300AA1200022R,DD300AE2200022R,DD300AM0200022R,DD300AR0200022R,DD304AM0200022R,DD304AR0200022R,DD305AM0200022R,DD305AR0200022R,DD306AM0200022R,DD306AR0200022R,DD307AM0200022R,DD307AR0200022R,DD308AM0200022R,DD308AR0200022R,DD400A00200022R,DD400AA1200022R,DD400AE2200022R,DD400AM0200022R,DD400AR0200022R,DD404AM0200022R,DD404AR0200022R,DD405AM0200022R,DD405AR0200022R,DD406AM0200022R,DD406AR0200022R,DD407AM0200022R,DD407AR0200022R,DD408AM0200022R,DD408AR0200022R,DDA00A00200022R,DDA00AA1200022R,DDA00AE2200022R,DDA00AM0200022R,DDA00AR0200022R,DDA04AM0200022R,DDA04AR0200022R,DDA05AM0200022R,DDA05AR0200022R,DDA06AM0200022R,DDA06AR0200022R,DDA07AM0200022R,DDA07AR0200022R,DDA08AM0200022R,DDA08AR0200022R,DDB00A00200022R,DDB00AA1200022R,DDB00AE2200022R,DDB00AM0200022R,DDB00AR0200022R,DDB04AM0200022R,DDB04AR0200022R,DDB05AM0200022R,DDB05AR0200022R,DDB06AM0200022R,DDB06AR0200022R,DDB07AM0200022R,DDB07AR0200022R,DDB08AM0200022R,DDB08AR0200022R,DDE00A00200022R,DDE00AA1200022R,DDE00AE2200022R,DDE00AM0200022R,DDE00AR0200022R,DDE04AM0200022R,DDE04AR0200022R,DDE05AM0200022R,DDE05AR0200022R,DDE06AM0200022R,DDE06AR0200022R,DDE07AM0200022R,DDE07AR0200022R,DDE08AM0200022R,DDE08AR0200022R,DDF00A00200022R,DDF00AA1200022R,DDF00AE2200022R,DDF00AM0200022R,DDF00AR0200022R,DDF04AM0200022R,DDF04AR0200022R,DDF05AM0200022R,DDF05AR0200022R,DDF06AM0200022R,DDF06AR0200022R,DDF07AM0200022R,DDF07AR0200022R,DDF08AM0200022R,DDF08AR0200022R,DDH00A00200022R,DDH00AA1200022R,DDH00AE2200022R,DDH00AM0200022R,DDH00AR0200022R,DDH04AM0200022R,DDH04AR0200022R,DDH05AM0200022R,DDH05AR0200022R,DDH06AM0200022R,DDH06AR0200022R,DDH07AM0200022R,DDH07AR0200022R,DDH08AM0200022R,DDH08AR0200022R,DDI00A00200022R,DDI00AA1200022R,DDI00AE2200022R,DDI00AM0200022R,DDI00AR0200022R,DDI04AM0200022R,DDI04AR0200022R,DDI05AM0200022R,DDI05AR0200022R,DDI06AM0200022R,DDI06AR0200022R,DDI07AM0200022R,DDI07AR0200022R,DDI08AM0200022R,DDI08AR0200022R,DDM00A00200022R,DDM00AA1200022R,DDM00AE2200022R,DDM00AM0200022R,DDM00AR0200022R,DDM04AM0200022R,DDM04AR0200022R,DDM05AM0200022R,DDM05AR0200022R,DDM06AM0200022R,DDM06AR0200022R,DDM07AM0200022R,DDM07AR0200022R,DDM08AM0200022R,DDM08AR0200022R,DDR00A00200022R,DDR00AA1200022R,DDR00AE2200022R,DDR00AM0200022R,DDR00AR0200022R,DDR04AM0200022R,DDR04AR0200022R,DDR05AM0200022R,DDR05AR0200022R,DDR06AM0200022R,DDR06AR0200022R,DDR07AM0200022R,DDR07AR0200022R,DDR08AM0200022R,DDR08AR0200022R,DDS00A00200022R,DDS00AA1200022R,DDS00AE2200022R,DDS00AM0200022R,DDS00AR0200022R,DDS04AM0200022R,DDS04AR0200022R,DDS05AM0200022R,DDS05AR0200022R,DDS06AM0200022R,DDS06AR0200022R,DDS07AM0200022R,DDS07AR0200022R,DDS08AM0200022R,DDS08AR0200022R,DDW00A00200022R,DDW00AA1200022R,DDW00AE2200022R,DDW00AM0200022R,DDW00AR0200022R,DDW04AM0200022R,DDW04AR0200022R,DDW05AM0200022R,DDW05AR0200022R,DDW06AM0200022R,DDW06AR0200022R,DDW07AM0200022R,DDW07AR0200022R,DDW08AM0200022R,DDW08AR0200022R,DISTNAME,DNC00A00200022R,DNC00AA1200022R,DNC00AE2200022R,DNC00AM0200022R,DNC00AR0200022R,DNC04AM0200022R,DNC04AR0200022R,DNC05AM0200022R,DNC05AR0200022R,DNC06AM0200022R,DNC06AR0200022R,DNC07AM0200022R,DNC07AR0200022R,DNC08AM0200022R,DNC08AR0200022R,DNM00A00200022R,DNM00AA1200022R,DNM00AE2200022R,DNM00AM0200022R,DNM00AR0200022R,DNM04AM0200022R,DNM04AR0200022R,DNM05AM0200022R,DNM05AR0200022R,DNM06AM0200022R,DNM06AR0200022R,DNM07AM0200022R,DNM07AR0200022R,DNM08AM0200022R,DNM08AR0200022R,DNS00A00200022R,DNS00AA1200022R,DNS00AE2200022R,DNS00AM0200022R,DNS00AR0200022R,DNS04AM0200022R,DNS04AR0200022R,DNS05AM0200022R,DNS05AR0200022R,DNS06AM0200022R,DNS06AR0200022R,DNS07AM0200022R,DNS07AR0200022R,DNS08AM0200022R,DNS08AR0200022R
"'146901",61,41,60,56,66,64,62,74,86,41,39,51,79,63,67,65,29,50,59,70,71,76,65,80,-1,-1,-1,-1,50,83,69,-1,-1,-1,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,62,47,63,56,67,65,65,69,84,42,41,52,81,63,68,56,48,75,46,66,75,61,33,77,30,28,42,82,50,77,61,46,62,56,67,64,64,70,84,41,40,51,80,63,69,64,47,67,57,70,65,65,69,87,42,42,53,82,68,73,62,47,63,57,67,66,65,72,85,42,41,51,80,64,68,59,-1,.,67,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,46,59,55,65,66,66,70,81,42,40,51,79,58,64,60,37,60,55,65,65,63,71,84,42,40,48,77,62,66,55,22,64,49,61,56,59,67,76,44,52,49,63,44,54,60,52,55,55,65,55,64,57,73,44,41,60,85,61,67,"CLEVELAND ISD",61,47,65,56,67,69,63,69,82,36,42,56,82,61,68,62,47,60,57,67,63,67,70,85,48,39,49,80,65,69,64,80,-1,59,71,65,78,70,85,46,55,38,88,56,56
"'146902",61,69,52,59,64,70,85,77,86,36,36,40,71,73,66,63,50,58,56,69,63,75,82,73,31,63,25,63,80,100,83,.,-1,80,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,70,57,57,66,59,69,65,82,40,37,41,76,73,71,67,69,71,64,70,67,67,77,85,50,38,29,68,81,88,61,68,58,56,65,60,70,67,82,40,37,39,74,70,71,64,73,61,59,69,59,72,65,83,46,43,45,81,72,78,62,74,54,58,66,63,76,69,87,37,37,39,74,72,70,58,-1,.,35,88,-1,-1,.,.,-1,-1,-1,-1,.,-1,59,67,54,56,63,59,68,65,82,34,32,37,70,73,66,59,59,57,55,64,60,67,65,81,44,39,37,71,70,67,56,34,65,51,60,52,53,57,71,64,42,28,64,70,63,60,65,59,55,64,53,64,57,78,43,36,46,79,71,68,"DAYTON ISD",63,70,57,58,67,61,73,66,81,41,38,41,76,75,72,58,66,57,53,64,53,60,63,85,38,37,40,75,68,70,63,-1,-1,56,70,64,89,55,90,30,35,60,40,75,79
"'146903",82,.,.,75,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,100,.,77,88,100,89,75,77,55,83,68,95,94,100,95,-1,.,90,100,.,.,.,.,-1,-1,-1,-1,.,-1,80,-1,.,76,84,100,100,80,60,67,83,50,80,-1,-1,83,100,.,81,85,100,92,68,64,68,77,80,100,-1,100,79,-1,.,66,91,-1,-1,69,75,-1,-1,29,100,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,-1,.,73,91,100,83,82,91,39,89,58,92,100,100,79,.,.,75,83,-1,-1,79,57,-1,-1,-1,-1,90,100,58,.,.,50,67,-1,-1,-1,-1,-1,-1,.,.,-1,-1,84,100,.,81,87,100,92,79,79,50,77,85,92,-1,100,"DEVERS ISD",83,100,.,78,87,100,83,74,76,50,81,73,100,94,100,83,-1,.,76,90,100,100,80,80,64,86,64,91,.,-1,67,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.
"'146904",63,-1,-1,32,93,-1,-1,-1,-1,-1,-1,14,86,-1,-1,66,60,-1,62,70,-1,-1,-1,-1,-1,-1,-1,-1,86,88,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,69,74,56,75,52,68,67,75,23,70,39,76,84,82,59,-1,-1,46,73,-1,-1,.,.,-1,-1,20,60,-1,-1,62,64,69,52,73,52,64,61,70,21,68,32,80,83,82,70,78,82,60,80,54,78,73,76,18,72,43,85,92,82,63,58,83,47,77,45,73,50,75,11,72,34,84,79,69,40,-1,.,33,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,60,62,65,51,70,50,59,63,75,26,69,36,67,74,82,65,63,74,58,72,47,56,75,75,33,76,38,71,86,77,47,45,-1,43,52,45,36,69,63,8,58,45,30,39,55,66,71,72,57,75,52,67,71,76,25,68,43,77,84,84,"HARDIN ISD",64,69,74,54,75,46,69,68,70,24,70,38,75,83,87,67,70,74,60,75,67,65,65,89,20,70,43,83,85,70,54,.,.,33,75,-1,-1,-1,-1,8,75,-1,-1,-1,-1
"'146905",83,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,71,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,68,70,69,67,72,52,68,73,61,57,65,94,79,61,75,-1,-1,88,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,65,67,67,66,68,63,64,68,63,59,62,100,81,39,71,-1,85,71,70,67,50,69,75,60,60,50,100,93,63,70,-1,.,81,57,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,65,63,60,67,63,77,53,67,71,63,54,75,90,50,57,66,42,67,66,66,72,54,67,72,63,58,50,100,79,75,62,-1,-1,48,75,80,60,50,88,-1,-1,-1,-1,-1,-1,67,57,70,65,68,74,52,64,70,50,58,63,94,78,68,"HULL-DAISETTA ISD",69,63,70,73,66,69,35,71,74,77,73,73,92,81,50,66,-1,70,63,68,75,68,64,73,39,35,-1,100,75,78,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.
"'146906",72,72,57,67,77,74,63,79,98,46,48,45,88,84,93,63,-1,100,50,74,-1,-1,50,88,-1,-1,-1,-1,-1,-1,100,-1,.,100,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,73,75,72,68,77,71,71,74,91,46,57,63,86,83,89,70,62,72,64,76,70,73,87,95,37,67,58,83,77,70,70,72,73,64,76,70,70,75,89,43,56,59,86,75,86,74,75,76,70,79,71,71,79,93,43,52,68,90,85,92,73,76,73,69,77,68,68,82,94,47,49,53,85,86,95,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,71,74,69,66,76,71,73,69,89,49,61,57,82,80,85,70,66,64,65,75,70,68,78,92,45,55,52,82,79,84,61,53,59,56,65,54,65,44,59,50,54,62,77,75,78,73,75,69,69,78,75,77,61,86,50,61,72,87,83,88,"LIBERTY ISD",72,75,70,67,77,69,70,76,90,44,57,59,85,82,90,74,73,77,71,77,76,76,63,94,50,56,83,88,88,84,81,-1,-1,81,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'146907",67,25,100,69,65,100,83,90,-1,42,38,93,75,100,-1,63,-1,-1,54,72,-1,-1,60,80,-1,-1,71,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,.,-1,-1,.,71,39,77,66,76,89,74,76,82,36,45,81,92,82,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,30,72,61,72,89,75,74,77,30,43,78,88,71,82,73,44,80,67,78,89,83,77,82,38,47,80,98,83,88,74,53,96,73,76,96,75,89,77,41,45,86,89,93,80,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,69,34,74,65,73,89,66,76,83,34,42,82,89,82,81,69,24,73,64,73,86,66,76,81,35,44,78,90,81,81,64,24,69,62,65,86,75,81,71,41,34,56,78,73,67,71,36,74,65,76,88,75,75,83,37,46,81,93,82,86,"TARKINGTON ISD",70,38,76,64,77,88,75,75,83,33,40,81,94,81,87,73,46,78,72,73,92,73,80,81,44,54,83,85,88,78,90,.,-1,94,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'147901",72,-1,-1,67,76,-1,-1,86,64,-1,-1,90,100,.,.,65,-1,-1,30,100,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,50,82,63,75,25,56,82,84,35,53,89,89,83,81,66,-1,-1,59,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,47,88,63,79,8,71,83,81,37,63,93,88,81,81,70,50,100,61,80,20,55,81,78,15,70,95,100,90,85,71,67,100,63,78,20,80,86,71,23,62,75,85,94,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,50,75,66,70,31,56,83,94,55,35,85,81,75,75,74,33,100,63,84,-1,-1,88,69,-1,-1,90,100,-1,-1,64,-1,-1,61,67,-1,-1,80,70,-1,-1,92,92,-1,-1,68,36,40,68,67,50,21,75,100,-1,-1,100,89,90,90,"COOLIDGE ISD",70,58,93,65,76,27,60,84,84,35,53,92,87,85,81,63,-1,50,56,69,-1,-1,75,83,-1,-1,-1,-1,80,80,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'147902",80,75,-1,74,86,83,83,83,92,70,89,56,100,80,79,79,-1,-1,66,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,75,.,-1,-1,80,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,68,82,68,84,63,77,68,85,80,83,54,92,78,81,73,58,71,69,77,60,60,70,90,93,78,47,93,77,61,74,61,78,65,82,59,75,68,85,78,79,50,94,75,79,77,76,82,68,85,61,75,63,90,83,86,56,94,76,85,77,72,76,70,83,62,74,82,83,74,83,57,96,78,84,79,.,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,75,61,82,68,82,65,80,72,81,78,80,51,91,79,78,74,68,76,66,80,58,71,64,84,78,84,53,91,68,79,69,46,78,63,76,36,82,75,81,67,53,67,79,78,82,76,66,87,66,85,64,79,63,84,82,83,51,91,78,84,"GROESBECK ISD",76,67,81,68,83,62,80,67,82,82,84,53,92,78,80,76,71,90,68,84,69,67,71,96,72,73,55,92,75,84,65,.,.,57,73,40,60,70,80,-1,-1,.,.,-1,-1
"'147903",73,60,68,69,76,71,73,87,87,67,74,55,84,77,70,63,.,-1,57,69,50,33,57,57,-1,-1,61,89,-1,-1,100,-1,100,100,100,.,.,.,.,-1,-1,-1,-1,-1,-1,63,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,71,62,69,67,75,66,66,70,84,62,64,51,86,86,84,69,58,73,67,72,70,66,73,79,60,39,58,90,82,85,71,63,69,67,74,65,65,70,82,62,63,53,86,86,84,73,73,71,70,75,60,52,71,89,69,72,56,84,87,83,72,63,72,68,76,72,68,76,88,61,67,45,84,86,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,54,68,63,75,72,77,68,79,56,56,48,87,85,85,70,52,69,63,76,63,65,73,82,59,68,51,88,79,82,57,39,36,50,64,52,48,71,71,47,63,42,89,39,72,70,62,44,63,77,54,67,58,95,69,81,48,84,94,92,"MEXIA ISD",71,61,72,66,76,67,65,70,83,61,67,51,86,88,84,70,75,56,70,71,64,71,70,87,70,48,50,83,79,83,64,-1,.,59,69,-1,-1,-1,-1,43,29,-1,-1,-1,-1
"'148901",79,88,80,71,88,92,96,88,97,10,60,39,89,100,94,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,89,76,70,82,88,95,92,96,12,48,40,93,96,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,89,77,71,83,87,95,91,98,8,50,41,91,94,69,74,82,88,65,83,83,96,91,95,0,45,33,93,96,73,78,92,81,73,83,86,94,91,98,10,50,39,89,95,79,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,78,96,68,74,81,94,94,93,97,23,50,46,93,95,80,80,94,86,76,85,93,96,83,96,0,33,43,93,100,79,55,-1,-1,47,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,70,54,76,-1,-1,-1,-1,17,42,33,100,-1,-1,"BOOKER ISD",75,93,76,69,81,86,94,92,96,6,44,38,92,95,76,80,70,.,75,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.
"'148902",45,-1,-1,23,70,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,46,66,47,73,25,75,0,75,55,62,39,79,75,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,36,61,48,73,-1,-1,-1,-1,62,62,29,64,73,95,54,29,69,37,71,-1,-1,-1,-1,42,58,38,81,70,100,60,-1,-1,40,81,-1,-1,-1,-1,-1,-1,40,70,67,100,-1,-1,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,66,64,63,58,74,-1,-1,-1,-1,75,69,42,75,78,83,58,50,-1,50,66,-1,-1,-1,-1,55,45,36,64,100,92,57,-1,-1,42,74,-1,-1,-1,-1,60,50,42,83,-1,-1,61,56,63,54,68,-1,-1,-1,-1,62,59,50,79,81,81,"FOLLETT ISD",57,63,55,49,65,-1,-1,-1,-1,42,58,43,71,79,79,64,25,83,46,82,-1,-1,-1,-1,75,69,36,86,71,100,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.
"'148905",54,-1,.,44,65,-1,-1,40,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,31,25,54,64,83,67,63,88,82,36,25,100,33,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,-1,30,53,66,-1,-1,57,86,83,33,-1,-1,10,80,60,-1,-1,48,71,-1,-1,67,83,67,50,-1,-1,-1,-1,57,-1,-1,57,56,80,60,57,86,83,17,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,33,-1,60,57,80,60,-1,-1,100,20,-1,-1,40,80,58,31,25,55,60,83,67,63,88,88,25,30,100,25,67,40,-1,-1,31,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,50,74,-1,-1,-1,-1,80,60,20,100,50,80,"DARROUZETT ISD",65,-1,-1,60,69,-1,-1,-1,-1,100,60,-1,-1,17,83,53,-1,-1,48,59,-1,-1,60,100,67,17,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'149901",66,.,-1,57,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,63,78,72,76,58,49,94,93,65,51,59,97,89,95,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,71,59,83,68,74,57,40,91,91,56,44,60,97,89,92,75,54,84,74,76,59,51,95,89,69,49,55,100,96,94,72,59,76,69,74,54,46,89,89,65,49,57,95,88,94,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,73,71,74,70,77,56,46,92,97,61,53,61,94,81,95,68,34,70,66,71,39,39,94,87,63,33,57,90,89,91,71,-1,50,75,67,55,60,92,75,100,33,40,80,100,100,78,69,83,77,80,64,53,100,98,67,55,63,100,90,96,"GEORGE WEST ISD",73,62,77,71,76,58,47,92,91,59,51,60,96,89,95,79,-1,89,78,79,56,56,100,100,83,50,58,100,90,93,53,.,-1,61,45,58,8,-1,-1,.,.,-1,-1,-1,-1
"'149902",69,-1,-1,58,81,-1,-1,-1,-1,-1,-1,-1,-1,80,80,30,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,66,41,68,54,79,77,72,84,96,11,61,35,87,86,87,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,72,39,80,58,87,81,80,82,98,16,69,32,87,87,95,68,43,79,57,81,85,67,87,97,8,67,32,79,97,89,67,41,67,54,79,77,71,84,100,3,65,35,80,78,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,38,61,51,77,72,75,81,95,13,59,38,94,76,86,65,23,50,52,80,69,79,90,100,-1,-1,40,87,81,88,70,33,56,58,80,80,80,85,100,-1,-1,64,71,-1,-1,67,40,75,55,80,-1,-1,82,89,25,61,35,93,100,79,"THREE RIVERS ISD",66,43,68,54,79,76,71,84,100,4,61,36,87,87,86,67,33,69,55,78,80,-1,83,88,43,64,31,88,-1,-1,57,.,.,57,57,-1,-1,.,.,-1,-1,-1,-1,-1,-1
"'150901",78,53,82,74,81,100,79,74,86,65,50,95,100,58,86,73,50,-1,59,90,-1,-1,-1,-1,40,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,64,70,70,78,88,74,68,83,52,62,87,95,66,84,54,-1,-1,43,64,-1,-1,.,.,-1,-1,.,.,-1,-1,74,60,71,70,79,91,72,67,84,56,63,86,96,61,84,77,67,75,73,80,91,80,70,82,60,61,87,94,68,89,75,64,69,71,78,97,74,61,80,56,65,94,95,59,83,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,72,62,64,68,76,84,68,65,83,44,62,87,96,64,79,73,50,72,68,79,89,74,62,81,61,61,86,95,53,83,70,36,64,63,78,100,91,71,63,73,82,75,94,41,77,74,65,68,71,78,85,75,72,84,53,58,84,95,68,84,"LLANO ISD",73,68,65,69,76,88,74,61,81,51,61,84,94,66,81,78,54,81,73,83,88,74,82,86,54,63,95,99,66,92,79,-1,-1,71,88,.,.,64,67,58,100,83,100,-1,-1
"'152504",-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,-1,-1,83,100,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,.,-1,86,100,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,-1,-1,93,100,.,.,-1,-1,.,-1,-1,-1,-1,-1,"TEXAS TECH UNIVERSITY K-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93,-1,-1,83,100,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'152802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,-1,.,81,87,58,69,85,100,92,73,73,100,100,100,87,-1,.,82,93,67,78,85,100,100,80,75,100,-1,-1,82,.,.,78,87,60,70,82,100,90,75,71,100,-1,-1,89,-1,.,88,89,63,88,100,100,90,75,-1,-1,-1,100,80,-1,.,83,77,-1,-1,.,.,86,64,.,.,-1,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,.,71,85,50,40,71,100,-1,-1,67,100,-1,-1,89,-1,.,82,95,-1,-1,88,100,-1,-1,67,100,-1,-1,75,.,.,57,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,"RISE ACADEMY",83,-1,.,79,87,60,60,86,100,90,85,72,100,-1,100,86,-1,.,83,89,-1,-1,83,100,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"'152803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,75,29,75,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,53,25,72,25,72,.,.,.,.,.,.,.,.,.,.,63,25,79,25,79,.,.,.,.,.,.,.,.,.,.,57,27,74,27,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,31,69,31,69,.,.,.,.,.,.,.,.,.,.,57,29,75,29,75,.,.,.,.,.,.,.,.,.,.,58,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,75,29,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
