DISTRICT,DD008AMA1222R,DD008AMA1322R,DD008AMA1S22R,DD008ARE1222R,DD008ARE1322R,DD008ARE1S22R,DD008ASC1222R,DD008ASC1322R,DD008ASC1S22R,DD008ASS1222R,DD008ASS1322R,DD008ASS1S22R,DD208AMA1222R,DD208AMA1322R,DD208AMA1S22R,DD208ARE1222R,DD208ARE1322R,DD208ARE1S22R,DD208ASC1222R,DD208ASC1322R,DD208ASC1S22R,DD208ASS1222R,DD208ASS1322R,DD208ASS1S22R,DD308AMA1222R,DD308AMA1322R,DD308AMA1S22R,DD308ARE1222R,DD308ARE1322R,DD308ARE1S22R,DD308ASC1222R,DD308ASC1322R,DD308ASC1S22R,DD308ASS1222R,DD308ASS1322R,DD308ASS1S22R,DD408AMA1222R,DD408AMA1322R,DD408AMA1S22R,DD408ARE1222R,DD408ARE1322R,DD408ARE1S22R,DD408ASC1222R,DD408ASC1322R,DD408ASC1S22R,DD408ASS1222R,DD408ASS1322R,DD408ASS1S22R,DDA08AMA1222R,DDA08AMA1322R,DDA08AMA1S22R,DDA08ARE1222R,DDA08ARE1322R,DDA08ARE1S22R,DDA08ASC1222R,DDA08ASC1322R,DDA08ASC1S22R,DDA08ASS1222R,DDA08ASS1322R,DDA08ASS1S22R,DDB08AMA1222R,DDB08AMA1322R,DDB08AMA1S22R,DDB08ARE1222R,DDB08ARE1322R,DDB08ARE1S22R,DDB08ASC1222R,DDB08ASC1322R,DDB08ASC1S22R,DDB08ASS1222R,DDB08ASS1322R,DDB08ASS1S22R,DDE08AMA1222R,DDE08AMA1322R,DDE08AMA1S22R,DDE08ARE1222R,DDE08ARE1322R,DDE08ARE1S22R,DDE08ASC1222R,DDE08ASC1322R,DDE08ASC1S22R,DDE08ASS1222R,DDE08ASS1322R,DDE08ASS1S22R,DDF08AMA1222R,DDF08AMA1322R,DDF08AMA1S22R,DDF08ARE1222R,DDF08ARE1322R,DDF08ARE1S22R,DDF08ASC1222R,DDF08ASC1322R,DDF08ASC1S22R,DDF08ASS1222R,DDF08ASS1322R,DDF08ASS1S22R,DDH08AMA1222R,DDH08AMA1322R,DDH08AMA1S22R,DDH08ARE1222R,DDH08ARE1322R,DDH08ARE1S22R,DDH08ASC1222R,DDH08ASC1322R,DDH08ASC1S22R,DDH08ASS1222R,DDH08ASS1322R,DDH08ASS1S22R,DDI08AMA1222R,DDI08AMA1322R,DDI08AMA1S22R,DDI08ARE1222R,DDI08ARE1322R,DDI08ARE1S22R,DDI08ASC1222R,DDI08ASC1322R,DDI08ASC1S22R,DDI08ASS1222R,DDI08ASS1322R,DDI08ASS1S22R,DDL08AMA1222R,DDL08AMA1322R,DDL08AMA1S22R,DDL08ARE1222R,DDL08ARE1322R,DDL08ARE1S22R,DDL08ASC1222R,DDL08ASC1322R,DDL08ASC1S22R,DDL08ASS1222R,DDL08ASS1322R,DDL08ASS1S22R,DDM08AMA1222R,DDM08AMA1322R,DDM08AMA1S22R,DDM08ARE1222R,DDM08ARE1322R,DDM08ARE1S22R,DDM08ASC1222R,DDM08ASC1322R,DDM08ASC1S22R,DDM08ASS1222R,DDM08ASS1322R,DDM08ASS1S22R,DDR08AMA1222R,DDR08AMA1322R,DDR08AMA1S22R,DDR08ARE1222R,DDR08ARE1322R,DDR08ARE1S22R,DDR08ASC1222R,DDR08ASC1322R,DDR08ASC1S22R,DDR08ASS1222R,DDR08ASS1322R,DDR08ASS1S22R,DDS08AMA1222R,DDS08AMA1322R,DDS08AMA1S22R,DDS08ARE1222R,DDS08ARE1322R,DDS08ARE1S22R,DDS08ASC1222R,DDS08ASC1322R,DDS08ASC1S22R,DDS08ASS1222R,DDS08ASS1322R,DDS08ASS1S22R,DDW08AMA1222R,DDW08AMA1322R,DDW08AMA1S22R,DDW08ARE1222R,DDW08ARE1322R,DDW08ARE1S22R,DDW08ASC1222R,DDW08ASC1322R,DDW08ASC1S22R,DDW08ASS1222R,DDW08ASS1322R,DDW08ASS1S22R,DISTNAME,DNC08AMA1222R,DNC08AMA1322R,DNC08AMA1S22R,DNC08ARE1222R,DNC08ARE1322R,DNC08ARE1S22R,DNC08ASC1222R,DNC08ASC1322R,DNC08ASC1S22R,DNC08ASS1222R,DNC08ASS1322R,DNC08ASS1S22R,DNM08AMA1222R,DNM08AMA1322R,DNM08AMA1S22R,DNM08ARE1222R,DNM08ARE1322R,DNM08ARE1S22R,DNM08ASC1222R,DNM08ASC1322R,DNM08ASC1S22R,DNM08ASS1222R,DNM08ASS1322R,DNM08ASS1S22R,DNS08AMA1222R,DNS08AMA1322R,DNS08AMA1S22R,DNS08ARE1222R,DNS08ARE1322R,DNS08ARE1S22R,DNS08ASC1222R,DNS08ASC1322R,DNS08ASC1S22R,DNS08ASS1222R,DNS08ASS1322R,DNS08ASS1S22R
"'116905",15,4,56,36,22,72,22,9,62,11,7,40,21,0,63,63,37,68,16,16,53,21,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,21,7,58,41,24,71,28,12,61,21,10,49,12,9,38,24,10,45,13,6,27,10,8,24,18,6,54,37,20,69,24,10,55,15,8,41,22,5,61,47,30,80,26,10,61,18,6,50,19,4,58,39,21,74,25,9,62,13,7,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,4,55,36,20,72,21,9,61,10,7,39,19,8,54,35,18,62,30,13,61,23,14,48,16,6,55,36,21,68,26,10,60,13,8,42,22,17,38,24,9,42,22,11,36,24,15,35,28,10,68,47,33,78,43,18,78,41,18,68,"GREENVILLE ISD",21,7,59,43,25,71,29,13,62,21,11,50,18,7,54,35,21,69,25,8,57,17,7,45,22,11,67,43,43,71,43,14,71,29,29,71
"'116906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,22,79,61,38,88,34,19,66,32,24,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,69,48,28,81,27,15,53,29,22,58,34,17,71,54,46,85,20,12,54,24,12,46,56,33,89,67,56,100,56,56,67,56,44,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,25,85,67,31,89,45,23,75,38,32,80,25,10,63,43,24,76,13,10,42,17,15,46,33,27,47,33,33,53,25,25,25,25,25,38,46,21,79,62,37,87,33,15,67,31,22,67,"LONE OAK ISD",48,27,83,63,43,87,34,20,70,34,25,70,42,12,73,58,27,88,33,15,58,27,21,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116908",31,12,63,50,30,84,33,14,65,20,10,46,-1,-1,-1,40,40,100,60,40,80,60,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,13,69,51,32,81,44,22,77,26,14,54,.,.,.,.,.,.,.,.,.,.,.,.,28,12,66,48,29,81,40,23,77,25,13,53,32,9,69,59,40,88,51,23,74,24,13,50,35,17,64,51,30,83,36,20,67,24,14,51,.,.,.,.,.,.,.,.,.,.,.,.,26,13,59,45,23,82,26,12,60,18,11,41,33,17,68,42,25,74,38,21,80,27,15,58,13,5,53,33,11,69,21,5,64,10,5,38,35,26,48,39,39,57,43,35,70,35,17,52,32,12,71,50,33,79,48,22,84,25,14,55,"QUINLAN ISD",33,14,70,50,32,82,50,21,77,26,14,52,32,13,67,51,32,80,34,23,78,24,15,58,43,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,27,85,68,45,87,47,22,78,27,18,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,19,70,59,33,74,30,15,70,19,7,67,70,37,83,80,57,87,47,20,80,20,13,73,82,36,91,91,45,100,64,36,82,55,55,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,17,87,57,33,87,47,23,77,33,23,73,37,4,70,48,22,74,22,7,63,7,4,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,27,84,66,50,86,43,18,80,20,11,68,"WOLFE CITY ISD",57,29,90,71,50,90,40,19,79,26,21,74,61,22,72,61,33,78,61,28,78,28,11,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,10,71,43,19,76,19,5,62,19,10,57,.,.,.,.,.,.,.,.,.,.,.,.,38,13,69,38,19,75,25,6,56,19,13,50,14,14,71,43,29,71,14,0,57,0,0,43,33,17,83,67,33,100,50,17,67,17,17,50,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,7,71,43,14,79,21,7,64,29,14,64,8,0,50,17,8,58,8,0,33,0,0,25,17,0,17,17,0,17,17,17,17,17,17,17,36,7,64,29,14,64,7,0,57,21,7,57,"CAMPBELL ISD",42,8,75,50,17,75,17,8,67,33,17,67,22,11,67,33,22,78,22,0,56,0,0,44,.,.,.,.,.,.,.,.,.,.,.,.
"'116915",71,24,82,47,29,76,29,0,53,0,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,40,87,58,36,87,42,17,74,8,2,47,.,.,.,.,.,.,.,.,.,.,.,.,64,32,76,48,28,76,36,8,68,4,0,48,59,41,79,62,34,86,34,21,62,7,3,38,78,33,89,56,33,85,41,11,67,0,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,9,73,36,18,64,18,0,27,0,0,18,88,38,96,54,38,88,50,13,88,8,0,58,48,8,72,40,16,72,28,4,48,4,0,28,29,14,57,14,0,29,29,0,29,29,0,29,64,44,84,60,36,88,40,20,80,16,4,48,"BLAND ISD",73,49,86,65,38,89,49,22,78,5,0,54,69,19,88,44,31,81,25,6,63,13,6,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'116916",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,2,74,53,36,83,49,17,85,11,2,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,0,72,56,44,85,41,22,85,15,0,44,41,5,77,64,41,86,45,9,91,5,0,36,27,0,64,50,42,75,33,8,67,8,0,50,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,71,44,32,80,52,24,80,16,4,60,7,0,36,21,14,50,7,0,57,0,0,21,0,0,29,14,0,14,14,0,29,0,0,14,41,3,76,56,35,85,56,21,91,12,3,50,"BOLES ISD",39,4,79,66,45,79,62,24,86,17,3,52,33,0,67,33,22,89,28,6,83,0,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'117901",36,18,91,41,18,76,35,18,47,6,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,21,91,57,38,87,62,39,81,22,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,18,85,47,25,80,47,25,71,16,4,43,65,27,92,64,42,90,63,38,79,19,8,58,55,15,91,54,32,83,56,28,73,17,7,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,90,36,21,71,29,7,43,7,0,21,55,14,89,51,34,85,62,40,83,25,12,61,52,13,90,30,12,76,30,12,63,4,0,37,48,11,78,21,14,55,31,17,45,21,10,41,65,28,91,58,45,91,70,50,88,26,11,70,"BORGER ISD",62,14,91,58,38,88,64,41,82,24,10,62,57,37,90,54,38,85,56,33,79,16,8,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'117903",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,20,65,44,28,74,24,10,61,33,18,61,.,.,.,.,.,.,.,.,.,.,.,.,20,5,35,30,10,50,16,5,47,11,0,37,30,10,60,52,29,76,10,0,57,24,10,62,25,0,50,38,13,63,0,0,25,13,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,55,28,69,38,28,72,36,18,64,39,25,61,25,0,47,19,9,59,3,0,39,10,0,42,20,10,30,10,0,50,20,0,30,20,0,20,51,26,72,46,31,79,29,13,71,37,21,66,"SANFORD-FRITCH ISD",48,23,65,45,32,81,26,10,61,32,23,65,39,17,67,42,21,63,22,11,61,33,11,56,.,.,.,.,.,.,.,.,.,.,.,.
"'117904",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,13,81,54,39,83,46,25,86,25,15,56,.,.,.,.,.,.,.,.,.,.,.,.,20,10,70,38,24,67,33,10,71,24,5,52,39,17,89,61,52,87,48,26,96,22,9,52,15,8,69,38,31,85,8,8,77,8,0,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,20,10,77,50,31,81,44,25,81,28,19,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,44,0,0,56,0,0,56,11,0,22,34,16,88,63,44,88,60,33,93,33,21,70,"PLEMONS-STINNETT-PHILLIPS CISD",30,15,82,56,44,84,49,30,86,28,19,63,20,7,80,50,25,81,38,13,88,19,6,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'117907",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,100,83,50,100,33,0,83,67,33,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SPRING CREEK ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'118902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,27,81,58,38,77,23,12,62,27,19,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,82,36,27,73,9,9,55,18,9,27,54,31,92,62,46,92,15,8,69,23,8,31,43,14,86,57,43,86,14,0,71,14,14,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,25,67,50,33,58,33,17,50,33,33,50,9,0,64,18,18,55,0,0,36,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,35,76,53,41,71,29,18,53,29,24,35,"IRION COUNTY ISD",56,39,89,67,50,89,33,17,72,28,22,44,13,0,63,38,13,50,0,0,38,25,13,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'119901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,31,100,69,54,100,62,15,100,15,0,69,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,38,100,100,88,100,75,25,100,25,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,20,100,20,0,100,40,0,100,0,0,20,100,0,100,40,0,100,20,0,100,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.,92,33,100,67,50,100,58,17,100,8,0,67,"BRYSON ISD",100,50,100,63,50,100,50,25,100,13,0,63,80,0,100,80,60,100,80,0,100,20,0,80,.,.,.,.,.,.,.,.,.,.,.,.
"'119902",23,8,77,50,14,79,36,21,71,21,14,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,48,8,88,64,36,86,47,23,86,40,28,78,.,.,.,.,.,.,.,.,.,.,.,.,45,8,88,61,34,84,48,23,84,34,20,75,50,10,87,65,38,88,40,13,85,35,20,75,38,4,88,59,22,88,41,25,81,28,22,78,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,8,75,42,0,75,25,17,67,8,8,58,47,6,88,63,35,84,53,33,86,44,35,81,22,3,78,37,16,68,18,11,68,16,11,55,0,0,50,10,10,50,0,0,40,0,0,30,54,11,86,65,42,83,48,21,88,44,27,77,"JACKSBORO ISD",47,10,90,66,38,88,47,27,88,38,25,81,54,0,77,58,32,79,47,11,79,47,37,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'119903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,10,81,61,29,90,19,10,68,52,26,81,.,.,.,.,.,.,.,.,.,.,.,.,19,13,81,56,31,88,19,13,63,50,19,75,20,7,87,67,40,87,20,7,60,40,13,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,13,75,56,19,94,19,13,75,63,38,81,5,5,68,42,5,84,5,5,58,37,16,68,.,.,.,.,.,.,.,.,.,.,.,.,15,4,81,56,26,89,15,4,67,48,19,78,"PERRIN-WHITT CISD",20,12,76,52,24,88,20,12,64,52,28,76,17,0,100,100,50,100,17,0,83,50,17,100,.,.,.,.,.,.,.,.,.,.,.,.
"'120901",28,11,50,33,28,72,44,6,89,28,11,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,56,31,78,55,39,84,62,29,84,35,18,66,45,30,70,35,25,75,40,15,65,25,10,45,48,25,66,44,30,76,49,21,76,25,14,58,64,39,85,59,41,85,61,25,85,27,8,61,45,16,64,43,34,73,48,16,80,30,13,61,.,.,.,.,.,.,.,.,.,.,.,.,14,0,36,14,14,64,36,0,86,21,0,43,49,25,72,51,38,83,62,32,84,42,26,70,.,.,.,.,.,.,.,.,.,.,.,.,0,0,13,0,0,31,13,0,38,0,0,13,71,44,98,73,44,98,84,47,98,42,22,78,"EDNA ISD",56,32,77,53,39,84,60,28,85,35,19,66,58,26,84,63,37,79,74,37,79,37,11,63,80,60,100,80,60,100,80,40,80,40,0,80
"'120902",20,0,20,20,0,60,0,0,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0,52,48,33,90,21,8,69,2,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,52,40,20,87,17,3,60,0,0,20,20,0,60,58,50,100,25,8,75,0,0,21,17,0,61,48,35,90,19,6,74,0,0,23,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,44,38,17,79,17,8,63,4,0,21,4,0,40,29,11,82,7,0,46,0,0,0,0,0,11,11,0,56,0,0,22,0,0,0,0,0,43,57,36,93,29,14,71,7,0,21,"GANADO ISD",10,0,50,48,31,88,19,5,67,0,0,19,-1,-1,-1,50,50,100,33,33,83,17,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'120905",83,17,83,67,50,100,83,50,100,50,33,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,26,94,73,62,97,84,61,99,62,41,90,.,.,.,.,.,.,.,.,.,.,.,.,85,26,96,64,54,96,75,46,100,54,36,89,85,27,91,74,63,98,85,61,98,54,26,87,81,22,91,59,56,91,72,41,97,44,31,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,26,97,73,62,96,83,62,100,69,54,92,57,13,87,43,30,96,57,35,96,35,13,83,38,13,88,13,0,75,38,13,100,25,13,75,78,30,98,80,65,100,89,71,100,71,45,97,"INDUSTRIAL ISD",78,27,95,72,62,96,85,63,99,63,41,90,82,24,94,80,65,100,80,55,100,60,40,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'121902",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,42,68,50,86,55,14,73,45,27,73,.,.,.,.,.,.,.,.,.,.,.,.,0,0,40,54,38,77,38,8,54,31,15,54,0,0,33,82,64,100,64,0,64,36,9,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,55,36,73,45,27,82,55,45,82,0,0,22,22,11,67,0,0,33,0,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,45,71,52,90,57,14,71,48,29,76,"BROOKELAND ISD",0,0,44,72,56,89,61,17,78,50,28,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'121903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,3,68,50,31,80,36,7,71,34,13,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,2,53,35,28,63,18,2,62,16,5,64,37,2,70,54,40,86,33,5,69,25,9,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,3,64,40,20,70,39,12,73,45,20,78,33,2,65,43,26,76,28,6,66,27,11,67,26,5,32,21,0,32,21,0,26,21,0,32,33,3,66,48,29,79,37,9,69,34,14,68,"BUNA ISD",37,2,71,53,29,84,42,9,72,37,13,75,33,7,63,40,37,70,23,3,68,26,13,65,.,.,.,.,.,.,.,.,.,.,.,.
"'121904",31,13,75,41,0,82,24,6,47,24,6,41,20,10,50,36,18,73,27,0,64,18,9,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,61,41,18,76,27,12,56,19,9,48,26,6,60,24,12,65,10,8,33,10,4,24,24,7,62,37,14,73,19,6,52,15,6,39,32,8,67,49,20,81,22,9,56,15,5,43,33,11,74,50,12,85,32,12,65,26,12,53,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,71,43,0,79,14,0,43,21,0,36,29,13,57,33,15,72,32,15,57,22,12,52,23,5,56,27,9,70,15,3,44,12,5,38,17,9,26,22,9,39,17,9,35,22,4,35,35,14,59,49,25,80,35,15,68,22,11,60,"JASPER ISD",31,12,61,41,18,75,26,13,55,18,9,43,30,4,63,42,16,81,29,6,61,23,10,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'121905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,40,80,60,40,100,0,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,4,76,52,33,79,31,12,70,9,3,45,19,0,69,53,37,63,32,11,63,5,0,42,34,4,72,48,32,75,29,10,63,7,2,40,45,10,79,65,39,90,37,16,75,8,4,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,0,75,42,28,70,27,10,66,10,3,45,21,0,63,25,12,62,11,3,49,5,0,23,14,0,33,14,0,38,0,0,24,0,0,14,39,5,75,51,33,83,31,12,71,11,4,46,"KIRBYVILLE CISD",35,5,79,53,34,79,35,14,71,10,4,47,50,0,63,44,28,78,11,0,61,6,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'121906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,20,83,62,41,86,69,14,83,41,24,69,.,.,.,.,.,.,.,.,.,.,.,.,50,6,69,38,19,75,50,0,69,19,6,50,75,25,92,75,58,83,67,17,92,33,17,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,17,78,53,29,88,71,12,76,47,29,76,35,0,71,53,29,82,53,0,71,29,18,53,0,0,0,0,0,40,0,0,0,0,0,0,64,21,82,59,41,85,67,11,81,37,22,67,"EVADALE ISD",50,6,81,69,38,88,63,6,81,44,25,63,79,36,86,54,46,85,77,23,85,38,23,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
