,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),
Other Exclusions Not Tested Absent Other,SDAYXA00T021R SDANTA00T021R SDANAA00T021R SDANOA00T021R,RDAYXA00T021R RDANTA00T021R RDANAA00T021R RDANOA00T021R,DDAYXA00T021R DDANTA00T021R DDANAA00T021R DDANOA00T021R,"DDBYXA00T021R DDBNTA00T021R DDBNAA00T021R DDBNOA00T021R
:unselected:
:unselected:","DDHYXA00T021R DDHNTA00T021R DDHNAA00T021R DDHNOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DDWYXA00T021R DDWNTA00T021R DDWNAA00T021R DDWNOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DDIYXA00T021R DDINTA00T021R DDINAA00T021R DDINOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DD3YXA00T021R DD3NTA00T021R DD3NAA00T021R DD3NOA00T021R
:unselected:
:unselected:
:unselected:","DD4YXA00T021R DD4NTA00T021R DD4NAA00T021R DD4NOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DD2YXA00T021R DD2NTA00T021R DD2NAA00T021R DD2NOA00T021R
:unselected:
:unselected:
:unselected:","DDSYXA00T021R DDSNTA00T021R DDSNAA00T021R DDSNOA00T021R
:unselected:
:unselected:
:unselected:","DNSYXA00T021R DNSNTA00T021R DNSNAA00T021R DNSNOA00T021R
:unselected:
:unselected:
:unselected:","DNCYXA00T021R DNCNTA00T021R DNCNAA00T021R DNCNOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DNMYXA00T021R DNMNTA00T021R DNMNAA00T021R DNMNOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DDEYXA00T021R DDENTA00T021R DDENAA00T021R DDENOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:","DD0YXA00T021R DD0NTA00T021R DD0NAA00T021R DD0NOA00T021R
:unselected:
:unselected:
:unselected:
:unselected:",,
2019 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,,,,
Assessment Participant,SDA00A00T019R,RDA00A00T019R,DDA00A00T019R,"DDB00A00T019R
:unselected:","DDH00A00T019R
:unselected:","DDW00A00T019R
:unselected:","DDI00A00T019R
:unselected:","DD300A00T019R
:unselected:","DD400A00T019R
:unselected:","DD200A00T019R
:unselected:","DDS00A00T019R
:unselected:","DNS00A00T019R
:unselected:","DNC00A00T019R
:unselected:","DNM00A00T019R
:unselected:","DDE00A00T019R
:unselected:","DD000A00T019R
:unselected:",,
Included in Accountability,SDAYAA00T019R,RDAYAA00T019R,DDAYAA00T019R,"DDBYAA00T019R
:unselected:","DDHYAA00T019R
:unselected:","DDWYAA00T019R
:unselected:",DDIYAA00T019R,"DD3YAA00T019R
:unselected:","DD4YAA00T019R
:unselected:","DD2YAA00T019R
:unselected:","DDSYAA00T019R
:unselected:","DNSYAA00T019R
:unselected:","DNCYAA00T019R
:unselected:","DNMYAA00T019R
:unselected:","DDEYAA00T019R
:unselected:","DD0YAA00T019R
:unselected:",,
Not Included in Accountability,,,,,,,,,,,,,,,,,,
Mobile,SDAYMA00T019R,RDAYMA00T019R,DDAYMA00T019R,"DDBYMA00T019R
:unselected:","DDHYMA00T019R
:unselected:","DDWYMA00T019R
:unselected:","DDIYMA00T019R
:unselected:","DD3YMA00T019R
:unselected:","DD4YMA00T019R
:unselected:","DD2YMA00T019R
:unselected:","DDSYMA00T019R
:unselected:","DNSYMA00T019R
:unselected:","DNCYMA00T019R
:unselected:","DNMYMA00T019R
:unselected:","DDEYMA00T019R
:unselected:","DD0YMA00T019R
:unselected:",,
Other Exclusions,SDAYXA00T019R,RDAYXA00T019R,DDAYXA00T019R,DDBYXA00T019R,"DDHYXA00T019R
:unselected:","DDWYXA00T019R
:unselected:",DDIYXA00T019R,DD3YXA00T019R,"DD4YXA00T019R
:unselected:","DD2YXA00T019R
:unselected:",DDSYXA00T019R,"DNSYXA00T019R
:unselected:","DNCYXA00T019R
:unselected:","DNMYXA00T019R
:unselected:","DDEYXA00T019R
:unselected:","DD0YXA00T019R
:unselected:",,
Not Tested,SDANTA00T019R,RDANTA00T019R,DDANTA00T019R,DDBNTA00T019R,"DDHNTA00T019R
:unselected:","DDWNTA00T019R
:unselected:",DDINTA00T019R,DD3NTA00T019R,"DD4NTA00T019R
:unselected:","DD2NTA00T019R
:unselected:",DDSNTA00T019R,"DNSNTA00T019R
:unselected:","DNCNTA00T019R
:unselected:","DNMNTA00T019R
:unselected:","DDENTA00T019R
:unselected:","DD0NTA00T019R
:unselected:",,
Absent,SDANAA00T019R,RDANAA00T019R,DDANAA00T019R,DDBNAA00T019R,DDHNAA00T019R,DDWNAA00T019R,"DDINAA00T019R
:unselected:",DD3NAA00T019R,"DD4NAA00T019R
:unselected:",DD2NAA00T019R,"DDSNAA00T019R
:unselected:","DNSNAA00T019R
:unselected:","DNCNAA00T019R
:unselected:","DNMNAA00T019R
:unselected:","DDENAA00T019R
:unselected:","DD0NAA00T019R
:unselected:",,
Other,SDANOA00T019R,RDANOA00T019R,DDANOA00T019R,DDBNOA00T019R,DDHNOA00T019R,DDWNOA00T019R,DDINOA00T019R,DD3NOA00T019R,"DD4NOA00T019R
:unselected:","DD2NOA00T019R
:unselected:",DDSNOA00T019R,"DNSNOA00T019R
:unselected:","DNCNOA00T019R
:unselected:","DNMNOA00T019R
:unselected:","DDENOA00T019R
:unselected:","DD0NOA00T019R
:unselected:",,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
Attendance Rate 2019-20,SA0AT20R,RA0AT20R,DA0AT20R,DB0AT20R,DH0AT20R,DW0AT20R,DI0AT20R,D30AT20R,D40AT20R,D20AT20R,DS0AT20R,DE0AT20R,DL0AT20R,,,,,
2018-19,SA0AT19R,RA0AT19R,DA0AT19R,DB0AT19R,DH0AT19R,DW0AT19R,DI0AT19R,D30AT19R,D40AT19R,D20AT19R,DS0AT19R,DE0AT19R,DL0AT19R,,,,,
Chronic Absenteeism,,,,,,,,,,,,,,,,,,
2019-20,SA0CA20R,RA0CA20R,DA0CA20R,DB0CA20R,DH0CA20R,DW0CA20R,DI0CA20R,D30CA20R,D40CA20R,D20CA20R,DS0CA20R,DE0CA20R,DL0CA20R,,,,,
2018-19,SA0CA19R,RA0CA19R,DA0CA19R,DB0CA19R,DH0CA19R,DW0CA19R,DI0CA19R,D30CA19R,D40CA19R,D20CA19R,DS0CA19R,DE0CA19R,DL0CA19R,,,,,
Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,,,,
2019-20,SA0708DR20R,RA0708DR20R,DA0708DR20R,DB0708DR20R,DH0708DR20R,DW0708DR20R,DI0708DR20R,D30708DR20R,D40708DR20R,D20708DR20R,DS0708DR20R,DE0708DR20R,DL0708DR20R,,,,,
2018-19,SA0708DR19R,RA0708DR19R,DA0708DR19R,DB0708DR19R,DH0708DR19R,DW0708DR19R,DI0708DR19R,D30708DR19R,D40708DR19R,D20708DR19R,DS0708DR19R,DE0708DR19R,DL0708DR19R,,,,,
Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
2019-20 2018-19,"SA0912DR20R
SA0912DR19R","RA0912DR20R
RA0912DR19R","DA0912DR20R
DA0912DR19R","DB0912DR20R
DB0912DR19R","DH0912DR20R
DH0912DR19R","DW0912DR20R
DW0912DR19R",DI0912DR20R DI0912DR19R,D30912DR20R D30912DR19R,D40912DR20R D40912DR19R,D20912DR20R D20912DR19R,DS0912DR20R DS0912DR19R,DE0912DR20R DE0912DR19R,DL0912DR20R DL0912DR19R,,,,,
4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,,,,,,,,,,,,,,,,,,
Graduated,SAGC420R,RAGC420R,DAGC4X20R,DBGC4X20R,DHGC4X20R,DWGC4X20R,DIGC4X20R,D3GC4X20R,D4GC4X20R,D2GC4X20R,DSGC4X20R,DEGC4X20R,DLGC4X20R,,,,,
Received TxCHSE,SAEC420R,RAEC420R,DAEC4X20R,DBEC4X20R,DHEC4X20R,DWEC4X20R,DIEC4X20R,D3EC4X20R,D4EC4X20R,D2EC4X20R,DSEC4X20R,DEEC4X20R,DLEC4X20R,,,,,
Continued HS,SANC420R,RANC420R,DANC4X20R,DBNC4X20R,DHNC4X20R,DWNC4X20R,DINC4X20R,D3NC4X20R,D4NC4X20R,D2NC4X20R,DSNC4X20R,DENC4X20R,DLNC4X20R,,,,,
Dropped Out,SADC420R,RADC420R,DADC4X20R,DBDC4X20R,DHDC4X20R,DWDC4X20R,DIDC4X20R,D3DC4X20R,D4DC4X20R,D2DC4X20R,DSDC4X20R,DEDC4X20R,DLDC4X20R,,,,,
Graduates and TxCHSE,SA3C420R,RA3C420R,DA3C4X20R,DB3C4X20R,DH3C4X20R,DW3C4X20R,DI3C4X20R,D33C4X20R,D43C4X20R,D23C4X20R,DS3C4X20R,DE3C4X20R,DL3C4X20R,,,,,
"Grads, TxCHSE, & Cont",SA2C420R,RA2C420R,DA2C4X20R,DB2C4X20R,DH2C4X20R,DW2C4X20R,DI2C4X20R,D32C4X20R,D42C4X20R,D22C4X20R,DS2C4X20R,DE2C4X20R,DL2C4X20R,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC419R,RAGC419R,DAGC4X19R,DBGC4X19R,DHGC4X19R,DWGC4X19R,DIGC4X19R,D3GC4X19R,D4GC4X19R,D2GC4X19R,DSGC4X19R,DEGC4X19R,DLGC4X19R,,,,,
Received TxCHSE,SAEC419R,RAEC419R,DAEC4X19R,DBEC4X19R,DHEC4X19R,DWEC4X19R,DIEC4X19R,D3EC4X19R,D4EC4X19R,D2EC4X19R,DSEC4X19R,DEEC4X19R,DLEC4X19R,,,,,
Continued HS,SANC419R,RANC419R,DANC4X19R,DBNC4X19R,DHNC4X19R,DWNC4X19R,DINC4X19R,D3NC4X19R,D4NC4X19R,D2NC4X19R,DSNC4X19R,DENC4X19R,DLNC4X19R,,,,,
Dropped Out,SADC419R,RADC419R,DADC4X19R,DBDC4X19R,DHDC4X19R,DWDC4X19R,DIDC4X19R,D3DC4X19R,D4DC4X19R,D2DC4X19R,DSDC4X19R,DEDC4X19R,DLDC4X19R,,,,,
Graduates and TxCHSE,SA3C419R,RA3C419R,DA3C4X19R,DB3C4X19R,DH3C4X19R,DW3C4X19R,DI3C4X19R,D33C4X19R,D43C4X19R,D23C4X19R,DS3C4X19R,DE3C4X19R,DL3C4X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C419R,RA2C419R,DA2C4X19R,DB2C4X19R,DH2C4X19R,DW2C4X19R,DI2C4X19R,D32C4X19R,D42C4X19R,D22C4X19R,DS2C4X19R,DE2C4X19R,DL2C4X19R,,,,,
5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2019,,,,,,,,,,,,,,,,,,
Graduated,SAGC519R,RAGC519R,DAGC5X19R,DBGC5X19R,DHGC5X19R,DWGC5X19R,DIGC5X19R,D3GC5X19R,D4GC5X19R,D2GC5X19R,DSGC5X19R,DEGC5X19R,DLGC5X19R,,,,,
Received TxCHSE,SAEC519R,RAEC519R,DAEC5X19R,DBEC5X19R,DHEC5X19R,DWEC5X19R,DIEC5X19R,D3EC5X19R,D4EC5X19R,D2EC5X19R,DSEC5X19R,DEEC5X19R,DLEC5X19R,,,,,
Continued HS,SANC519R,RANC519R,DANC5X19R,DBNC5X19R,DHNC5X19R,DWNC5X19R,DINC5X19R,D3NC5X19R,D4NC5X19R,D2NC5X19R,DSNC5X19R,DENC5X19R,DLNC5X19R,,,,,
Dropped Out,SADC519R,RADC519R,DADC5X19R,DBDC5X19R,DHDC5X19R,DWDC5X19R,DIDC5X19R,D3DC5X19R,D4DC5X19R,D2DC5X19R,DSDC5X19R,DEDC5X19R,DLDC5X19R,,,,,
Graduates and TxCHSE,SA3C519R,RA3C519R,DA3C5X19R,DB3C5X19R,DH3C5X19R,DW3C5X19R,DI3C5X19R,D33C5X19R,D43C5X19R,D23C5X19R,DS3C5X19R,DE3C5X19R,DL3C5X19R,,,,,
"Grads, TxCHSE, & Cont",SA2C519R,RA2C519R,DA2C5X19R,DB2C5X19R,DH2C5X19R,DW2C5X19R,DI2C5X19R,D32C5X19R,D42C5X19R,D22C5X19R,DS2C5X19R,DE2C5X19R,DL2C5X19R,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC518R,RAGC518R,DAGC5X18R,DBGC5X18R,DHGC5X18R,DWGC5X18R,DIGC5X18R,D3GC5X18R,D4GC5X18R,D2GC5X18R,DSGC5X18R,DEGC5X18R,DLGC5X18R,,,,,
Received TxCHSE,SAEC518R,RAEC518R,DAEC5X18R,DBEC5X18R,DHEC5X18R,DWEC5X18R,DIEC5X18R,D3EC5X18R,D4EC5X18R,D2EC5X18R,DSEC5X18R,DEEC5X18R,DLEC5X18R,,,,,
Continued HS,SANC518R,RANC518R,DANC5X18R,DBNC5X18R,DHNC5X18R,DWNC5X18R,DINC5X18R,D3NC5X18R,D4NC5X18R,D2NC5X18R,DSNC5X18R,DENC5X18R,DLNC5X18R,,,,,
Dropped Out,SADC518R,RADC518R,DADC5X18R,DBDC5X18R,DHDC5X18R,DWDC5X18R,DIDC5X18R,D3DC5X18R,D4DC5X18R,D2DC5X18R,DSDC5X18R,DEDC5X18R,DLDC5X18R,,,,,
Graduates and TxCHSE,SA3C518R,RA3C518R,DA3C5X18R,DB3C5X18R,DH3C5X18R,DW3C5X18R,DI3C5X18R,D33C5X18R,D43C5X18R,D23C5X18R,DS3C5X18R,DE3C5X18R,DL3C5X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C518R,RA2C518R,DA2C5X18R,DB2C5X18R,DH2C5X18R,DW2C5X18R,DI2C5X18R,D32C5X18R,D42C5X18R,D22C5X18R,DS2C5X18R,DE2C5X18R,DL2C5X18R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2018,,,,,,,,,,,,,,,,,,
Graduated,SAGC618R,RAGC618R,DAGC6X18R,DBGC6X18R,DHGC6X18R,DWGC6X18R,DIGC6X18R,D3GC6X18R,D4GC6X18R,D2GC6X18R,DSGC6X18R,DEGC6X18R,DLGC6X18R,,,,,
Received TxCHSE,SAEC618R,RAEC618R,DAEC6X18R,DBEC6X18R,DHEC6X18R,DWEC6X18R,DIEC6X18R,D3EC6X18R,D4EC6X18R,D2EC6X18R,DSEC6X18R,DEEC6X18R,DLEC6X18R,,,,,
Continued HS,SANC618R,RANC618R,DANC6X18R,DBNC6X18R,DHNC6X18R,DWNC6X18R,DINC6X18R,D3NC6X18R,D4NC6X18R,D2NC6X18R,DSNC6X18R,DENC6X18R,DLNC6X18R,,,,,
Dropped Out,SADC618R,RADC618R,DADC6X18R,DBDC6X18R,DHDC6X18R,DWDC6X18R,DIDC6X18R,D3DC6X18R,D4DC6X18R,D2DC6X18R,DSDC6X18R,DEDC6X18R,DLDC6X18R,,,,,
Graduates and TxCHSE,SA3C618R,RA3C618R,DA3C6X18R,DB3C6X18R,DH3C6X18R,DW3C6X18R,DI3C6X18R,D33C6X18R,D43C6X18R,D23C6X18R,DS3C6X18R,DE3C6X18R,DL3C6X18R,,,,,
"Grads, TxCHSE, & Cont",SA2C618R,RA2C618R,DA2C6X18R,DB2C6X18R,DH2C6X18R,DW2C6X18R,DI2C6X18R,D32C6X18R,D42C6X18R,D22C6X18R,DS2C6X18R,DE2C6X18R,DL2C6X18R,,,,,
Class of 2017,,,,,,,,,,,,,,,,,,
Graduated,SAGC617R,RAGC617R,DAGC6X17R,DBGC6X17R,DHGC6X17R,DWGC6X17R,DIGC6X17R,D3GC6X17R,D4GC6X17R,D2GC6X17R,DSGC6X17R,DEGC6X17R,DLGC6X17R,,,,,
Received TxCHSE,SAEC617R,RAEC617R,DAEC6X17R,DBEC6X17R,DHEC6X17R,DWEC6X17R,DIEC6X17R,D3EC6X17R,D4EC6X17R,D2EC6X17R,DSEC6X17R,DEEC6X17R,DLEC6X17R,,,,,
Continued HS,SANC617R,RANC617R,DANC6X17R,DBNC6X17R,DHNC6X17R,DWNC6X17R,DINC6X17R,D3NC6X17R,D4NC6X17R,D2NC6X17R,DSNC6X17R,DENC6X17R,DLNC6X17R,,,,,
Dropped Out,SADC617R,RADC617R,DADC6X17R,DBDC6X17R,DHDC6X17R,DWDC6X17R,DIDC6X17R,D3DC6X17R,D4DC6X17R,D2DC6X17R,DSDC6X17R,DEDC6X17R,DLDC6X17R,,,,,
Graduates and TxCHSE,SA3C617R,RA3C617R,DA3C6X17R,DB3C6X17R,DH3C6X17R,DW3C6X17R,DI3C6X17R,D33C6X17R,D43C6X17R,D23C6X17R,DS3C6X17R,DE3C6X17R,DL3C6X17R,,,,,
"Grads, TxCHSE, & Cont",SA2C617R,RA2C617R,DA2C6X17R,DB2C6X17R,DH2C6X17R,DW2C6X17R,DI2C6X17R,D32C6X17R,D42C6X17R,D22C6X17R,DS2C6X17R,DE2C6X17R,DL2C6X17R,,,,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,SAGC420R,RAGC420R,DAGC420R,DBGC420R,DHGC420R,DWGC420R,DIGC420R,D3GC420R,D4GC420R,D2GC420R,DSGC420R,DEGC420R,DLGC420R,,,,,
Class of 2019,SAGC419R,RAGC419R,DAGC419R,DBGC419R,DHGC419R,DWGC419R,DIGC419R,D3GC419R,D4GC419R,D2GC419R,DSGC419R,DEGC419R,DLGC419R,,,,,
RHSP/DAP Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SARC420R,RARC420R,DARC4X20R,DBRC4X20R,DHRC4X20R,DWRC4X20R,DIRC4X20R,D3RC4X20R,D4RC4X20R,D2RC4X20R,DSRC4X20R,DERC4X20R,DLRC4X20R,,,,,
Class of 2019,SARC419R,RARC419R,DARC4X19R,DBRC4X19R,DHRC4X19R,DWRC4X19R,DIRC4X19R,D3RC4X19R,D4RC4X19R,D2RC4X19R,DSRC4X19R,DERC4X19R,DLRC4X19R,,,,,
FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SAPC420R,RAPC420R,DAPC4X20R,DBPC4X20R,DHPC4X20R,DWPC4X20R,DIPC4X20R,D3PC4X20R,D4PC4X20R,D2PC4X20R,DSPC4X20R,DEPC4X20R,DLPC4X20R,,,,,
Class of 2019,SAPC419R,RAPC419R,DAPC4X19R,DBPC4X19R,DHPC4X19R,DWPC4X19R,DIPC4X19R,D3PC4X19R,D4PC4X19R,D2PC4X19R,DSPC4X19R,DEPC4X19R,DLPC4X19R,,,,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SAAC420R,RAAC420R,DAAC4X20R,DBAC4X20R,DHAC4X20R,DWAC4X20R,DIAC4X20R,D3AC4X20R,D4AC4X20R,D2AC4X20R,DSAC4X20R,DEAC4X20R,DLAC4X20R,,,,,
Class of 2019,SAAC419R,RAAC419R,DAAC4X19R,DBAC4X19R,DHAC4X19R,DWAC4X19R,DIAC4X19R,D3AC4X19R,D4AC4X19R,D2AC4X19R,DSAC4X19R,DEAC4X19R,DLAC4X19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,,,,
Class of 2020,SASC420R,RASC420R,DASC4X20R,DBSC4X20R,DHSC4X20R,DWSC4X20R,DISC4X20R,D3SC4X20R,D4SC4X20R,D2SC4X20R,DSSC4X20R,DESC4X20R,DLSC4X20R,,,,,
Class of 2019,SASC419R,RASC419R,DASC4X19R,DBSC4X19R,DHSC4X19R,DWSC4X19R,DISC4X19R,D3SC4X19R,D4SC4X19R,D2SC4X19R,DSSC4X19R,DESC4X19R,DLSC4X19R,,,,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GH20R,RA0GH20R,DA0GH20R,DB0GH20R,DH0GH20R,DW0GH20R,DI0GH20R,D30GH20R,D40GH20R,D20GH20R,DS0GH20R,DE0GH20R,DL0GH20R,,,,,
2018-19,SA0GH19R,RA0GH19R,DA0GH19R,DB0GH19R,DH0GH19R,DW0GH19R,DI0GH19R,D30GH19R,D40GH19R,D20GH19R,DS0GH19R,DE0GH19R,DL0GH19R,,,,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GE20R,RA0GE20R,DA0GE20R,DB0GE20R,DH0GE20R,DW0GE20R,DI0GE20R,D30GE20R,D40GE20R,D20GE20R,DS0GE20R,DE0GE20R,DL0GE20R,,,,,
2018-19,SA0GE19R,RA0GE19R,DA0GE19R,DB0GE19R,DH0GE19R,DW0GE19R,DI0GE19R,D30GE19R,D40GE19R,D20GE19R,DS0GE19R,DE0GE19R,DL0GE19R,,,,,
,,,,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GA20R,RA0GA20R,DA0GA20R,DB0GA20R,DH0GA20R,DW0GA20R,DI0GA20R,D30GA20R,D40GA20R,D20GA20R,DS0GA20R,DE0GA20R,DL0GA20R,,,,,
2018-19,SA0GA19R,RA0GA19R,DA0GA19R,DB0GA19R,DH0GA19R,DW0GA19R,DI0GA19R,D30GA19R,D40GA19R,D20GA19R,DS0GA19R,DE0GA19R,DL0GA19R,,,,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,,,,
2019-20,SA0GS20R,RA0GS20R,DA0GS20R,DB0GS20R,DH0GS20R,DW0GS20R,DI0GS20R,D30GS20R,D40GS20R,D20GS20R,DS0GS20R,DE0GS20R,DL0GS20R,,,,,
2018-19,SA0GS19R,RA0GS19R,DA0GS19R,DB0GS19R,DH0GS19R,DW0GS19R,DI0GS19R,D30GS19R,D40GS19R,D20GS19R,DS0GS19R,DE0GS19R,DL0GS19R,,,,,
,,,,,,,,,,,,,,,,,,
Student Information,District Count,District Percent,State Count,State Percent,,,,,,,,,,,,,,
Graduates (2019-20 Annual Graduates),,,,,,,,,,,,,,,,,,
Total Graduates,DA0GR20N,100.0%,SA0GR20N,100.0%,,,,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,,,,
African American,DB0GR20N,DB0GR20R,SB0GR20N,SB0GR20R,,,,,,,,,,,,,,
Hispanic,DH0GR20N,DH0GR20R,SH0GR20N,SH0GR20R,,,,,,,,,,,,,,
White,DW0GR20N,DW0GR20R,SW0GR20N,SW0GR20R,,,,,,,,,,,,,,
American Indian,DI0GR20N,DI0GR20R,SI0GR20N,SI0GR20R,,,,,,,,,,,,,,
Asian,D30GR20N,D30GR20R,S30GR20N,S30GR20R,,,,,,,,,,,,,,
Pacific Islander,D40GR20N,D40GR20R,S40GR20N,S40GR20R,,,,,,,,,,,,,,
Two or More Races,D20GR20N,D20GR20R,S20GR20N,S20GR20R,,,,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,,,,
Minimum H.S. Program,DA0GM20N,DA0GM20P,SA0GM20N,SA0GM20P,,,,,,,,,,,,,,
Recommended H.S. Program/DAP,DA0GH20N,DA0GH20P,SA0GH20N,SA0GH20P,,,,,,,,,,,,,,
Foundation H.S. Program (No Endorsement),DA0GN20N,DA0GN20P,SA0GN20N,SA0GN20P,,,,,,,,,,,,,,
Foundation H.S. Program (Endorsement),DA0GE20N,DA0GE20P,SA0GE20N,SA0GE20P,,,,,,,,,,,,,,
Foundation H.S. Program (DLA),DA0GA20N,DA0GA20P,SA0GA20N,SA0GA20P,,,,,,,,,,,,,,
Special Education Graduates,DS0GR20N,DS0GR20R,SS0GR20N,SS0GR20R,,,,,,,,,,,,,,
Economically Disadvantaged Graduates,DE0GR20N,DE0GR20R,SE0GR20N,SE0GR20R,,,,,,,,,,,,,,
Emergent Bilingual (EB)/English Learner (EL) Graduates,DL0GR20N,DL0GR20R,SL0GR20N,SL0GR20R,,,,,,,,,,,,,,
At-Risk Graduates,DR0GR20N,DR0GR20R,SR0GR20N,SR0GR20R,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,
"College, Career, and Military Ready Graduates (Student Achievement)",,,,,,,,,,,,,,,,,,
"College, Career, and Military Ready (Annual Graduates)",,,,,,,,,,,,,,,,,,
2019-20,,SA0GP20R,RA0GP20R,DA0GP20R,DB0GP20R,DH0GP20R,DW0GP20R,DI0GP20R,D30GP20R,D40GP20R,D20GP20R,DS0GP20R,DE0GP20R,DL0GP20R,,,,
2018-19,,SA0GP19R,RA0GP19R,DA0GP19R,DB0GP19R,DH0GP19R,DW0GP19R,DI0GP19R,D30GP19R,D40GP19R,D20GP19R,DS0GP19R,DE0GP19R,DL0GP19R,,,,
College Ready Graduates,,,,,,,,,,,,,,,,,,
College Ready (Annual Graduates),,,,,,,,,,,,,,,,,,
2019-20,,SA1GG20R,RA1GG20R,DA1GG20R,DB1GG20R,DH1GG20R,DW1GG20R,DI1GG20R,D31GG20R,D41GG20R,D21GG20R,DS1GG20R,DE1GG20R,DL1GG20R,,,,
2018-19,,SA1GG19R,RA1GG19R,DA1GG19R,DB1GG19R,DH1GG19R,DW1GG19R,DI1GG19R,D31GG19R,D41GG19R,D21GG19R,DS1GG19R,DE1GG19R,DL1GG19R,,,,
TSI Criteria Graduates (Annual Graduates),,,,,,,,,,,,,,,,,,
English Language,,Arts,,,,,,,,,,,,,,,,
2019-20,,SACRR20R,RACRR20R,DACRR20R,DBCRR20R,DHCRR20R,DWCRR20R,DICRR20R,D3CRR20R,D4CRR20R,D2CRR20R,DSCRR20R,DECRR20R,DLCRR20R,,,,
2018-19,,SACRR19R,RACRR19R,DACRR19R,DBCRR19R,DHCRR19R,DWCRR19R,DICRR19R,D3CRR19R,D4CRR19R,D2CRR19R,DSCRR19R,DECRR19R,DLCRR19R,,,,
Mathematics 2019-20,,SACRM20R,RACRM20R,DACRM20R,DBCRM20R,DHCRM20R,DWCRM20R,DICRM20R,D3CRM20R,D4CRM20R,D2CRM20R,DSCRM20R,DECRM20R,DLCRM20R,,,,
2018-19,,SACRM19R,RACRM19R,DACRM19R,DBCRM19R,DHCRM19R,DWCRM19R,DICRM19R,D3CRM19R,D4CRM19R,D2CRM19R,DSCRM19R,DECRM19R,DLCRM19R,,,,
Both Subjects 2019-20,,SACRB20R,RACRB20R,DACRB20R,DBCRB20R,DHCRB20R,DWCRB20R,DICRB20R,D3CRB20R,D4CRB20R,D2CRB20R,DSCRB20R,DECRB20R,DLCRB20R,,,,
2018-19,,SACRB19R,RACRB19R,DACRB19R,DBCRB19R,DHCRB19R,DWCRB19R,DICRB19R,D3CRB19R,D4CRB19R,D2CRB19R,DSCRB19R,DECRB19R,DLCRB19R,,,,
Either Subject (download only),,,,,,,,,,,,,,,,,,
