Data field,Subcategory,School Year,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continu- ously Enrolled,Non-Continu- ously Enrolled,Econ Disadv,EB/EL (Current & Monitored),Unnamed: 18
STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,STAAR Performance Rate by Subject and Performance Level Grade 3 Reading,,,,,,,,,,,,,,,,,,
School Progress Domain - Academic Growth Score by Grade and Subject,End of Course Algebra I,2018,SDA00AA1200018R,RDA00AA1200018R,DDA00AA1200018R,DDB00AA1200018R,DDH00AA1200018R,DDW00AA1200018R,DDI00AA1200018R,DD300AA1200018R,DD400AA1200018R,DD200AA1200018R,DDS00AA1200018R,DNS00AA1200018R,DNC00AA1200018R,DNM00AA1200018R,DDE00AA1200018R,DD000AA1200018R,
School Progress Domain - Academic Growth Score by Grade and Subject,All Grades Both Subjects,2019,SDA00A00200019R,RDA00A00200019R,DDA00A00200019R,DDB00A00200019R,DDH00A00200019R,DDW00A00200019R,DDI00A00200019R,DD300A00200019R,DD400A00200019R,DD200A00200019R,DDS00A00200019R,DNS00A00200019R,DNC00A00200019R,DNM00A00200019R,DDE00A00200019R,DD000A00200019R,
School Progress Domain - Academic Growth Score by Grade and Subject,All Grades Both Subjects,2018,SDA00A00200018R,RDA00A00200018R,DDA00A00200018R,DDB00A00200018R,DDH00A00200018R,DDW00A00200018R,DDI00A00200018R,DD300A00200018R,DD400A00200018R,DD200A00200018R,DDS00A00200018R,DNS00A00200018R,DNC00A00200018R,DNM00A00200018R,DDE00A00200018R,DD000A00200018R,
School Progress Domain - Academic Growth Score by Grade and Subject,All Grades ELA/Reading,2019,SDA00AR0200019R,RDA00AR0200019R,DDA00AR0200019R,DDB00AR0200019R,DDH00AR0200019R,DDW00AR0200019R,DDI00AR0200019R,DD300AR0200019R,DD400AR0200019R,DD200AR0200019R,DDS00AR0200019R,DNS00AR0200019R,DNC00AR0200019R,DNM00AR0200019R,DDE00AR0200019R,DD000AR0200019R,
School Progress Domain - Academic Growth Score by Grade and Subject,All Grades Mathematics,2018 2019,SDA00AR0200018R SDA00AM0200019R,RDA00AR0200018R RDA00AM0200019R,DDA00AR0200018R DDA00AM0200019R,DDB00AR0200018R DDB00AM0200019R,DDH00AR0200018R DDH00AM0200019R,DDW00AR0200018R DDW00AM0200019R,DDI00AR0200018R DDI00AM0200019R,DD300AR0200018R DD300AM0200019R,DD400AR0200018R DD400AM0200019R,DD200AR0200018R DD200AM0200019R,DDS00AR0200018R DDS00AM0200019R,DNS00AR0200018R DNS00AM0200019R,DNC00AR0200018R DNC00AM0200019R,DNM00AR0200018R DNM00AM0200019R,DDE00AR0200018R DDE00AM0200019R,DD000AR0200018R DD000AM0200019R,
School Progress Domain - Academic Growth Score by Grade and Subject,All Grades Mathematics,2018,SDA00AM0200018R,RDA00AM0200018R,DDA00AM0200018R,DDB00AM0200018R,DDH00AM0200018R,DDW00AM0200018R,DDI00AM0200018R,DD300AM0200018R,DD400AM0200018R,DD200AM0200018R,DDS00AM0200018R,DNS00AM0200018R,DNC00AM0200018R,DNM00AM0200018R,DDE00AM0200018R,DD000AM0200018R,
,All Grades Mathematics,,,,,,,,,,,,,,,,,,
,All Grades Mathematics,School Year,State,Region ##,District,Total Bilingual Education,BE-Trans Early Exit,BE-Trans Late Exit,BE-Dual Two-Way,BE-Dual One-Way ,ALP Bilingual (Exception),Total ESL,ESL Content-Based,ESL Pull-Out,ALP ESL (Waiver),EB/EL with Parental Denial,Never EB/EL,Total EB/EL (Current),Monitored & Former EB/EL
STAAR Performance Rate by Subject and Performance Level,STAAR Performance Rate by Subject and Performance Level,,,,,,,,,,,,,,,,,,
STAAR Performance Rate by Subject and Performance Level,All Grades All Subjects At Approaches Grade Level or Above,2021,SDA00A001S21R,RDA00A001S21R,DDA00A001S21R,DDU00A001S21R,DDJ00A001S21R,DDK00A001S21R,DDQ00A001S21R,DDT00A001S21R,DNB00A001S21R,DDC00A001S21R,DDX00A001S21R,DDY00A001S21R,DNE00A001S21R,DDZ00A001S21R,DNN00A001S21R,DDL00A001S21R,DNT00A001S21R
STAAR Performance Rate by Subject and Performance Level,All Grades All Subjects At Approaches Grade Level or Above,2019,SDA00A001S19R,RDA00A001S19R,DDA00A001S19R,DDU00A001S19R,DDJ00A001S19R,DDK00A001S19R,DDQ00A001S19R,DDT00A001S19R,,DDC00A001S19R,DDX00A001S19R,DDY00A001S19R,,DDZ00A001S19R,,DDL00A001S19R DDL00A001221R,
STAAR Performance Rate by Subject and Performance Level,At Meets Grade Level or Above,"2021
2019","SDA00A001221R
SDA00A001219R","RDA00A001221R
RDA00A001219R","DDA00A001221R
DDA00A001219R","DDU00A001221R
DDU00A001219R","DDJ00A001221R
DDJ00A001219R","DDK00A001221R
DDK00A001219R","DDQ00A001221R
DDQ00A001219R","DDT00A001221R
DDT00A001219R",DNB00A001221R,"DDC00A001221R
DDC00A001219R","DDX00A001221R
DDX00A001219R","DDY00A001221R
DDY00A001219R",DNE00A001221R,"DDZ00A001221R
DDZ00A001219R",DNN00A001221R,DDL00A001219R,DNT00A001221R
STAAR Performance Rate by Subject and Performance Level,At Masters Grade Level,2021,SDA00A001321R,RDA00A001321R,DDA00A001321R,DDU00A001321R,DDJ00A001321R,DDK00A001321R,DDQ00A001321R,DDT00A001321R,DNB00A001321R,DDC00A001321R,DDX00A001321R,DDY00A001321R,DNE00A001321R,DDZ00A001321R,DNN00A001321R,DDL00A001321R,DNT00A001321R
STAAR Performance Rate by Subject and Performance Level,At Masters Grade Level,2019,SDA00A001319R,RDA00A001319R,DDA00A001319R,DDU00A001319R,DDJ00A001319R,DDK00A001319R,DDQ00A001319R,DDT00A001319R,,DDC00A001319R,DDX00A001319R,DDY00A001319R,,DDZ00A001319R,,DDL00A001319R,
All Grades ELA/Reading,All Grades ELA/Reading,,,,,,,,,,,,,,,,,,
All Grades ELA/Reading,At Approaches Grade Level or Above,2021,SDA00AR01S21R,RDA00AR01S21R,DDA00AR01S21R,DDU00AR01S21R,DDJ00AR01S21R,DDK00AR01S21R,DDQ00AR01S21R,DDT00AR01S21R,DNB00AR01S21R,DDC00AR01S21R,DDX00AR01S21R,DDY00AR01S21R,DNE00AR01S21R,DDZ00AR01S21R,DNN00AR01S21R,DDL00AR01S21R,DNT00AR01S21R
All Grades ELA/Reading,At Approaches Grade Level or Above,2019,SDA00AR01S19R,RDA00AR01S19R,DDA00AR01S19R,DDU00AR01S19R,DDJ00AR01S19R,DDK00AR01S19R,DDQ00AR01S19R,DDT00AR01S19R,,DDC00AR01S19R,DDX00AR01S19R,DDY00AR01S19R,,DDZ00AR01S19R,,DDL00AR01S19R,
All Grades ELA/Reading,At Meets Grade Level or Above,"2021
2019","SDA00AR01321R
SDA00AR01319R","RDA00AR01321R
RDA00AR01319R","DDA00AR01321R
DDA00AR01319R","DDU00AR01321R
DDU00AR01319R","DDJ00AR01321R
DDJ00AR01319R","DDK00AR01321R
DDK00AR01319R","DDQ00AR01321R
DDQ00AR01319R","DDT00AR01321R
DDT00AR01319R",DNB00AR01221R,"DDC00AR01321R
DDC00AR01319R","DDX00AR01321R
DDX00AR01319R","DDY00AR01321R
DDY00AR01319R",DNE00AR01221R,"DDZ00AR01321R
DDZ00AR01319R",DNN00AR01221R,"DDL00AR01321R
DDL00AR01319R",DNT00AR01221R
All Grades ELA/Reading,At Masters Grade Level,2021,SDA00AR01221R,RDA00AR01221R,DDA00AR01221R,DDU00AR01221R,DDJ00AR01221R,DDK00AR01221R,DDQ00AR01221R,DDT00AR01221R,DNB00AR01321R,DDC00AR01221R,DDX00AR01221R,DDY00AR01221R,DNE00AR01321R,DDZ00AR01221R,DNN00AR01321R,DDL00AR01221R,DNT00AR01321R
All Grades ELA/Reading,At Masters Grade Level,2019,SDA00AR01219R,RDA00AR01219R,DDA00AR01219R,DDU00AR01219R,DDJ00AR01219R,DDK00AR01219R,DDQ00AR01219R,DDT00AR01219R,,DDC00AR01219R,DDX00AR01219R,DDY00AR01219R,,DDZ00AR01219R,,DDL00AR01219R,
All Grades Mathematics,All Grades Mathematics,,,,,,,,,,,,,,,,,,
All Grades Mathematics,At Approaches Grade Level or Above,2021,SDA00AM01S21R,RDA00AM01S21R,DDA00AM01S21R,DDU00AM01S21R,DDJ00AM01S21R,DDK00AM01S21R,DDQ00AM01S21R,DDT00AM01S21R,DNB00AM01S21R,DDC00AM01S21R,DDX00AM01S21R,DDY00AM01S21R,DNE00AM01S21R,DDZ00AM01S21R,DNN00AM01S21R,DDL00AM01S21R,DNT00AM01S21R
All Grades Mathematics,At Approaches Grade Level or Above,2019,SDA00AM01S19R,RDA00AM01S19R,DDA00AM01S19R,DDU00AM01S19R,DDJ00AM01S19R,DDK00AM01S19R,DDQ00AM01S19R,DDT00AM01S19R,,DDC00AM01S19R,DDX00AM01S19R,DDY00AM01S19R,,DDZ00AM01S19R,,DDL00AM01S19R,
All Grades Mathematics,At Meets Grade Level or Above,2021,SDA00AM01221R,RDA00AM01221R,DDA00AM01221R,DDU00AM01221R,DDJ00AM01221R,DDK00AM01221R,DDQ00AM01221R,DDT00AM01221R,DNB00AM01221R,DDC00AM01221R,DDX00AM01221R,DDY00AM01221R,DNE00AM01221R,DDZ00AM01221R,DNN00AM01221R,DDL00AM01221R,DNT00AM01221R
All Grades Mathematics,At Meets Grade Level or Above,2019,SDA00AM01219R,RDA00AM01219R,DDA00AM01219R,DDU00AM01219R,DDJ00AM01219R,DDK00AM01219R,DDQ00AM01219R,DDT00AM01219R,,DDC00AM01219R,DDX00AM01219R,DDY00AM01219R,,DDZ00AM01219R,,DDL00AM01219R,
All Grades Mathematics,At Masters Grade Level,2021,SDA00AM01321R,RDA00AM01321R,DDA00AM01321R,DDU00AM01321R,DDJ00AM01321R,DDK00AM01321R,DDQ00AM01321R,DDT00AM01321R,DNB00AM01321R,DDC00AM01321R,DDX00AM01321R,DDY00AM01321R,DNE00AM01321R,DDZ00AM01321R,DNN00AM01321R,DDL00AM01321R,DNT00AM01321R
All Grades Mathematics,At Masters Grade Level,2019,SDA00AM01319R,RDA00AM01319R,DDA00AM01319R,DDU00AM01319R,DDJ00AM01319R,DDK00AM01319R,DDQ00AM01319R,DDT00AM01319R,,DDC00AM01319R,DDX00AM01319R,DDY00AM01319R,,DDZ00AM01319R,,DDL00AM01319R,
All Grades Writing,All Grades Writing,,,,,,,,,,,,,,,,,,
All Grades Writing,At Approaches Grade Level or Above,2021,SDA00AW01S21R,RDA00AW01S21R,DDA00AW01S21R,DDU00AW01S21R,DDJ00AW01S21R,DDK00AW01S21R,DDQ00AW01S21R,DDT00AW01S21R,DNB00AW01S21R,DDC00AW01S21R,DDX00AW01S21R,DDY00AW01S21R,DNE00AW01S21R,DDZ00AW01S21R,DNN00AW01S21R,DDL00AW01S21R,DNT00AW01S21R
All Grades Writing,At Approaches Grade Level or Above,2019,SDA00AW01S19R,RDA00AW01S19R,DDA00AW01S19R,DDU00AW01S19R,DDJ00AW01S19R,DDK00AW01S19R,DDQ00AW01S19R,DDT00AW01S19R,,DDC00AW01S19R,DDX00AW01S19R,DDY00AW01S19R,,DDZ00AW01S19R,,DDL00AW01S19R,
All Grades Writing,At Meets Grade Level or Above,2021,SDA00AW01221R,RDA00AW01221R,DDA00AW01221R,DDU00AW01221R,DDJ00AW01221R,DDK00AW01221R,DDQ00AW01221R,DDT00AW01221R,DNB00AW01221R,DDC00AW01221R,DDX00AW01221R,DDY00AW01221R,DNE00AW01221R,DDZ00AW01221R,DNN00AW01221R,DDL00AW01221R,DNT00AW01221R
All Grades Writing,At Masters Grade Level,"2019
2021","SDA00AW01219R
SDA00AW01321R","RDA00AW01219R
RDA00AW01321R","DDA00AW01219R
DDA00AW01321R","DDU00AW01219R
DDU00AW01321R","DDJ00AW01219R
DDJ00AW01321R","DDK00AW01219R
DDK00AW01321R","DDQ00AW01219R
DDQ00AW01321R","DDT00AW01219R
DDT00AW01321R",DNB00AW01321R,"DDC00AW01219R
DDC00AW01321R","DDX00AW01219R
DDX00AW01321R","DDY00AW01219R
DDY00AW01321R",DNE00AW01321R,"DDZ00AW01219R
DDZ00AW01321R",DNN00AW01321R,"DDL00AW01219R
DDL00AW01321R",DNT00AW01321R
All Grades Writing,At Masters Grade Level,2019,SDA00AW01319R,RDA00AW01319R,DDA00AW01319R,DDU00AW01319R,DDJ00AW01319R,DDK00AW01319R,DDQ00AW01319R,DDT00AW01319R,,DDC00AW01319R,DDX00AW01319R,DDY00AW01319R,,DDZ00AW01319R,,DDL00AW01319R,
All Grades Science,All Grades Science,,,,,,,,,,,,,,,,,,
All Grades Science,At Approaches Grade Level or Above,2021,SDA00AC01S21R,RDA00AC01S21R,DDA00AC01S21R,DDU00AC01S21R,DDJ00AC01S21R,DDK00AC01S21R,DDQ00AC01S21R,DDT00AC01S21R,DNB00AC01S21R,DDC00AC01S21R,DDX00AC01S21R,DDY00AC01S21R,DNE00AC01S21R,DDZ00AC01S21R,DNN00AC01S21R,DDL00AC01S21R,DNT00AC01S21R
All Grades Science,At Approaches Grade Level or Above,2019,SDA00AC01S19R,RDA00AC01S19R,DDA00AC01S19R,DDU00AC01S19R,DDJ00AC01S19R,DDK00AC01S19R,DDQ00AC01S19R,DDT00AC01S19R,,DDC00AC01S19R,DDX00AC01S19R,DDY00AC01S19R,,DDZ00AC01S19R,,DDL00AC01S19R,
All Grades Science,At Meets Grade Level or Above,2021,SDA00AC01221R,RDA00AC01221R,DDA00AC01221R,DDU00AC01221R,DDJ00AC01221R,DDK00AC01221R,DDQ00AC01221R,DDT00AC01221R,DNB00AC01221R,DDC00AC01221R,DDX00AC01221R,DDY00AC01221R,DNE00AC01221R,DDZ00AC01221R,DNN00AC01221R,DDL00AC01221R,DNT00AC01221R
All Grades Science,At Meets Grade Level or Above,2019,SDA00AC01219R,RDA00AC01219R,DDA00AC01219R,DDU00AC01219R,DDJ00AC01219R,DDK00AC01219R,DDQ00AC01219R,DDT00AC01219R,,DDC00AC01219R,DDX00AC01219R,DDY00AC01219R,,DDZ00AC01219R,,DDL00AC01219R,
All Grades Science,At Masters Grade Level,2021,SDA00AC01321R,RDA00AC01321R,DDA00AC01321R,DDU00AC01321R,DDJ00AC01321R,DDK00AC01321R,DDQ00AC01321R,DDT00AC01321R,DNB00AC01321R,DDC00AC01321R,DDX00AC01321R,DDY00AC01321R,DNE00AC01321R,DDZ00AC01321R,DNN00AC01321R,DDL00AC01321R,DNT00AC01321R
All Grades Science,At Masters Grade Level,2019,SDA00AC01319R,RDA00AC01319R,DDA00AC01319R,DDU00AC01319R,DDJ00AC01319R,DDK00AC01319R,DDQ00AC01319R,DDT00AC01319R,,DDC00AC01319R,DDX00AC01319R,DDY00AC01319R,,DDZ00AC01319R,,DDL00AC01319R,
All Grades Social Studies,All Grades Social Studies,,,,,,,,,,,,,,,,,,
All Grades Social Studies,At Approaches Grade Level or Above,2021 2019,SDA00AS01S21R SDA00AS01S19R,RDA00AS01S21R RDA00AS01S19R,DDA00AS01S21R DDA00AS01S19R,DDU00AS01S21R DDU00AS01S19R,DDJ00AS01S21R DDJ00AS01S19R,DDK00AS01S21R DDK00AS01S19R,DDQ00AS01S21R DDQ00AS01S19R,DDT00AS01S21R DDT00AS01S19R,DNB00AS01S21R,DDC00AS01S21R DDC00AS01S19R,DDX00AS01S21R DDX00AS01S19R,DDY00AS01S21R DDY00AS01S19R,DNE00AS01S21R,DDZ00AS01S21R DDZ00AS01S19R,DNN00AS01S21R,DDL00AS01S21R DDL00AS01S19R,DNT00AS01S21R
All Grades Social Studies,At Meets Grade Level or Above At Masters Grade Level,2021 2019 2021,SDA00AS01221R SDA00AS01219R SDA00AS01321R,RDA00AS01221R RDA00AS01219R RDA00AS01321R,DDA00AS01221R DDA00AS01219R DDA00AS01321R,"DDU00AS01221R
DDU00AS01219R DDU00AS01321R","DDJ00AS01221R
DDJ00AS01219R DDJ00AS01321R",DDK00AS01221R DDK00AS01219R DDK00AS01321R,DDQ00AS01221R DDQ00AS01219R DDQ00AS01321R,DDT00AS01221R DDT00AS01219R DDT00AS01321R,DNB00AS01221R DNB00AS01321R,DDC00AS01221R DDC00AS01219R DDC00AS01321R,"DDX00AS01221R
DDX00AS01219R DDX00AS01321R","DDY00AS01221R
DDY00AS01219R DDY00AS01321R",DNE00AS01221R DNE00AS01321R,DDZ00AS01221R DDZ00AS01219R DDZ00AS01321R,DNN00AS01221R DNN00AS01321R,DDL00AS01221R DDL00AS01219R DDL00AS01321R,DNT00AS01221R DNT00AS01321R
All Grades Social Studies,At Meets Grade Level or Above At Masters Grade Level,2019,SDA00AS01319R,RDA00AS01319R,DDA00AS01319R,DDU00AS01319R,DDJ00AS01319R,DDK00AS01319R,DDQ00AS01319R,DDT00AS01319R,,DDC00AS01319R,DDX00AS01319R,DDY00AS01319R,,DDZ00AS01319R,,DDL00AS01319R,
,At Meets Grade Level or Above At Masters Grade Level,,,,,,,,,,,,,,,,,,
,At Meets Grade Level or Above At Masters Grade Level,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed (Current),Special Ed (Former),Continuously Enrolled,Non- Continuously Enrolled,Econ Disadv,EB/EL (Current & Monitored),,
2021 STAAR Participation (All Grades),2021 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,All Tests,,,,,,,,,,,,,,,,,,
All Tests,Assessment Participant,SDA00A00T021R,RDA00A00T021R,DDA00A00T021R,DDB00A00T021R,DDH00A00T021R,DDW00A00T021R,DDI00A00T021R,DD300A00T021R,DD400A00T021R,DD200A00T021R,DDS00A00T021R,DNS00A00T021R,DNC00A00T021R,DNM00A00T021R,DDE00A00T021R,DD000A00T021R,,
All Tests,Included in Accountability Not Included in Accountability,SDAYAA00T021R,RDAYAA00T021R,DDAYAA00T021R,DDBYAA00T021R,DDHYAA00T021R,DDWYAA00T021R,"DDIYAA00T021R
:selected:",DD3YAA00T021R,DD4YAA00T021R,DD2YAA00T021R,DDSYAA00T021R,DNSYAA00T021R,DNCYAA00T021R,DNMYAA00T021R,DDEYAA00T021R,DD0YAA00T021R,,
All Tests,Mobile,SDAYMA00T021R,RDAYMA00T021R,DDAYMA00T021R,DDBYMA00T021R,DDHYMA00T021R,DDWYMA00T021R,DDIYMA00T021R,DD3YMA00T021R,DD4YMA00T021R,DD2YMA00T021R,DDSYMA00T021R,DNSYMA00T021R,DNCYMA00T021R,DNMYMA00T021R,DDEYMA00T021R,DD0YMA00T021R,,
All Tests,Other Exclusions Not Tested Absent Other,SDAYXA00T021R SDANTA00T021R SDANAA00T021R SDANOA00T021R,RDAYXA00T021R RDANTA00T021R RDANAA00T021R RDANOA00T021R,DDAYXA00T021R DDANTA00T021R DDANAA00T021R DDANOA00T021R,DDBYXA00T021R DDBNTA00T021R DDBNAA00T021R DDBNOA00T021R,DDHYXA00T021R DDHNTA00T021R DDHNAA00T021R DDHNOA00T021R,DDWYXA00T021R DDWNTA00T021R DDWNAA00T021R DDWNOA00T021R,DDIYXA00T021R DDINTA00T021R DDINAA00T021R DDINOA00T021R,DD3YXA00T021R DD3NTA00T021R DD3NAA00T021R DD3NOA00T021R,DD4YXA00T021R DD4NTA00T021R DD4NAA00T021R DD4NOA00T021R,DD2YXA00T021R DD2NTA00T021R DD2NAA00T021R DD2NOA00T021R,DDSYXA00T021R DDSNTA00T021R DDSNAA00T021R DDSNOA00T021R,DNSYXA00T021R DNSNTA00T021R DNSNAA00T021R DNSNOA00T021R,DNCYXA00T021R DNCNTA00T021R DNCNAA00T021R DNCNOA00T021R,DNMYXA00T021R DNMNTA00T021R DNMNAA00T021R DNMNOA00T021R,DDEYXA00T021R DDENTA00T021R DDENAA00T021R DDENOA00T021R,DD0YXA00T021R DD0NTA00T021R DD0NAA00T021R DD0NOA00T021R,,
2019 STAAR Participation (All Grades),2019 STAAR Participation (All Grades),,,,,,,,,,,,,,,,,,
All Tests,All Tests,,,,,,,,,,,,,,,,,,
All Tests,Assessment Participant,SDA00A00T019R,RDA00A00T019R,DDA00A00T019R,DDB00A00T019R,DDH00A00T019R,DDW00A00T019R,DDI00A00T019R,DD300A00T019R,DD400A00T019R,DD200A00T019R,DDS00A00T019R,DNS00A00T019R,DNC00A00T019R,DNM00A00T019R,DDE00A00T019R,DD000A00T019R,,
All Tests,Included in Accountability,SDAYAA00T019R,RDAYAA00T019R,DDAYAA00T019R,DDBYAA00T019R,DDHYAA00T019R,DDWYAA00T019R,DDIYAA00T019R,DD3YAA00T019R,DD4YAA00T019R,DD2YAA00T019R,DDSYAA00T019R,DNSYAA00T019R,DNCYAA00T019R,DNMYAA00T019R,DDEYAA00T019R,DD0YAA00T019R,,
Not Included in Accountability,Not Included in Accountability,,,,,,,,,,,,,,,,,,
Not Included in Accountability,Mobile,SDAYMA00T019R,RDAYMA00T019R,DDAYMA00T019R,DDBYMA00T019R,DDHYMA00T019R,DDWYMA00T019R,DDIYMA00T019R,DD3YMA00T019R,DD4YMA00T019R,DD2YMA00T019R,DDSYMA00T019R,DNSYMA00T019R,DNCYMA00T019R,DNMYMA00T019R,DDEYMA00T019R,DD0YMA00T019R,,
Not Included in Accountability,Other Exclusions,SDAYXA00T019R,RDAYXA00T019R,DDAYXA00T019R,DDBYXA00T019R,DDHYXA00T019R,DDWYXA00T019R,DDIYXA00T019R,DD3YXA00T019R,DD4YXA00T019R,DD2YXA00T019R,DDSYXA00T019R,DNSYXA00T019R,DNCYXA00T019R,DNMYXA00T019R,DDEYXA00T019R,DD0YXA00T019R,,
Not Included in Accountability,Not Tested,SDANTA00T019R,RDANTA00T019R,DDANTA00T019R,DDBNTA00T019R,DDHNTA00T019R,DDWNTA00T019R,DDINTA00T019R,DD3NTA00T019R,DD4NTA00T019R,DD2NTA00T019R,DDSNTA00T019R,DNSNTA00T019R,DNCNTA00T019R,DNMNTA00T019R,DDENTA00T019R,DD0NTA00T019R,,
Not Included in Accountability,Absent,SDANAA00T019R,RDANAA00T019R,DDANAA00T019R,DDBNAA00T019R,DDHNAA00T019R,DDWNAA00T019R,DDINAA00T019R,DD3NAA00T019R,DD4NAA00T019R,DD2NAA00T019R,DDSNAA00T019R,DNSNAA00T019R,DNCNAA00T019R,DNMNAA00T019R,DDENAA00T019R,DD0NAA00T019R,,
Not Included in Accountability,Other,SDANOA00T019R,RDANOA00T019R,DDANOA00T019R,DDBNOA00T019R,DDHNOA00T019R,DDWNOA00T019R,DDINOA00T019R,DD3NOA00T019R,DD4NOA00T019R,DD2NOA00T019R,DDSNOA00T019R,DNSNOA00T019R,DNCNOA00T019R,DNMNOA00T019R,DDENOA00T019R,DD0NOA00T019R,,
,Other,,,,,,,,,,,,,,,,,,
,Other,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EB/EL,,,,,
,Attendance Rate 2019-20,SA0AT20R,RA0AT20R,DA0AT20R,DB0AT20R,DH0AT20R,DW0AT20R,DI0AT20R,D30AT20R,D40AT20R,D20AT20R,DS0AT20R,DE0AT20R,DL0AT20R,,,,,
,2018-19,SA0AT19R,RA0AT19R,DA0AT19R,DB0AT19R,DH0AT19R,DW0AT19R,DI0AT19R,D30AT19R,D40AT19R,D20AT19R,DS0AT19R,DE0AT19R,DL0AT19R,,,,,
Chronic Absenteeism,Chronic Absenteeism,,,,,,,,,,,,,,,,,,
Chronic Absenteeism,2019-20,SA0CA20R,RA0CA20R,DA0CA20R,DB0CA20R,DH0CA20R,DW0CA20R,DI0CA20R,D30CA20R,D40CA20R,D20CA20R,DS0CA20R,DE0CA20R,DL0CA20R,,,,,
Chronic Absenteeism,2018-19,SA0CA19R,RA0CA19R,DA0CA19R,DB0CA19R,DH0CA19R,DW0CA19R,DI0CA19R,D30CA19R,D40CA19R,D20CA19R,DS0CA19R,DE0CA19R,DL0CA19R,,,,,
Annual Dropout Rate (Gr 7-8),Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,,,,
Annual Dropout Rate (Gr 7-8),2019-20,SA0708DR20R,RA0708DR20R,DA0708DR20R,DB0708DR20R,DH0708DR20R,DW0708DR20R,DI0708DR20R,D30708DR20R,D40708DR20R,D20708DR20R,DS0708DR20R,DE0708DR20R,DL0708DR20R,,,,,
Annual Dropout Rate (Gr 7-8),2018-19,SA0708DR19R,RA0708DR19R,DA0708DR19R,DB0708DR19R,DH0708DR19R,DW0708DR19R,DI0708DR19R,D30708DR19R,D40708DR19R,D20708DR19R,DS0708DR19R,DE0708DR19R,DL0708DR19R,,,,,
Annual Dropout Rate (Gr 9-12),Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Annual Dropout Rate (Gr 9-12),2019-20 2018-19,"SA0912DR20R
SA0912DR19R","RA0912DR20R
RA0912DR19R","DA0912DR20R
DA0912DR19R","DB0912DR20R
DB0912DR19R","DH0912DR20R
DH0912DR19R","DW0912DR20R
DW0912DR19R",DI0912DR20R DI0912DR19R,D30912DR20R D30912DR19R,D40912DR20R D40912DR19R,D20912DR20R D20912DR19R,DS0912DR20R DS0912DR19R,DE0912DR20R DE0912DR19R,DL0912DR20R DL0912DR19R,,,,,
4-Year Longitudinal Rate (Gr 9-12),4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,,,,
Class of 2020,Class of 2020,,,,,,,,,,,,,,,,,,
Class of 2020,Graduated,SAGC420R,RAGC420R,DAGC4X20R,DBGC4X20R,DHGC4X20R,DWGC4X20R,DIGC4X20R,D3GC4X20R,D4GC4X20R,D2GC4X20R,DSGC4X20R,DEGC4X20R,DLGC4X20R,,,,,
Class of 2020,Received TxCHSE,SAEC420R,RAEC420R,DAEC4X20R,DBEC4X20R,DHEC4X20R,DWEC4X20R,DIEC4X20R,D3EC4X20R,D4EC4X20R,D2EC4X20R,DSEC4X20R,DEEC4X20R,DLEC4X20R,,,,,
Class of 2020,Continued HS,SANC420R,RANC420R,DANC4X20R,DBNC4X20R,DHNC4X20R,DWNC4X20R,DINC4X20R,D3NC4X20R,D4NC4X20R,D2NC4X20R,DSNC4X20R,DENC4X20R,DLNC4X20R,,,,,
Class of 2020,Dropped Out,SADC420R,RADC420R,DADC4X20R,DBDC4X20R,DHDC4X20R,DWDC4X20R,DIDC4X20R,D3DC4X20R,D4DC4X20R,D2DC4X20R,DSDC4X20R,DEDC4X20R,DLDC4X20R,,,,,
Class of 2020,Graduates and TxCHSE,SA3C420R,RA3C420R,DA3C4X20R,DB3C4X20R,DH3C4X20R,DW3C4X20R,DI3C4X20R,D33C4X20R,D43C4X20R,D23C4X20R,DS3C4X20R,DE3C4X20R,DL3C4X20R,,,,,
Class of 2020,"Grads, TxCHSE, & Cont",SA2C420R,RA2C420R,DA2C4X20R,DB2C4X20R,DH2C4X20R,DW2C4X20R,DI2C4X20R,D32C4X20R,D42C4X20R,D22C4X20R,DS2C4X20R,DE2C4X20R,DL2C4X20R,,,,,
Class of 2019,Class of 2019,,,,,,,,,,,,,,,,,,
Class of 2019,Graduated,SAGC419R,RAGC419R,DAGC4X19R,DBGC4X19R,DHGC4X19R,DWGC4X19R,DIGC4X19R,D3GC4X19R,D4GC4X19R,D2GC4X19R,DSGC4X19R,DEGC4X19R,DLGC4X19R,,,,,
Class of 2019,Received TxCHSE,SAEC419R,RAEC419R,DAEC4X19R,DBEC4X19R,DHEC4X19R,DWEC4X19R,DIEC4X19R,D3EC4X19R,D4EC4X19R,D2EC4X19R,DSEC4X19R,DEEC4X19R,DLEC4X19R,,,,,
