At Masters Grade Level,2022,SDA07ARE1322R,DDA07ARE1322R,CDA07ARE1322R,CDB07ARE1322R,CDH07ARE1322R,CDW07ARE1322R,CDI07ARE1322R,CD307ARE1322R,CD407ARE1322R,CD207ARE1322R,CDS07ARE1322R,"CNS07ARE1322R
:unselected:","CNC07ARE1322R
:unselected:","CNM07ARE1322R
:unselected:",CDE07ARE1322R,"CD007ARE1322R
:unselected:",
,2021,SDA07ARE1321R,DDA07ARE1321R,CDA07ARE1321R,CDB07ARE1321R,CDH07ARE1321R,CDW07ARE1321R,CDI07ARE1321R,CD307ARE1321R,CD407ARE1321R,CD207ARE1321R,CDS07ARE1321R,"CNS07ARE1321R
:unselected:","CNC07ARE1321R
:unselected:","CNM07ARE1321R
:unselected:","CDE07ARE1321R
:unselected:","CD007ARE1321R
:unselected:",
Grade 7 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA07AMA1S22R,DDA07AMA1S22R,CDA07AMA1S22R,CDB07AMA1S22R,CDH07AMA1S22R,CDW07AMA1S22R,CDI07AMA1S22R,CD307AMA1S22R,CD407AMA1S22R,CD207AMA1S22R,CDS07AMA1S22R,"CNS07AMA1S22R
:unselected:","CNC07AMA1S22R
:unselected:","CNM07AMA1S22R
:unselected:","CDE07AMA1S22R
:unselected:","CD007AMA1S22R
:unselected:",
,2021,SDA07AMA1S21R,DDA07AMA1S21R,CDA07AMA1S21R,CDB07AMA1S21R,CDH07AMA1S21R,CDW07AMA1S21R,CDI07AMA1S21R,CD307AMA1S21R,CD407AMA1S21R,CD207AMA1S21R,CDS07AMA1S21R,"CNS07AMA1S21R
:unselected:","CNC07AMA1S21R
:unselected:","CNM07AMA1S21R
:unselected:","CDE07AMA1S21R
:unselected:","CD007AMA1S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA07AMA1222R,DDA07AMA1222R,CDA07AMA1222R,CDB07AMA1222R,CDH07AMA1222R,CDW07AMA1222R,CDI07AMA1222R,CD307AMA1222R,CD407AMA1222R,CD207AMA1222R,CDS07AMA1222R,"CNS07AMA1222R
:unselected:","CNC07AMA1222R
:unselected:","CNM07AMA1222R
:unselected:",CDE07AMA1222R,"CD007AMA1222R
:unselected:",
,2021,SDA07AMA1221R,DDA07AMA1221R,CDA07AMA1221R,CDB07AMA1221R,CDH07AMA1221R,CDW07AMA1221R,CDI07AMA1221R,CD307AMA1221R,CD407AMA1221R,CD207AMA1221R,CDS07AMA1221R,"CNS07AMA1221R
:unselected:","CNC07AMA1221R
:unselected:","CNM07AMA1221R
:unselected:",CDE07AMA1221R,CD007AMA1221R,
At Masters Grade Level,2022,SDA07AMA1322R,DDA07AMA1322R,CDA07AMA1322R,CDB07AMA1322R,CDH07AMA1322R,CDW07AMA1322R,CDI07AMA1322R,CD307AMA1322R,CD407AMA1322R,CD207AMA1322R,CDS07AMA1322R,"CNS07AMA1322R
:unselected:","CNC07AMA1322R
:unselected:","CNM07AMA1322R
:unselected:",CDE07AMA1322R,CD007AMA1322R,
,2021,SDA07AMA1321R,DDA07AMA1321R,CDA07AMA1321R,CDB07AMA1321R,CDH07AMA1321R,CDW07AMA1321R,CDI07AMA1321R,CD307AMA1321R,CD407AMA1321R,CD207AMA1321R,CDS07AMA1321R,"CNS07AMA1321R
:unselected:","CNC07AMA1321R
:unselected:","CNM07AMA1321R
:unselected:","CDE07AMA1321R
:unselected:","CD007AMA1321R
:unselected:",
Grade 8 Reading,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ARE1S22R,DDA08ARE1S22R,CDA08ARE1S22R,CDB08ARE1S22R,CDH08ARE1S22R,CDW08ARE1S22R,CDI08ARE1S22R,CD308ARE1S22R,CD408ARE1S22R,CD208ARE1S22R,"CDS08ARE1S22R
:unselected:","CNS08ARE1S22R
:unselected:","CNC08ARE1S22R
:unselected:","CNM08ARE1S22R
:unselected:","CDE08ARE1S22R
:unselected:",CD008ARE1S22R,
,2021,SDA08ARE1S21R,DDA08ARE1S21R,CDA08ARE1S21R,CDB08ARE1S21R,CDH08ARE1S21R,CDW08ARE1S21R,CDI08ARE1S21R,CD308ARE1S21R,CD408ARE1S21R,CD208ARE1S21R,"CDS08ARE1S21R
:unselected:","CNS08ARE1S21R
:unselected:","CNC08ARE1S21R
:unselected:","CNM08ARE1S21R
:unselected:","CDE08ARE1S21R
:unselected:",CD008ARE1S21R,
At Meets Grade Level or Above,2022,SDA08ARE1222R,DDA08ARE1222R,CDA08ARE1222R,CDB08ARE1222R,CDH08ARE1222R,CDW08ARE1222R,CDI08ARE1222R,CD308ARE1222R,CD408ARE1222R,CD208ARE1222R,"CDS08ARE1222R
:unselected:","CNS08ARE1222R
:unselected:","CNC08ARE1222R
:unselected:","CNM08ARE1222R
:unselected:","CDE08ARE1222R
:unselected:",CD008ARE1222R,
,2021,SDA08ARE1221R,DDA08ARE1221R,CDA08ARE1221R,CDB08ARE1221R,CDH08ARE1221R,CDW08ARE1221R,CDI08ARE1221R,CD308ARE1221R,CD408ARE1221R,CD208ARE1221R,CDS08ARE1221R,"CNS08ARE1221R
:unselected:","CNC08ARE1221R
:unselected:","CNM08ARE1221R
:unselected:","CDE08ARE1221R
:unselected:",CD008ARE1221R,
At Masters Grade Level,2022,SDA08ARE1322R,DDA08ARE1322R,CDA08ARE1322R,CDB08ARE1322R,CDH08ARE1322R,CDW08ARE1322R,CDI08ARE1322R,CD308ARE1322R,CD408ARE1322R,CD208ARE1322R,CDS08ARE1322R,"CNS08ARE1322R
:unselected:","CNC08ARE1322R
:unselected:","CNM08ARE1322R
:unselected:",CDE08ARE1322R,CD008ARE1322R,
,2021,SDA08ARE1321R,DDA08ARE1321R,CDA08ARE1321R,CDB08ARE1321R,CDH08ARE1321R,CDW08ARE1321R,CDI08ARE1321R,CD308ARE1321R,CD408ARE1321R,CD208ARE1321R,"CDS08ARE1321R
:unselected:","CNS08ARE1321R
:unselected:","CNC08ARE1321R
:unselected:","CNM08ARE1321R
:unselected:","CDE08ARE1321R
:unselected:",CD008ARE1321R,
Grade 8 Mathematics,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08AMA1S22R,DDA08AMA1S22R,CDA08AMA1S22R,CDB08AMA1S22R,CDH08AMA1S22R,CDW08AMA1S22R,CDI08AMA1S22R,CD308AMA1S22R,CD408AMA1S22R,CD208AMA1S22R,"CDS08AMA1S22R
:unselected:","CNS08AMA1S22R
:unselected:","CNC08AMA1S22R
:unselected:","CNM08AMA1S22R
:unselected:","CDE08AMA1S22R
:unselected:",CD008AMA1S22R,
,2021,SDA08AMA1S21R,DDA08AMA1S21R,CDA08AMA1S21R,CDB08AMA1S21R,CDH08AMA1S21R,CDW08AMA1S21R,CDI08AMA1S21R,CD308AMA1S21R,CD408AMA1S21R,CD208AMA1S21R,CDS08AMA1S21R,"CNS08AMA1S21R
:unselected:","CNC08AMA1S21R
:unselected:","CNM08AMA1S21R
:unselected:","CDE08AMA1S21R
:unselected:",CD008AMA1S21R,
At Meets Grade Level or Above,2022,SDA08AMA1222R,DDA08AMA1222R,CDA08AMA1222R,CDB08AMA1222R,CDH08AMA1222R,CDW08AMA1222R,CDI08AMA1222R,CD308AMA1222R,CD408AMA1222R,CD208AMA1222R,CDS08AMA1222R,"CNS08AMA1222R
:unselected:","CNC08AMA1222R
:unselected:","CNM08AMA1222R
:unselected:",CDE08AMA1222R,CD008AMA1222R,
,2021,SDA08AMA1221R,DDA08AMA1221R,CDA08AMA1221R,CDB08AMA1221R,CDH08AMA1221R,CDW08AMA1221R,CDI08AMA1221R,CD308AMA1221R,CD408AMA1221R,CD208AMA1221R,CDS08AMA1221R,"CNS08AMA1221R
:unselected:","CNC08AMA1221R
:unselected:","CNM08AMA1221R
:unselected:",CDE08AMA1221R,CD008AMA1221R,
At Masters Grade Level,2022,SDA08AMA1322R,DDA08AMA1322R,CDA08AMA1322R,CDB08AMA1322R,CDH08AMA1322R,CDW08AMA1322R,CDI08AMA1322R,CD308AMA1322R,CD408AMA1322R,CD208AMA1322R,CDS08AMA1322R,"CNS08AMA1322R
:unselected:","CNC08AMA1322R
:unselected:","CNM08AMA1322R
:unselected:",CDE08AMA1322R,CD008AMA1322R,
,2021,SDA08AMA1321R,DDA08AMA1321R,CDA08AMA1321R,CDB08AMA1321R,CDH08AMA1321R,CDW08AMA1321R,CDI08AMA1321R,CD308AMA1321R,CD408AMA1321R,CD208AMA1321R,CDS08AMA1321R,"CNS08AMA1321R
:unselected:","CNC08AMA1321R
:unselected:","CNM08AMA1321R
:unselected:","CDE08AMA1321R
:unselected:",CD008AMA1321R,
Grade 8 Science,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ASC1S22R,DDA08ASC1S22R,CDA08ASC1S22R,CDB08ASC1S22R,CDH08ASC1S22R,CDW08ASC1S22R,CDI08ASC1S22R,CD308ASC1S22R,CD408ASC1S22R,CD208ASC1S22R,CDS08ASC1S22R,"CNS08ASC1S22R
:unselected:","CNC08ASC1S22R
:unselected:","CNM08ASC1S22R
:unselected:",CDE08ASC1S22R,CD008ASC1S22R,
,2021,SDA08ASC1S21R,DDA08ASC1S21R,CDA08ASC1S21R,CDB08ASC1S21R,CDH08ASC1S21R,CDW08ASC1S21R,CDI08ASC1S21R,CD308ASC1S21R,CD408ASC1S21R,CD208ASC1S21R,"CDS08ASC1S21R
:unselected:","CNS08ASC1S21R
:unselected:","CNC08ASC1S21R
:unselected:","CNM08ASC1S21R
:unselected:",CDE08ASC1S21R,"CD008ASC1S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA08ASC1222R,DDA08ASC1222R,CDA08ASC1222R,CDB08ASC1222R,CDH08ASC1222R,CDW08ASC1222R,CDI08ASC1222R,CD308ASC1222R,CD408ASC1222R,CD208ASC1222R,CDS08ASC1222R,"CNS08ASC1222R
:unselected:","CNC08ASC1222R
:unselected:","CNM08ASC1222R
:unselected:",CDE08ASC1222R,CD008ASC1222R,
,2021,SDA08ASC1221R,DDA08ASC1221R,CDA08ASC1221R,CDB08ASC1221R,CDH08ASC1221R,CDW08ASC1221R,CDI08ASC1221R,CD308ASC1221R,CD408ASC1221R,CD208ASC1221R,CDS08ASC1221R,"CNS08ASC1221R
:unselected:","CNC08ASC1221R
:unselected:","CNM08ASC1221R
:unselected:",CDE08ASC1221R,CD008ASC1221R,
At Masters Grade Level,2022,SDA08ASC1322R,DDA08ASC1322R,CDA08ASC1322R,CDB08ASC1322R,CDH08ASC1322R,CDW08ASC1322R,CDI08ASC1322R,CD308ASC1322R,CD408ASC1322R,CD208ASC1322R,CDS08ASC1322R,"CNS08ASC1322R
:unselected:","CNC08ASC1322R
:unselected:","CNM08ASC1322R
:unselected:",CDE08ASC1322R,CD008ASC1322R,
,2021,SDA08ASC1321R,DDA08ASC1321R,CDA08ASC1321R,CDB08ASC1321R,CDH08ASC1321R,CDW08ASC1321R,CDI08ASC1321R,CD308ASC1321R,CD408ASC1321R,CD208ASC1321R,CDS08ASC1321R,"CNS08ASC1321R
:unselected:","CNC08ASC1321R
:unselected:","CNM08ASC1321R
:unselected:",CDE08ASC1321R,CD008ASC1321R,
Grade 8 Social Studies,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA08ASS1S22R,DDA08ASS1S22R,CDA08ASS1S22R,CDB08ASS1S22R,CDH08ASS1S22R,CDW08ASS1S22R,CDI08ASS1S22R,CD308ASS1S22R,CD408ASS1S22R,CD208ASS1S22R,CDS08ASS1S22R,"CNS08ASS1S22R
:unselected:","CNC08ASS1S22R
:unselected:","CNM08ASS1S22R
:unselected:",CDE08ASS1S22R,CD008ASS1S22R,
,2021,SDA08ASS1S21R,DDA08ASS1S21R,CDA08ASS1S21R,CDB08ASS1S21R,CDH08ASS1S21R,CDW08ASS1S21R,CDI08ASS1S21R,CD308ASS1S21R,CD408ASS1S21R,CD208ASS1S21R,CDS08ASS1S21R,"CNS08ASS1S21R
:unselected:","CNC08ASS1S21R
:unselected:","CNM08ASS1S21R
:unselected:",CDE08ASS1S21R,CD008ASS1S21R,
At Meets Grade Level or Above,2022,SDA08ASS1222R,DDA08ASS1222R,CDA08ASS1222R,CDB08ASS1222R,CDH08ASS1222R,CDW08ASS1222R,CDI08ASS1222R,CD308ASS1222R,CD408ASS1222R,CD208ASS1222R,CDS08ASS1222R,"CNS08ASS1222R
:unselected:","CNC08ASS1222R
:unselected:","CNM08ASS1222R
:unselected:",CDE08ASS1222R,CD008ASS1222R,
,2021,SDA08ASS1221R,DDA08ASS1221R,CDA08ASS1221R,CDB08ASS1221R,CDH08ASS1221R,CDW08ASS1221R,CDI08ASS1221R,CD308ASS1221R,CD408ASS1221R,CD208ASS1221R,CDS08ASS1221R,"CNS08ASS1221R
:unselected:","CNC08ASS1221R
:unselected:","CNM08ASS1221R
:unselected:",CDE08ASS1221R,CD008ASS1221R,
At Masters Grade Level,2022,SDA08ASS1322R,DDA08ASS1322R,CDA08ASS1322R,CDB08ASS1322R,CDH08ASS1322R,CDW08ASS1322R,CDI08ASS1322R,CD308ASS1322R,CD408ASS1322R,CD208ASS1322R,CDS08ASS1322R,"CNS08ASS1322R
:unselected:","CNC08ASS1322R
:unselected:","CNM08ASS1322R
:unselected:",CDE08ASS1322R,CD008ASS1322R,
,2021,SDA08ASS1321R,DDA08ASS1321R,CDA08ASS1321R,CDB08ASS1321R,CDH08ASS1321R,CDW08ASS1321R,CDI08ASS1321R,CD308ASS1321R,CD408ASS1321R,CD208ASS1321R,"CDS08ASS1321R
:unselected:","CNS08ASS1321R
:unselected:","CNC08ASS1321R
:unselected:","CNM08ASS1321R
:unselected:","CDE08ASS1321R
:unselected:",CD008ASS1321R,
End of Course English I At Approaches Grade Level or Above,2022,SDA00AR11S22R,DDA00AR11S22R,CDA00AR11S22R,CDB00AR11S22R,CDH00AR11S22R,CDW00AR11S22R,CDI00AR11S22R,CD300AR11S22R,CD400AR11S22R,CD200AR11S22R,"CDS00AR11S22R
:unselected:","CNS00AR11S22R
:unselected:","CNC00AR11S22R
:unselected:","CNM00AR11S22R
:unselected:","CDE00AR11S22R
:unselected:",CD000AR11S22R,
,2021,SDA00AR11S21R,DDA00AR11S21R,CDA00AR11S21R,CDB00AR11S21R,CDH00AR11S21R,CDW00AR11S21R,CDI00AR11S21R,CD300AR11S21R,CD400AR11S21R,CD200AR11S21R,"CDS00AR11S21R
:unselected:","CNS00AR11S21R
:unselected:","CNC00AR11S21R
:unselected:","CNM00AR11S21R
:unselected:","CDE00AR11S21R
:unselected:",CD000AR11S21R,
At Meets Grade Level or Above,2022,SDA00AR11222R,DDA00AR11222R,CDA00AR11222R,CDB00AR11222R,CDH00AR11222R,CDW00AR11222R,CDI00AR11222R,CD300AR11222R,CD400AR11222R,"CD200AR11222R
:unselected:","CDS00AR11222R
:unselected:","CNS00AR11222R
:unselected:","CNC00AR11222R
:unselected:","CNM00AR11222R
:unselected:","CDE00AR11222R
:unselected:",CD000AR11222R,
,2021,SDA00AR11221R,DDA00AR11221R,CDA00AR11221R,CDB00AR11221R,CDH00AR11221R,CDW00AR11221R,CDI00AR11221R,CD300AR11221R,CD400AR11221R,"CD200AR11221R
:unselected:","CDS00AR11221R
:unselected:","CNS00AR11221R
:unselected:","CNC00AR11221R
:unselected:","CNM00AR11221R
:unselected:","CDE00AR11221R
:unselected:",CD000AR11221R,
At Masters Grade Level,2022,SDA00AR11322R,DDA00AR11322R,CDA00AR11322R,CDB00AR11322R,CDH00AR11322R,CDW00AR11322R,CDI00AR11322R,CD300AR11322R,CD400AR11322R,"CD200AR11322R
:unselected:","CDS00AR11322R
:unselected:","CNS00AR11322R
:unselected:","CNC00AR11322R
:unselected:","CNM00AR11322R
:unselected:","CDE00AR11322R
:unselected:","CD000AR11322R
:unselected:",
,2021,SDA00AR11321R,DDA00AR11321R,CDA00AR11321R,CDB00AR11321R,CDH00AR11321R,CDW00AR11321R,CDI00AR11321R,CD300AR11321R,CD400AR11321R,"CD200AR11321R
:unselected:","CDS00AR11321R
:unselected:","CNS00AR11321R
:unselected:","CNC00AR11321R
:unselected:","CNM00AR11321R
:unselected:","CDE00AR11321R
:unselected:","CD000AR11321R
:unselected:",
End of Course English II,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AR21S22R,DDA00AR21S22R,CDA00AR21S22R,CDB00AR21S22R,CDH00AR21S22R,CDW00AR21S22R,CDI00AR21S22R,CD300AR21S22R,CD400AR21S22R,"CD200AR21S22R
:unselected:","CDS00AR21S22R
:unselected:","CNS00AR21S22R
:unselected:","CNC00AR21S22R
:unselected:","CNM00AR21S22R
:unselected:","CDE00AR21S22R
:unselected:","CD000AR21S22R
:unselected:",
,2021,SDA00AR21S21R,DDA00AR21S21R,CDA00AR21S21R,CDB00AR21S21R,CDH00AR21S21R,CDW00AR21S21R,CDI00AR21S21R,CD300AR21S21R,CD400AR21S21R,"CD200AR21S21R
:unselected:","CDS00AR21S21R
:unselected:","CNS00AR21S21R
:unselected:","CNC00AR21S21R
:unselected:","CNM00AR21S21R
:unselected:","CDE00AR21S21R
:unselected:","CD000AR21S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA00AR21222R,DDA00AR21222R,CDA00AR21222R,CDB00AR21222R,CDH00AR21222R,CDW00AR21222R,CDI00AR21222R,CD300AR21222R,"CD400AR21222R
:unselected:","CD200AR21222R
:unselected:","CDS00AR21222R
:unselected:","CNS00AR21222R
:unselected:","CNC00AR21222R
:unselected:","CNM00AR21222R
:unselected:","CDE00AR21222R
:unselected:","CD000AR21222R
:unselected:",
,2021,SDA00AR21221R,DDA00AR21221R,CDA00AR21221R,CDB00AR21221R,CDH00AR21221R,CDW00AR21221R,CDI00AR21221R,CD300AR21221R,"CD400AR21221R
:unselected:","CD200AR21221R
:unselected:","CDS00AR21221R
:unselected:","CNS00AR21221R
:unselected:","CNC00AR21221R
:unselected:","CNM00AR21221R
:unselected:","CDE00AR21221R
:unselected:","CD000AR21221R
:unselected:",
At Masters Grade Level,2022,SDA00AR21322R,DDA00AR21322R,CDA00AR21322R,CDB00AR21322R,CDH00AR21322R,CDW00AR21322R,CDI00AR21322R,CD300AR21322R,"CD400AR21322R
:unselected:","CD200AR21322R
:unselected:","CDS00AR21322R
:unselected:","CNS00AR21322R
:unselected:","CNC00AR21322R
:unselected:","CNM00AR21322R
:unselected:","CDE00AR21322R
:unselected:","CD000AR21322R
:unselected:",
,2021,SDA00AR21321R,DDA00AR21321R,CDA00AR21321R,CDB00AR21321R,CDH00AR21321R,CDW00AR21321R,CDI00AR21321R,CD300AR21321R,"CD400AR21321R
:unselected:","CD200AR21321R
:unselected:","CDS00AR21321R
:unselected:","CNS00AR21321R
:unselected:","CNC00AR21321R
:unselected:","CNM00AR21321R
:unselected:","CDE00AR21321R
:unselected:","CD000AR21321R
:unselected:",
End of Course Algebra I,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AA11S22R,DDA00AA11S22R,CDA00AA11S22R,CDB00AA11S22R,CDH00AA11S22R,CDW00AA11S22R,CDI00AA11S22R,CD300AA11S22R,"CD400AA11S22R
:unselected:","CD200AA11S22R
:unselected:","CDS00AA11S22R
:unselected:","CNS00AA11S22R
:unselected:","CNC00AA11S22R
:unselected:","CNM00AA11S22R
:unselected:","CDE00AA11S22R
:unselected:","CD000AA11S22R
:unselected:",
,2021,SDA00AA11S21R,DDA00AA11S21R,CDA00AA11S21R,CDB00AA11S21R,CDH00AA11S21R,CDW00AA11S21R,CDI00AA11S21R,CD300AA11S21R,CD400AA11S21R,"CD200AA11S21R
:unselected:","CDS00AA11S21R
:unselected:","CNS00AA11S21R
:unselected:","CNC00AA11S21R
:unselected:","CNM00AA11S21R
:unselected:","CDE00AA11S21R
:unselected:","CD000AA11S21R
:unselected:",
At Meets Grade Level or Above,2022,SDA00AA11222R,DDA00AA11222R,CDA00AA11222R,CDB00AA11222R,CDH00AA11222R,CDW00AA11222R,CDI00AA11222R,CD300AA11222R,CD400AA11222R,"CD200AA11222R
:unselected:","CDS00AA11222R
:unselected:","CNS00AA11222R
:unselected:","CNC00AA11222R
:unselected:","CNM00AA11222R
:unselected:","CDE00AA11222R
:unselected:","CD000AA11222R
:unselected:",
,2021,SDA00AA11221R,DDA00AA11221R,CDA00AA11221R,CDB00AA11221R,CDH00AA11221R,CDW00AA11221R,CDI00AA11221R,CD300AA11221R,CD400AA11221R,"CD200AA11221R
:unselected:","CDS00AA11221R
:unselected:","CNS00AA11221R
:unselected:","CNC00AA11221R
:unselected:","CNM00AA11221R
:unselected:","CDE00AA11221R
:unselected:","CD000AA11221R
:unselected:",
At Masters Grade Level,2022,SDA00AA11322R,DDA00AA11322R,CDA00AA11322R,CDB00AA11322R,CDH00AA11322R,CDW00AA11322R,CDI00AA11322R,CD300AA11322R,CD400AA11322R,"CD200AA11322R
:unselected:","CDS00AA11322R
:unselected:","CNS00AA11322R
:unselected:","CNC00AA11322R
:unselected:","CNM00AA11322R
:unselected:","CDE00AA11322R
:unselected:","CD000AA11322R
:unselected:",
,2021,SDA00AA11321R,DDA00AA11321R,CDA00AA11321R,CDB00AA11321R,CDH00AA11321R,CDW00AA11321R,CDI00AA11321R,CD300AA11321R,"CD400AA11321R
:unselected:","CD200AA11321R
:unselected:","CDS00AA11321R
:unselected:","CNS00AA11321R
:unselected:","CNC00AA11321R
:unselected:","CNM00AA11321R
:unselected:","CDE00AA11321R
:unselected:","CD000AA11321R
:unselected:",
,,,,,,,,,,,,,,,,,,
,School Year,State,District,Campus,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More,Special Ed,Special Ed,Continu- ously,Non-Continu- ously,Econ,EB/EL (Current &,
,,,,,,,,,,,Races,(Current),(Former),Enrolled,Enrolled,Disadv,Monitored),
End of Course Biology At Approaches Grade Level or Above,2022,SDA00ABI1S22R,DDA00ABI1S22R,CDA00ABI1S22R,CDB00ABI1S22R,CDH00ABI1S22R,CDW00ABI1S22R,CDI00ABI1S22R,CD300ABI1S22R,CD400ABI1S22R,CD200ABI1S22R,"CDS00ABI1S22R
:unselected:","CNS00ABI1S22R
:unselected:","CNC00ABI1S22R
:unselected:","CNM00ABI1S22R
:unselected:","CDE00ABI1S22R
:unselected:",CD000ABI1S22R,
,2021,SDA00ABI1S21R,DDA00ABI1S21R,CDA00ABI1S21R,CDB00ABI1S21R,CDH00ABI1S21R,CDW00ABI1S21R,CDI00ABI1S21R,CD300ABI1S21R,CD400ABI1S21R,CD200ABI1S21R,CDS00ABI1S21R,"CNS00ABI1S21R
:unselected:","CNC00ABI1S21R
:unselected:","CNM00ABI1S21R
:unselected:",CDE00ABI1S21R,CD000ABI1S21R,
At Meets Grade Level or Above,2022,SDA00ABI1222R,DDA00ABI1222R,CDA00ABI1222R,CDB00ABI1222R,CDH00ABI1222R,CDW00ABI1222R,CDI00ABI1222R,CD300ABI1222R,CD400ABI1222R,CD200ABI1222R,"CDS00ABI1222R
:unselected:","CNS00ABI1222R
:unselected:","CNC00ABI1222R
:unselected:","CNM00ABI1222R
:unselected:",CDE00ABI1222R,CD000ABI1222R,
,2021,SDA00ABI1221R,DDA00ABI1221R,CDA00ABI1221R,CDB00ABI1221R,CDH00ABI1221R,CDW00ABI1221R,CDI00ABI1221R,CD300ABI1221R,CD400ABI1221R,CD200ABI1221R,CDS00ABI1221R,"CNS00ABI1221R
:unselected:","CNC00ABI1221R
:unselected:","CNM00ABI1221R
:unselected:",CDE00ABI1221R,CD000ABI1221R,
At Masters Grade Level,2022,SDA00ABI1322R,DDA00ABI1322R,CDA00ABI1322R,CDB00ABI1322R,CDH00ABI1322R,CDW00ABI1322R,CDI00ABI1322R,CD300ABI1322R,CD400ABI1322R,CD200ABI1322R,CDS00ABI1322R,"CNS00ABI1322R
:unselected:","CNC00ABI1322R
:unselected:","CNM00ABI1322R
:unselected:",CDE00ABI1322R,CD000ABI1322R,
,2021,SDA00ABI1321R,DDA00ABI1321R,CDA00ABI1321R,CDB00ABI1321R,CDH00ABI1321R,CDW00ABI1321R,CDI00ABI1321R,CD300ABI1321R,CD400ABI1321R,CD200ABI1321R,"CDS00ABI1321R
:unselected:","CNS00ABI1321R
:unselected:","CNC00ABI1321R
:unselected:","CNM00ABI1321R
:unselected:","CDE00ABI1321R
:unselected:",CD000ABI1321R,
End of Course U.S. History,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AUS1S22R,DDA00AUS1S22R,CDA00AUS1S22R,CDB00AUS1S22R,CDH00AUS1S22R,CDW00AUS1S22R,CDI00AUS1S22R,CD300AUS1S22R,CD400AUS1S22R,CD200AUS1S22R,"CDS00AUS1S22R
:unselected:","CNS00AUS1S22R
:unselected:","CNC00AUS1S22R
:unselected:","CNM00AUS1S22R
:unselected:",CDE00AUS1S22R,CD000AUS1S22R,
,2021,SDA00AUS1S21R,DDA00AUS1S21R,CDA00AUS1S21R,CDB00AUS1S21R,CDH00AUS1S21R,CDW00AUS1S21R,CDI00AUS1S21R,CD300AUS1S21R,CD400AUS1S21R,CD200AUS1S21R,"CDS00AUS1S21R
:unselected:","CNS00AUS1S21R
:unselected:","CNC00AUS1S21R
:unselected:","CNM00AUS1S21R
:unselected:","CDE00AUS1S21R
:unselected:",CD000AUS1S21R,
At Meets Grade Level or Above,2022,SDA00AUS1222R,DDA00AUS1222R,CDA00AUS1222R,CDB00AUS1222R,CDH00AUS1222R,CDW00AUS1222R,CDI00AUS1222R,CD300AUS1222R,CD400AUS1222R,CD200AUS1222R,"CDS00AUS1222R
:unselected:","CNS00AUS1222R
:unselected:","CNC00AUS1222R
:unselected:","CNM00AUS1222R
:unselected:",CDE00AUS1222R,CD000AUS1222R,
,2021,SDA00AUS1221R,DDA00AUS1221R,CDA00AUS1221R,CDB00AUS1221R,CDH00AUS1221R,CDW00AUS1221R,CDI00AUS1221R,CD300AUS1221R,CD400AUS1221R,CD200AUS1221R,"CDS00AUS1221R
:unselected:","CNS00AUS1221R
:unselected:","CNC00AUS1221R
:unselected:","CNM00AUS1221R
:unselected:",CDE00AUS1221R,CD000AUS1221R,
At Masters Grade Level,2022,SDA00AUS1322R,DDA00AUS1322R,CDA00AUS1322R,CDB00AUS1322R,CDH00AUS1322R,CDW00AUS1322R,CDI00AUS1322R,CD300AUS1322R,CD400AUS1322R,CD200AUS1322R,"CDS00AUS1322R
:unselected:","CNS00AUS1322R
:unselected:","CNC00AUS1322R
:unselected:","CNM00AUS1322R
:unselected:",CDE00AUS1322R,CD000AUS1322R,
,2021,SDA00AUS1321R,DDA00AUS1321R,CDA00AUS1321R,CDB00AUS1321R,CDH00AUS1321R,CDW00AUS1321R,CDI00AUS1321R,CD300AUS1321R,CD400AUS1321R,CD200AUS1321R,"CDS00AUS1321R
:unselected:","CNS00AUS1321R
:unselected:","CNC00AUS1321R
:unselected:","CNM00AUS1321R
:unselected:",CDE00AUS1321R,CD000AUS1321R,
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2022,SDA00AA01S22R,DDA00AA01S22R,CDA00AA01S22R,CDB00AA01S22R,CDH00AA01S22R,CDW00AA01S22R,CDI00AA01S22R,CD300AA01S22R,CD400AA01S22R,CD200AA01S22R,"CDS00AA01S22R
:unselected:","CNS00AA01S22R
:unselected:","CNC00AA01S22R
:unselected:","CNM00AA01S22R
:unselected:","CDE00AA01S22R
:unselected:","CD000AA01S22R
:unselected:",
