DISTRICT,DD000A00200019R,DD000AA1200019R,DD000AE2200019R,DD000AM0200019R,DD000AR0200019R,DD004AM0200019R,DD004AR0200019R,DD005AM0200019R,DD005AR0200019R,DD006AM0200019R,DD006AR0200019R,DD007AM0200019R,DD007AR0200019R,DD008AM0200019R,DD008AR0200019R,DD200A00200019R,DD200AA1200019R,DD200AE2200019R,DD200AM0200019R,DD200AR0200019R,DD204AM0200019R,DD204AR0200019R,DD205AM0200019R,DD205AR0200019R,DD206AM0200019R,DD206AR0200019R,DD207AM0200019R,DD207AR0200019R,DD208AM0200019R,DD208AR0200019R,DD300A00200019R,DD300AA1200019R,DD300AE2200019R,DD300AM0200019R,DD300AR0200019R,DD304AM0200019R,DD304AR0200019R,DD305AM0200019R,DD305AR0200019R,DD306AM0200019R,DD306AR0200019R,DD307AM0200019R,DD307AR0200019R,DD308AM0200019R,DD308AR0200019R,DD400A00200019R,DD400AA1200019R,DD400AE2200019R,DD400AM0200019R,DD400AR0200019R,DD404AM0200019R,DD404AR0200019R,DD405AM0200019R,DD405AR0200019R,DD406AM0200019R,DD406AR0200019R,DD407AM0200019R,DD407AR0200019R,DD408AM0200019R,DD408AR0200019R,DDA00A00200019R,DDA00AA1200019R,DDA00AE2200019R,DDA00AM0200019R,DDA00AR0200019R,DDA04AM0200019R,DDA04AR0200019R,DDA05AM0200019R,DDA05AR0200019R,DDA06AM0200019R,DDA06AR0200019R,DDA07AM0200019R,DDA07AR0200019R,DDA08AM0200019R,DDA08AR0200019R,DDB00A00200019R,DDB00AA1200019R,DDB00AE2200019R,DDB00AM0200019R,DDB00AR0200019R,DDB04AM0200019R,DDB04AR0200019R,DDB05AM0200019R,DDB05AR0200019R,DDB06AM0200019R,DDB06AR0200019R,DDB07AM0200019R,DDB07AR0200019R,DDB08AM0200019R,DDB08AR0200019R,DDE00A00200019R,DDE00AA1200019R,DDE00AE2200019R,DDE00AM0200019R,DDE00AR0200019R,DDE04AM0200019R,DDE04AR0200019R,DDE05AM0200019R,DDE05AR0200019R,DDE06AM0200019R,DDE06AR0200019R,DDE07AM0200019R,DDE07AR0200019R,DDE08AM0200019R,DDE08AR0200019R,DDF00A00200019R,DDF00AA1200019R,DDF00AE2200019R,DDF00AM0200019R,DDF00AR0200019R,DDF04AM0200019R,DDF04AR0200019R,DDF05AM0200019R,DDF05AR0200019R,DDF06AM0200019R,DDF06AR0200019R,DDF07AM0200019R,DDF07AR0200019R,DDF08AM0200019R,DDF08AR0200019R,DDH00A00200019R,DDH00AA1200019R,DDH00AE2200019R,DDH00AM0200019R,DDH00AR0200019R,DDH04AM0200019R,DDH04AR0200019R,DDH05AM0200019R,DDH05AR0200019R,DDH06AM0200019R,DDH06AR0200019R,DDH07AM0200019R,DDH07AR0200019R,DDH08AM0200019R,DDH08AR0200019R,DDI00A00200019R,DDI00AA1200019R,DDI00AE2200019R,DDI00AM0200019R,DDI00AR0200019R,DDI04AM0200019R,DDI04AR0200019R,DDI05AM0200019R,DDI05AR0200019R,DDI06AM0200019R,DDI06AR0200019R,DDI07AM0200019R,DDI07AR0200019R,DDI08AM0200019R,DDI08AR0200019R,DDM00A00200019R,DDM00AA1200019R,DDM00AE2200019R,DDM00AM0200019R,DDM00AR0200019R,DDM04AM0200019R,DDM04AR0200019R,DDM05AM0200019R,DDM05AR0200019R,DDM06AM0200019R,DDM06AR0200019R,DDM07AM0200019R,DDM07AR0200019R,DDM08AM0200019R,DDM08AR0200019R,DDR00A00200019R,DDR00AA1200019R,DDR00AE2200019R,DDR00AM0200019R,DDR00AR0200019R,DDR04AM0200019R,DDR04AR0200019R,DDR05AM0200019R,DDR05AR0200019R,DDR06AM0200019R,DDR06AR0200019R,DDR07AM0200019R,DDR07AR0200019R,DDR08AM0200019R,DDR08AR0200019R,DDS00A00200019R,DDS00AA1200019R,DDS00AE2200019R,DDS00AM0200019R,DDS00AR0200019R,DDS04AM0200019R,DDS04AR0200019R,DDS05AM0200019R,DDS05AR0200019R,DDS06AM0200019R,DDS06AR0200019R,DDS07AM0200019R,DDS07AR0200019R,DDS08AM0200019R,DDS08AR0200019R,DDW00A00200019R,DDW00AA1200019R,DDW00AE2200019R,DDW00AM0200019R,DDW00AR0200019R,DDW04AM0200019R,DDW04AR0200019R,DDW05AM0200019R,DDW05AR0200019R,DDW06AM0200019R,DDW06AR0200019R,DDW07AM0200019R,DDW07AR0200019R,DDW08AM0200019R,DDW08AR0200019R,DISTNAME,DNC00A00200019R,DNC00AA1200019R,DNC00AE2200019R,DNC00AM0200019R,DNC00AR0200019R,DNC04AM0200019R,DNC04AR0200019R,DNC05AM0200019R,DNC05AR0200019R,DNC06AM0200019R,DNC06AR0200019R,DNC07AM0200019R,DNC07AR0200019R,DNC08AM0200019R,DNC08AR0200019R,DNM00A00200019R,DNM00AA1200019R,DNM00AE2200019R,DNM00AM0200019R,DNM00AR0200019R,DNM04AM0200019R,DNM04AR0200019R,DNM05AM0200019R,DNM05AR0200019R,DNM06AM0200019R,DNM06AR0200019R,DNM07AM0200019R,DNM07AR0200019R,DNM08AM0200019R,DNM08AR0200019R,DNS00A00200019R,DNS00AA1200019R,DNS00AE2200019R,DNS00AM0200019R,DNS00AR0200019R,DNS04AM0200019R,DNS04AR0200019R,DNS05AM0200019R,DNS05AR0200019R,DNS06AM0200019R,DNS06AR0200019R,DNS07AM0200019R,DNS07AR0200019R,DNS08AM0200019R,DNS08AR0200019R
"'137901",61,81,-1,63,58,66,69,78,83,36,36,56,44,-1,-1,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,100,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,73,64,61,61,60,58,53,71,42,39,60,56,80,76,63,72,80,63,63,-1,-1,54,75,61,33,55,60,86,79,60,74,62,60,60,58,56,52,72,42,39,59,54,79,77,64,81,65,63,65,60,63,54,80,41,44,64,57,83,75,61,72,62,60,61,60,58,52,70,41,39,60,57,80,78,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,57,66,63,58,56,59,53,52,59,42,35,57,55,77,78,60,68,61,58,62,55,62,56,77,37,36,53,52,79,81,56,35,59,50,62,56,67,63,65,47,59,46,56,62,71,59,75,75,61,58,50,50,81,100,35,45,68,47,69,50,"KINGSVILLE ISD",60,73,63,60,61,59,58,51,70,44,39,62,56,79,77,61,71,66,62,61,61,57,63,75,33,39,57,56,83,73,56,-1,-1,62,50,-1,-1,-1,-1,-1,-1,50,50,80,58
"'137902",68,.,.,59,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,100,.,73,68,58,71,72,77,70,30,64,81,100,90,63,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.,67,-1,.,70,63,53,61,74,76,74,19,57,74,100,91,73,100,.,74,73,67,78,72,84,72,28,63,82,100,92,70,100,.,73,68,60,70,72,78,73,28,60,81,100,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,100,.,71,64,48,63,72,70,69,31,66,80,100,88,68,.,.,71,65,35,65,68,74,91,19,43,60,100,93,60,-1,.,67,52,-1,-1,-1,-1,71,29,50,33,-1,-1,70,-1,.,71,70,50,75,70,70,63,37,75,79,100,100,"RICARDO ISD",70,100,.,73,68,56,71,73,78,72,27,66,85,100,86,71,-1,.,72,69,67,72,69,75,66,36,58,69,100,100,75,.,.,-1,-1,.,.,-1,-1,-1,-1,-1,-1,.,.
"'137903",53,.,-1,50,55,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,61,75,65,64,44,54,73,58,65,54,54,67,94,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,64,79,67,63,40,53,81,61,53,56,62,60,98,65,64,76,69,69,59,37,60,75,40,63,54,57,60,98,63,64,58,75,63,65,45,57,75,61,63,55,51,67,94,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,48,79,60,69,54,46,71,71,67,53,52,73,88,83,57,48,71,56,58,-1,-1,-1,-1,50,44,54,57,97,53,43,33,-1,47,38,-1,-1,-1,-1,-1,-1,25,50,-1,-1,66,71,75,70,63,40,40,67,50,71,50,63,75,95,70,"RIVIERA ISD",68,74,86,68,68,32,61,71,62,76,50,54,67,93,77,59,50,58,61,58,58,46,79,50,45,60,55,67,96,58,-1,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.
"'137904",68,-1,-1,56,80,-1,-1,-1,-1,-1,-1,.,.,-1,-1,92,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,91,-1,-1,88,94,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,89,67,70,75,37,72,82,89,42,53,63,92,96,78,70,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,69,88,71,65,72,31,71,82,92,33,46,63,85,93,73,72,89,67,72,73,44,69,80,91,31,44,70,96,96,77,71,85,70,68,74,34,76,80,85,36,47,59,91,98,77,100,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,73,88,67,69,76,33,74,84,87,55,64,57,89,95,79,63,75,59,60,67,25,75,82,91,11,36,40,80,100,73,81,.,.,75,88,-1,-1,-1,-1,.,.,.,.,-1,-1,73,100,50,75,70,20,30,85,100,57,68,71,100,90,75,"SANTA GERTRUDIS ISD",76,95,70,75,77,38,96,81,94,25,46,53,93,99,77,70,81,65,67,73,37,60,83,87,50,56,68,92,89,79,64,.,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.
"'138902",75,-1,-1,69,81,-1,-1,.,.,-1,-1,-1,-1,-1,-1,100,-1,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,38,69,76,70,79,79,64,75,79,40,92,92,88,92,100,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,-1,69,29,66,72,67,70,83,54,71,76,29,91,91,100,88,75,-1,75,76,74,74,76,73,77,79,38,92,100,81,100,67,-1,61,68,67,63,88,50,77,78,33,90,90,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,-1,63,76,65,93,86,40,70,79,43,93,86,-1,-1,72,42,71,69,75,71,82,60,70,80,50,-1,-1,-1,-1,72,-1,-1,82,63,-1,-1,-1,-1,.,.,-1,-1,-1,-1,77,-1,77,84,72,95,65,86,71,79,50,-1,-1,88,88,"KNOX CITY-O'BRIEN CISD",75,30,66,77,72,75,78,71,75,84,50,95,91,81,100,68,-1,75,71,65,92,83,50,75,64,14,-1,-1,-1,-1,73,.,-1,90,58,-1,-1,.,.,-1,-1,.,.,.,.
"'138903",72,-1,-1,64,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,.,.,100,60,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,93,73,73,67,73,60,90,79,31,38,47,74,96,78,75,-1,-1,80,71,.,.,-1,-1,.,.,-1,-1,-1,-1,70,88,78,72,68,75,55,97,81,35,54,38,73,94,75,71,100,72,74,69,78,59,83,79,25,40,43,93,100,79,67,86,92,66,68,69,63,91,73,21,33,38,88,100,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,88,75,71,65,63,63,94,78,36,36,50,60,89,78,72,90,70,74,71,79,71,97,70,19,46,44,100,100,77,81,.,-1,79,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,100,58,78,66,75,75,85,80,38,38,-1,-1,91,82,"MUNDAY CISD",70,93,75,71,69,62,54,88,76,35,35,43,83,94,84,71,.,-1,80,63,86,68,-1,-1,-1,-1,-1,-1,100,64,81,.,-1,75,86,-1,-1,-1,-1,-1,-1,.,.,-1,-1
"'138904",-1,.,.,-1,-1,.,.,.,.,.,.,.,.,-1,-1,70,-1,-1,80,60,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,82,90,71,74,81,44,60,75,89,89,57,71,59,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,90,-1,67,72,75,42,60,75,-1,-1,-1,-1,56,72,79,79,90,76,82,-1,-1,-1,-1,100,100,-1,-1,-1,-1,58,-1,-1,55,62,-1,-1,42,58,-1,-1,-1,-1,70,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,-1,.,67,66,-1,-1,43,79,-1,-1,-1,-1,57,71,66,-1,-1,68,65,-1,-1,75,58,-1,-1,.,.,60,100,67,-1,.,60,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,82,100,-1,81,84,83,42,-1,-1,93,100,-1,-1,50,92,"BENJAMIN ISD",66,92,-1,68,64,-1,-1,50,60,-1,-1,-1,-1,-1,-1,78,70,-1,74,81,90,60,70,90,90,100,-1,-1,57,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'139905",64,-1,.,61,68,-1,-1,-1,-1,40,20,-1,-1,-1,-1,75,-1,-1,57,93,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,78,66,71,75,57,77,96,95,28,34,83,86,82,83,59,33,-1,46,78,-1,-1,-1,-1,-1,-1,.,.,-1,-1,71,70,64,70,73,63,78,96,90,20,25,83,88,83,84,73,83,71,73,72,54,74,100,95,35,36,83,85,90,71,75,100,-1,74,75,50,100,100,92,42,17,69,75,100,83,65,-1,-1,40,81,-1,-1,.,.,.,.,-1,-1,-1,-1,74,74,61,70,77,60,79,91,95,15,30,83,88,76,91,73,50,70,68,79,41,94,95,98,21,26,80,84,85,87,55,33,43,50,59,50,83,90,100,0,0,56,75,90,60,74,81,65,73,74,61,73,96,95,28,34,86,87,81,81,"CHISUM ISD",73,77,63,72,73,57,74,96,96,28,28,84,86,79,81,75,79,75,69,81,58,83,95,86,25,54,80,90,90,90,61,-1,.,53,70,30,70,-1,-1,-1,-1,-1,-1,-1,-1
"'139909",72,79,83,72,72,84,69,62,70,53,53,63,63,82,90,64,95,50,64,63,38,60,68,70,53,56,82,58,75,85,84,-1,-1,81,88,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,-1,-1,.,.,67,85,64,70,64,57,61,72,68,58,45,73,70,82,79,63,81,63,66,59,56,59,73,66,56,41,64,64,79,70,64,79,60,67,62,55,62,69,65,56,42,69,67,79,78,70,87,68,72,67,57,63,74,70,59,52,73,68,85,80,68,83,69,68,68,65,66,63,61,53,52,66,77,83,82,62,-1,-1,54,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,82,60,68,62,58,59,70,67,58,38,73,72,77,79,63,76,54,65,60,60,61,66,67,52,40,66,60,77,80,58,48,52,58,58,60,57,81,63,56,44,55,62,48,73,71,86,62,76,66,61,60,78,74,68,41,84,74,83,84,"PARIS ISD",68,86,66,70,66,58,63,71,69,58,46,74,74,82,80,64,80,57,70,59,55,54,75,67,62,41,69,56,80,77,64,-1,-1,65,62,53,71,85,65,56,53,-1,-1,-1,-1
"'139911",71,75,80,69,73,-1,-1,94,88,33,33,60,90,90,80,66,-1,-1,70,63,73,73,92,83,28,39,-1,-1,-1,-1,63,-1,-1,75,50,.,.,.,.,-1,-1,-1,-1,-1,-1,83,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,69,72,70,72,66,68,56,93,76,42,37,78,83,84,76,68,-1,30,79,57,-1,-1,95,68,63,44,-1,-1,86,79,66,67,65,70,62,67,54,95,78,39,38,70,71,84,74,69,74,66,71,67,60,58,95,79,35,44,83,85,85,74,70,74,74,70,69,58,69,97,94,36,30,74,74,88,88,72,58,-1,62,83,67,92,-1,-1,-1,-1,64,86,-1,-1,69,69,75,73,64,77,54,90,73,48,29,73,81,83,77,66,57,65,68,64,62,53,91,78,39,32,76,78,79,74,60,50,68,66,54,81,55,88,52,44,35,79,63,60,58,69,72,72,72,65,68,53,91,74,42,38,80,84,84,75,"NORTH LAMAR ISD",70,73,68,73,67,69,58,92,74,44,40,81,85,83,77,65,65,79,69,61,66,52,93,79,36,27,66,75,92,68,63,-1,19,72,55,72,47,90,70,33,33,83,100,80,80
"'139912",72,-1,-1,75,68,-1,-1,-1,-1,-1,-1,-1,-1,.,.,82,.,-1,73,90,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,80,67,70,66,60,60,74,78,45,27,72,81,85,79,92,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,65,78,66,68,63,62,54,67,79,46,26,72,80,86,77,67,83,69,68,66,65,62,66,73,40,23,72,88,84,77,67,100,-1,73,60,-1,-1,80,-1,50,25,71,71,86,64,67,-1,-1,83,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,78,66,71,65,56,59,83,83,50,32,71,73,86,81,69,73,54,72,65,65,47,77,81,48,21,72,77,87,87,63,-1,67,64,62,83,33,75,88,57,14,-1,-1,58,83,67,78,67,69,65,61,59,74,75,44,28,71,81,86,81,"PRAIRILAND ISD",68,81,70,69,67,60,59,74,76,43,30,66,82,86,78,67,76,57,72,62,61,63,79,91,53,20,89,79,82,82,66,.,-1,72,61,75,44,75,83,50,43,-1,-1,-1,-1
"'140901",63,.,-1,66,60,58,83,-1,-1,29,17,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,70,36,74,64,57,86,100,100,40,22,83,72,100,80,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,70,-1,-1,75,66,67,83,-1,-1,29,25,92,75,100,80,71,-1,-1,82,61,-1,-1,-1,-1,-1,-1,90,80,100,90,67,70,33,71,62,57,86,-1,-1,33,19,83,72,100,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,-1,-1,69,66,-1,-1,-1,-1,33,30,-1,-1,100,70,67,-1,-1,72,63,58,83,-1,-1,50,30,-1,-1,-1,-1,59,-1,-1,75,44,.,.,.,.,-1,-1,-1,-1,-1,-1,90,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,"AMHERST ISD",71,70,42,75,66,67,83,-1,-1,50,25,79,79,100,92,63,.,-1,70,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'140904",62,-1,56,60,65,75,70,100,77,28,22,22,94,83,67,45,-1,-1,33,60,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,51,66,67,63,64,69,85,68,57,35,51,76,94,66,54,17,50,50,57,-1,-1,60,70,43,43,33,44,100,83,63,49,60,64,62,62,67,81,65,53,28,48,73,94,73,66,52,63,69,63,70,73,86,71,51,36,58,72,96,63,65,51,63,68,63,62,67,88,64,61,32,53,77,92,67,-1,-1,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,64,50,67,65,64,60,64,85,65,61,33,48,78,92,69,60,37,58,62,58,54,62,89,70,56,26,43,68,92,66,60,-1,63,69,53,50,42,91,77,43,14,70,30,95,80,69,71,79,71,68,75,75,83,81,54,36,58,83,100,61,"LITTLEFIELD ISD",64,48,63,66,62,63,68,85,66,53,33,54,75,92,68,68,61,80,70,66,68,72,88,78,67,40,43,77,100,61,60,-1,-1,62,58,50,58,-1,-1,-1,-1,-1,-1,-1,-1
"'140905",58,17,43,58,59,42,50,95,70,33,46,50,72,100,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,14,61,57,66,45,54,93,80,37,49,60,81,100,80,29,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,62,14,48,58,67,46,51,93,80,38,60,61,79,100,81,64,13,61,58,70,46,56,100,96,23,58,65,83,100,74,62,14,57,56,67,44,49,94,82,35,54,61,82,100,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,16,61,56,63,43,52,86,64,45,43,52,79,100,84,64,19,48,60,68,53,63,91,79,22,50,54,74,100,90,64,-1,50,59,67,80,90,.,.,-1,-1,20,50,100,79,64,17,73,58,69,46,71,-1,-1,50,38,55,77,100,70,"OLTON ISD",61,14,58,54,67,42,53,93,86,35,50,59,85,100,78,65,-1,72,66,63,54,54,92,58,44,44,60,65,100,85,57,-1,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.
"'140907",66,.,.,76,57,38,75,-1,-1,100,33,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,69,94,69,64,20,64,98,64,76,24,74,76,79,67,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,64,68,95,70,58,28,63,100,55,74,29,71,62,85,62,67,54,92,67,66,13,83,100,71,75,21,69,81,85,55,66,62,92,68,63,23,67,100,57,76,26,74,79,75,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,80,95,71,62,25,50,97,59,77,27,78,72,73,77,65,50,100,67,64,33,75,100,61,58,19,67,69,72,72,58,40,100,62,54,-1,-1,100,40,40,0,60,40,-1,-1,69,89,-1,74,64,-1,-1,90,100,75,19,73,73,-1,-1,"SPRINGLAKE-EARTH ISD",67,77,100,69,65,18,73,98,59,71,24,71,77,82,59,64,30,-1,69,60,25,33,100,83,-1,-1,-1,-1,-1,-1,75,.,.,-1,-1,-1,-1,-1,-1,.,.,-1,-1,.,.
"'140908",59,-1,-1,73,42,70,60,-1,-1,-1,-1,-1,-1,.,.,50,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,85,65,70,69,37,63,96,79,68,55,65,75,66,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,86,50,64,70,28,59,97,78,63,63,61,71,70,93,69,80,55,69,70,18,54,96,79,58,69,68,82,75,72,67,81,58,65,68,32,53,100,85,56,53,58,73,67,87,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,69,92,72,71,68,50,70,97,80,81,35,63,69,57,77,69,79,71,70,67,31,62,100,89,79,46,63,67,55,60,61,-1,-1,64,58,0,60,100,67,-1,-1,-1,-1,-1,-1,74,100,70,77,71,46,79,93,75,80,57,78,89,66,63,"SUDAN ISD",72,88,74,74,71,43,64,96,89,74,54,71,69,64,70,62,-1,44,59,65,27,62,96,58,50,56,50,89,72,83,70,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.
"'141901",65,-1,45,70,60,77,64,90,80,25,14,58,58,86,71,68,-1,85,67,70,44,63,93,82,25,25,83,93,94,63,53,.,-1,44,60,.,.,-1,-1,-1,-1,-1,50,-1,.,86,-1,-1,88,85,-1,-1,-1,-1,.,.,-1,-1,-1,-1,67,71,69,68,67,56,60,85,87,41,29,54,78,87,71,59,70,70,58,61,50,58,79,71,38,25,33,70,100,-1,64,61,63,65,63,55,57,85,87,37,24,52,71,86,71,70,73,71,70,71,49,64,85,88,47,37,57,79,88,74,67,67,67,69,66,63,57,82,86,38,26,64,76,87,71,56,-1,-1,44,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,68,66,66,62,63,57,84,86,37,22,51,77,86,68,65,58,65,64,65,50,57,86,89,33,13,47,74,90,71,56,46,68,54,58,35,44,87,86,23,8,47,75,78,61,67,72,68,68,67,55,62,86,89,44,30,50,80,86,71,"LAMPASAS ISD",68,68,72,69,68,56,63,86,89,46,29,53,79,89,69,64,78,57,65,64,54,56,81,83,28,28,56,77,83,76,61,-1,-1,60,63,60,60,58,92,46,23,50,94,-1,-1
"'141902",53,-1,-1,66,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,90,61,77,58,68,61,90,71,39,29,83,50,85,88,-1,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,66,85,60,76,54,73,58,91,69,42,25,83,43,91,86,68,92,70,78,57,50,79,91,73,55,32,79,42,100,70,69,88,71,77,59,70,50,88,75,41,23,81,50,90,90,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,68,88,56,75,60,86,43,90,70,19,25,88,63,75,100,61,84,50,73,47,80,60,83,67,29,8,81,47,86,86,37,70,-1,57,13,-1,-1,-1,-1,-1,-1,-1,-1,.,.,68,91,58,75,60,57,71,94,67,36,43,86,50,-1,-1,"LOMETA ISD",65,88,59,74,55,71,57,86,79,41,22,77,41,86,93,74,-1,-1,82,66,64,64,100,57,-1,-1,89,61,83,83,67,.,.,-1,-1,.,.,.,.,-1,-1,-1,-1,.,.
"'142901",66,46,63,63,69,71,57,58,83,50,40,79,86,100,86,-1,-1,.,-1,-1,.,.,-1,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,71,59,72,69,76,66,62,86,60,47,83,77,93,82,-1,.,.,-1,-1,.,.,.,.,-1,-1,.,.,.,.,70,69,58,71,69,74,65,59,86,59,47,82,77,93,83,73,78,62,76,71,74,67,66,90,63,50,88,80,97,74,71,70,59,72,70,74,67,62,87,59,47,83,76,93,85,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,68,64,55,68,68,77,64,57,80,57,44,77,73,91,89,68,58,53,67,69,70,54,68,88,50,47,75,72,88,92,67,36,38,65,70,50,25,91,91,55,58,66,69,83,100,72,81,-1,85,60,-1,-1,-1,-1,-1,-1,90,90,100,40,"COTULLA ISD",71,72,60,72,70,76,65,64,88,58,47,84,77,92,84,68,64,50,70,66,75,71,53,78,77,45,77,73,100,70,78,-1,.,73,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
