DISTRICT,DD007AMA1221R,DD007AMA1321R,DD007AMA1S21R,DD007ARE1221R,DD007ARE1321R,DD007ARE1S21R,DD007AWR1221R,DD007AWR1321R,DD007AWR1S21R,DD207AMA1221R,DD207AMA1321R,DD207AMA1S21R,DD207ARE1221R,DD207ARE1321R,DD207ARE1S21R,DD207AWR1221R,DD207AWR1321R,DD207AWR1S21R,DD307AMA1221R,DD307AMA1321R,DD307AMA1S21R,DD307ARE1221R,DD307ARE1321R,DD307ARE1S21R,DD307AWR1221R,DD307AWR1321R,DD307AWR1S21R,DD407AMA1221R,DD407AMA1321R,DD407AMA1S21R,DD407ARE1221R,DD407ARE1321R,DD407ARE1S21R,DD407AWR1221R,DD407AWR1321R,DD407AWR1S21R,DDA07AMA1221R,DDA07AMA1321R,DDA07AMA1S21R,DDA07ARE1221R,DDA07ARE1321R,DDA07ARE1S21R,DDA07AWR1221R,DDA07AWR1321R,DDA07AWR1S21R,DDB07AMA1221R,DDB07AMA1321R,DDB07AMA1S21R,DDB07ARE1221R,DDB07ARE1321R,DDB07ARE1S21R,DDB07AWR1221R,DDB07AWR1321R,DDB07AWR1S21R,DDE07AMA1221R,DDE07AMA1321R,DDE07AMA1S21R,DDE07ARE1221R,DDE07ARE1321R,DDE07ARE1S21R,DDE07AWR1221R,DDE07AWR1321R,DDE07AWR1S21R,DDF07AMA1221R,DDF07AMA1321R,DDF07AMA1S21R,DDF07ARE1221R,DDF07ARE1321R,DDF07ARE1S21R,DDF07AWR1221R,DDF07AWR1321R,DDF07AWR1S21R,DDH07AMA1221R,DDH07AMA1321R,DDH07AMA1S21R,DDH07ARE1221R,DDH07ARE1321R,DDH07ARE1S21R,DDH07AWR1221R,DDH07AWR1321R,DDH07AWR1S21R,DDI07AMA1221R,DDI07AMA1321R,DDI07AMA1S21R,DDI07ARE1221R,DDI07ARE1321R,DDI07ARE1S21R,DDI07AWR1221R,DDI07AWR1321R,DDI07AWR1S21R,DDL07AMA1221R,DDL07AMA1321R,DDL07AMA1S21R,DDL07ARE1221R,DDL07ARE1321R,DDL07ARE1S21R,DDL07AWR1221R,DDL07AWR1321R,DDL07AWR1S21R,DDM07AMA1221R,DDM07AMA1321R,DDM07AMA1S21R,DDM07ARE1221R,DDM07ARE1321R,DDM07ARE1S21R,DDM07AWR1221R,DDM07AWR1321R,DDM07AWR1S21R,DDR07AMA1221R,DDR07AMA1321R,DDR07AMA1S21R,DDR07ARE1221R,DDR07ARE1321R,DDR07ARE1S21R,DDR07AWR1221R,DDR07AWR1321R,DDR07AWR1S21R,DDS07AMA1221R,DDS07AMA1321R,DDS07AMA1S21R,DDS07ARE1221R,DDS07ARE1321R,DDS07ARE1S21R,DDS07AWR1221R,DDS07AWR1321R,DDS07AWR1S21R,DDW07AMA1221R,DDW07AMA1321R,DDW07AMA1S21R,DDW07ARE1221R,DDW07ARE1321R,DDW07ARE1S21R,DDW07AWR1221R,DDW07AWR1321R,DDW07AWR1S21R,DISTNAME,DNC07AMA1221R,DNC07AMA1321R,DNC07AMA1S21R,DNC07ARE1221R,DNC07ARE1321R,DNC07ARE1S21R,DNC07AWR1221R,DNC07AWR1321R,DNC07AWR1S21R,DNM07AMA1221R,DNM07AMA1321R,DNM07AMA1S21R,DNM07ARE1221R,DNM07ARE1321R,DNM07ARE1S21R,DNM07AWR1221R,DNM07AWR1321R,DNM07AWR1S21R,DNS07AMA1221R,DNS07AMA1321R,DNS07AMA1S21R,DNS07ARE1221R,DNS07ARE1321R,DNS07ARE1S21R,DNS07AWR1221R,DNS07AWR1321R,DNS07AWR1S21R
"'019902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0,57,45,29,79,36,3,64,10,0,40,18,9,64,18,9,45,18,0,50,35,15,73,30,4,56,14,0,52,48,33,81,39,7,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,62,42,26,77,32,0,55,7,0,53,10,10,63,13,3,39,18,0,27,25,8,42,8,8,25,8,0,64,56,38,87,43,3,70,"HOOKS ISD",15,0,63,44,27,78,34,2,63,7,0,47,47,35,82,39,6,67,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019903",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,24,81,62,24,71,42,12,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,18,91,55,9,73,40,13,73,60,0,100,60,0,80,83,17,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,31,75,63,31,69,30,10,65,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,0,80,68,26,89,68,26,79,46,13,79,"MAUD ISD",73,27,93,67,27,80,50,15,80,33,17,50,50,17,50,17,0,50,.,.,.,.,.,.,.,.,.
"'019905",-1,-1,-1,-1,-1,-1,-1,-1,-1,58,33,83,67,42,83,50,17,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,21,78,49,27,79,29,6,59,20,10,50,20,10,70,30,0,50,34,15,72,43,25,77,26,4,55,44,17,83,61,39,88,46,7,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,25,73,39,16,70,14,5,50,27,5,68,27,8,65,11,0,38,25,8,75,33,25,50,25,17,33,48,22,79,50,28,78,26,5,57,"NEW BOSTON ISD",50,26,78,48,28,76,31,7,56,35,13,77,52,26,84,26,3,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,40,80,60,40,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,33,7,73,53,26,74,44,12,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,8,72,55,27,68,39,11,77,29,3,76,51,27,78,53,13,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,10,69,55,24,71,35,10,71,21,2,64,33,13,58,20,4,67,13,13,50,33,22,67,33,11,56,36,6,70,53,25,74,43,9,83,"REDWATER ISD",33,8,69,48,25,68,48,11,78,33,4,79,66,28,90,34,14,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019907",21,6,66,35,20,69,17,2,48,38,6,69,25,13,81,25,6,75,60,50,80,67,67,83,67,50,67,.,.,.,.,.,.,.,.,.,27,9,62,43,29,71,31,8,61,11,4,44,28,15,57,18,5,49,18,5,51,31,18,60,20,5,52,26,10,64,47,33,77,40,12,75,28,7,72,50,32,78,29,5,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,47,14,0,48,3,0,28,28,8,59,39,24,64,22,5,48,6,1,35,16,6,44,6,1,34,21,9,28,24,14,39,21,12,28,46,15,78,61,46,85,48,13,76,"TEXARKANA ISD",31,10,64,45,32,72,32,9,65,16,6,52,37,18,67,24,6,49,25,0,75,43,14,86,29,0,43
"'019908",20,0,40,0,0,20,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,36,24,10,49,19,2,40,3,1,28,19,6,41,14,0,28,9,1,31,18,7,48,13,2,37,12,0,35,35,14,63,24,2,46,27,0,55,27,9,45,17,8,58,.,.,.,.,.,.,.,.,.,20,0,40,0,0,20,0,0,40,12,3,37,15,8,38,15,1,34,3,1,25,13,1,38,5,0,28,6,6,11,6,0,11,5,0,11,24,3,48,34,22,66,29,3,59,"LIBERTY-EYLAU ISD",8,2,33,23,9,49,18,1,39,23,0,43,27,13,50,23,3,42,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019909",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,32,91,41,29,76,32,3,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,24,88,47,29,65,24,0,71,83,67,92,67,42,92,50,0,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,14,91,27,23,68,23,5,64,.,.,.,.,.,.,.,.,.,0,0,80,0,0,20,0,0,20,57,37,93,47,33,80,33,3,80,"SIMMS ISD",40,25,85,45,25,65,30,0,70,71,43,100,36,36,93,36,7,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MALTA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'019911",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,10,85,56,26,87,73,35,95,.,.,.,.,.,.,.,.,.,67,0,83,83,17,100,83,50,100,55,9,86,67,43,90,77,45,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,11,83,44,6,83,67,22,89,67,0,100,67,17,100,67,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,11,84,61,28,86,76,38,95,"RED LICK ISD",60,4,88,67,25,92,80,40,100,33,20,80,40,27,80,60,27,87,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019912",38,13,75,38,13,88,13,0,38,25,13,88,50,25,88,50,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,52,22,84,65,44,86,48,12,82,21,8,67,38,12,65,30,7,63,30,14,72,48,24,76,26,6,70,42,18,81,65,42,82,45,14,80,33,8,92,42,33,92,42,0,58,.,.,.,.,.,.,.,.,.,38,13,75,38,13,88,13,0,38,62,26,88,65,45,90,50,9,85,19,7,64,33,7,70,11,2,57,38,31,54,46,15,62,36,14,57,60,26,86,72,51,89,52,14,89,"PLEASANT GROVE ISD",52,20,84,63,40,87,45,12,82,53,26,85,68,49,85,53,11,82,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'019913",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,0,60,40,40,80,20,20,20,.,.,.,.,.,.,.,.,.,40,0,60,40,40,80,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HUBBARD ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'019914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0,63,50,38,75,43,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,63,50,38,75,43,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,71,57,43,86,50,0,67,"LEARY ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'020901",17,4,52,44,23,69,32,9,62,24,8,66,54,34,89,46,9,80,34,13,76,79,59,92,76,40,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,5,56,51,27,74,37,12,69,16,3,49,51,26,72,39,9,73,14,4,48,38,17,64,25,6,59,21,6,57,54,28,78,42,14,76,17,4,53,42,19,69,28,7,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,44,23,8,53,13,1,43,20,5,56,48,27,71,34,10,63,10,1,41,28,12,56,17,4,49,18,5,30,19,7,31,16,5,28,29,7,67,56,31,78,36,12,68,"ALVIN ISD",21,5,59,53,29,77,39,13,71,18,5,50,45,24,68,33,9,62,33,6,83,36,18,82,36,9,73
"'020902",14,4,47,33,10,68,15,3,50,25,8,58,40,20,60,42,8,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,22,7,55,42,18,71,28,5,64,4,0,28,26,10,54,15,0,50,14,3,47,36,13,66,19,2,56,22,5,54,48,20,77,35,7,74,18,5,53,38,16,70,24,4,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,43,25,5,65,8,0,42,22,8,56,38,17,66,22,4,55,7,1,35,22,7,54,11,1,41,4,0,23,13,4,31,7,1,22,30,10,63,51,23,76,33,8,68,"ANGLETON ISD",22,6,57,43,19,73,28,5,66,20,8,49,42,16,61,24,7,56,11,0,56,33,22,67,11,0,56
"'020904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,19,76,35,26,71,30,15,69,.,.,.,.,.,.,.,.,.,39,22,83,33,22,78,28,17,50,27,18,70,27,18,70,25,13,72,42,8,83,42,42,83,25,17,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,21,83,45,34,72,34,17,66,19,5,62,10,10,48,0,0,38,40,0,40,40,40,60,20,0,40,41,24,76,37,24,70,33,16,73,"DANBURY ISD",45,24,80,37,29,76,33,19,73,15,0,62,31,15,54,15,0,54,.,.,.,.,.,.,.,.,.
"'020905",2,0,37,11,2,30,3,1,30,0,0,31,26,26,53,26,21,47,40,20,100,59,41,76,59,24,82,.,.,.,.,.,.,.,.,.,12,2,46,36,18,60,22,4,57,2,0,23,19,8,42,11,2,43,11,2,42,29,12,53,16,3,51,12,2,47,37,20,63,26,7,66,12,2,45,30,13,57,18,3,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,37,11,2,30,3,1,30,11,2,45,36,17,57,18,2,49,4,1,33,11,3,33,4,1,30,14,2,23,15,7,24,10,5,19,15,1,55,53,29,70,29,6,66,"BRAZOSPORT ISD",11,2,45,36,18,60,23,4,57,14,2,49,37,20,58,18,6,56,14,0,71,40,20,70,9,9,82
"'020906",-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,44,30,20,50,27,9,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,19,7,51,41,25,61,27,5,55,0,0,27,42,25,67,17,0,50,14,4,41,31,24,56,18,3,43,15,5,46,43,27,70,28,6,63,26,10,61,37,19,59,27,4,58,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,10,55,39,23,53,26,3,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,6,11,11,11,11,10,5,10,21,7,50,43,27,62,28,4,57,"SWEENY ISD",21,8,53,41,26,64,30,4,57,16,5,45,41,22,54,21,5,49,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'020907",17,11,44,22,0,44,12,0,47,40,20,60,60,60,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,57,31,14,54,15,2,41,17,4,54,25,13,38,4,4,33,20,7,48,22,9,44,9,1,33,32,12,57,29,17,56,16,4,46,26,7,50,25,5,47,8,0,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,13,44,25,0,44,13,0,47,28,9,58,32,13,52,14,1,37,6,2,29,8,2,27,4,0,18,0,0,7,0,0,3,3,0,3,33,12,60,33,17,60,19,3,44,"COLUMBIA-BRAZORIA ISD",29,10,57,32,14,53,16,2,41,36,12,61,24,15,61,12,3,45,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'020908",51,25,77,55,30,78,44,17,75,66,45,93,81,51,96,70,34,89,80,55,94,83,61,95,81,46,93,.,.,.,.,.,.,.,.,.,55,33,81,65,41,85,60,26,85,38,22,68,57,34,80,49,18,80,41,20,68,51,26,75,44,14,75,57,35,81,70,44,90,68,32,91,46,23,73,54,31,79,47,16,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,11,55,32,11,56,14,1,49,54,31,80,60,38,80,53,20,78,24,8,58,31,14,63,22,4,61,20,14,42,26,10,45,24,4,39,63,40,89,71,48,89,70,31,88,"PEARLAND ISD",58,35,83,67,43,87,63,28,86,44,26,73,56,35,80,48,16,80,42,19,85,59,41,85,46,19,88
"'020910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10,30,30,10,30,20,10,40,.,.,.,.,.,.,.,.,.,0,0,25,13,0,13,13,0,25,0,0,40,40,0,40,20,0,60,20,20,40,20,20,20,20,20,20,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"DAMON ISD",13,13,38,25,13,25,13,13,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'021803",.,.,.,.,.,.,33,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,36,9,73,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,10,80,.,.,.,.,.,.,25,0,75,-1,-1,-1,-1,-1,-1,30,10,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,"BRAZOS SCHOOL FOR INQUIRY & CREATI",-1,-1,-1,-1,-1,-1,44,11,89,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'021805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARROW ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'021901",21,2,59,38,12,65,25,8,52,26,16,53,67,33,85,52,15,85,42,16,74,76,51,92,75,48,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,8,65,59,35,80,47,18,74,14,4,49,28,15,54,24,5,54,17,4,52,38,18,64,24,7,56,29,8,68,64,42,87,56,25,81,28,5,63,54,26,76,33,10,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,48,20,4,44,6,4,29,30,8,62,53,28,73,38,11,68,17,3,54,34,16,65,23,8,53,18,7,44,19,14,42,17,5,31,38,11,74,66,43,87,56,21,82,"COLLEGE STATION ISD",30,8,67,61,36,82,49,19,76,29,9,61,51,32,72,40,15,70,40,10,60,59,35,65,35,12,53
"'021902",12,2,38,31,16,58,23,4,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,43,29,14,57,.,.,.,.,.,.,.,.,.,9,2,31,34,20,59,27,7,58,4,1,20,19,10,45,16,2,48,9,2,30,29,15,55,21,4,54,9,3,34,36,21,64,31,8,65,10,3,33,33,16,59,25,5,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,2,35,24,10,51,17,3,47,9,2,28,32,19,55,24,6,52,7,2,27,20,8,47,14,2,45,17,7,24,22,8,33,17,7,26,12,2,40,57,43,79,51,21,79,"BRYAN ISD",9,2,32,35,21,61,29,7,60,10,3,27,30,15,51,21,7,48,0,0,29,22,22,56,22,0,44
"'022004",0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,25,13,0,38,0,0,13,.,.,.,.,.,.,.,.,.,0,0,29,14,0,43,0,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,14,14,0,29,0,0,14,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,40,20,0,40,0,0,20,0,0,14,0,0,29,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TERLINGUA CSD",0,0,40,20,0,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'022901",13,0,38,25,25,38,14,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,8,55,45,25,64,28,4,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,0,44,31,17,56,17,0,51,26,14,63,51,34,69,34,6,66,23,6,51,47,21,57,22,2,57,.,.,.,.,.,.,.,.,.,0,0,17,0,0,17,0,0,40,16,3,47,39,16,61,22,3,49,3,3,28,10,3,41,4,0,29,10,0,20,0,0,30,0,0,10,13,9,65,39,30,78,39,4,57,"ALPINE ISD",23,10,58,48,27,71,31,4,60,14,5,48,38,19,48,20,5,50,.,.,.,.,.,.,.,.,.
"'022902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MARATHON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'022903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN VICENTE ISD",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'023902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,92,33,100,67,0,92,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,83,100,17,100,67,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,17,83,83,50,100,67,0,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,75,88,25,100,88,0,88,"SILVERTON ISD",55,18,91,91,36,100,64,0,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'024901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,1,29,32,17,57,20,1,56,.,.,.,.,.,.,.,.,.,4,0,26,28,12,52,15,0,51,6,0,29,28,14,58,22,2,64,7,1,29,32,17,58,20,1,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,29,35,20,57,18,0,49,2,2,14,16,10,35,11,0,32,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BROOKS COUNTY ISD",5,1,28,33,17,58,18,1,56,17,0,33,24,18,53,31,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'025901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,12,65,54,32,81,40,7,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,12,67,43,24,79,29,5,67,39,6,67,61,33,85,42,9,79,36,9,64,59,32,86,57,10,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,17,64,49,31,77,37,6,66,23,8,46,25,17,50,8,0,31,14,0,14,14,0,14,14,0,14,39,15,63,55,35,83,34,7,68,"BANGS ISD",38,13,67,63,42,88,45,11,81,33,10,62,35,10,65,29,0,52,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'025902",10,0,60,30,10,40,11,0,44,20,10,50,45,18,55,27,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,28,8,60,37,22,65,29,6,59,30,10,60,30,10,60,20,0,50,18,3,51,28,14,57,21,1,49,31,10,63,41,27,73,39,10,74,18,3,48,31,15,63,22,2,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,13,0,25,14,0,29,24,6,56,33,17,57,20,2,44,12,1,45,21,9,46,12,1,41,8,6,11,6,0,19,9,0,14,35,11,68,41,27,67,35,9,64,"BROWNWOOD ISD",28,8,61,39,23,65,30,6,61,25,10,55,31,18,62,25,5,52,17,0,50,33,17,83,0,0,50
