DISTRICT,D20GR21N,D20GR21R,D30GR21N,D30GR21R,D40GR21N,D40GR21R,DA0GA21N,DA0GA21P,DA0GE21N,DA0GE21P,DA0GH21N,DA0GH21P,DA0GM21N,DA0GM21P,DA0GN21N,DA0GN21P,DA0GR21N,DA0GR21R,DB0GR21N,DB0GR21R,DE0GR21N,DE0GR21R,DH0GR21N,DH0GR21R,DI0GR21N,DI0GR21R,DISTNAME,DL0GR21N,DL0GR21R,DR0GR21N,DR0GR21R,DS0GR21N,DS0GR21R,DW0GR21N,DW0GR21R
"'022004",0,0,1,12.5,0,0,5,62.5,2,25,0,0,0,0,1,12.5,8,100,0,0,4,50,5,62.5,0,0,"TERLINGUA CSD",2,25,3,37.5,2,25,2,25
"'022901",1,1.6,0,0,0,0,45,72.6,10,16.1,0,0,0,0,7,11.3,62,100,0,0,26,41.9,40,64.5,0,0,"ALPINE ISD",2,3.2,16,25.8,3,4.8,21,33.9
"'022902",0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,0,0,"MARATHON ISD",0,0,0,0,0,0,0,0
"'022903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN VICENTE ISD",.,.,.,.,.,.,.,.
"'023902",0,0,0,0,0,0,12,92.3,1,7.7,0,0,0,0,0,0,13,100,0,0,6,46.2,8,61.5,0,0,"SILVERTON ISD",2,15.4,4,30.8,3,23.1,5,38.5
"'024901",0,0,0,0,0,0,59,64.1,15,16.3,0,0,0,0,18,19.6,92,100,0,0,56,60.9,89,96.7,1,1.1,"BROOKS COUNTY ISD",3,3.3,44,47.8,7,7.6,2,2.2
"'025901",3,4.9,0,0,0,0,49,80.3,9,14.8,0,0,0,0,3,4.9,61,100,2,3.3,25,41,24,39.3,0,0,"BANGS ISD",1,1.6,13,21.3,2,3.3,32,52.5
"'025902",4,1.9,2,1,0,0,171,81.8,23,11,0,0,0,0,15,7.2,209,100,11,5.3,94,45,81,38.8,1,0.5,"BROWNWOOD ISD",2,1,116,55.5,22,10.5,110,52.6
"'025904",0,0,0,0,0,0,11,91.7,1,8.3,0,0,0,0,0,0,12,100,0,0,7,58.3,7,58.3,0,0,"BLANKET ISD",0,0,7,58.3,0,0,5,41.7
"'025905",0,0,0,0,0,0,9,37.5,15,62.5,0,0,0,0,0,0,24,100,1,4.2,12,50,8,33.3,0,0,"MAY ISD",0,0,8,33.3,3,12.5,15,62.5
"'025906",2,12.5,0,0,0,0,15,93.8,1,6.3,0,0,0,0,0,0,16,100,0,0,7,43.8,0,0,0,0,"ZEPHYR ISD",0,0,9,56.3,3,18.8,14,87.5
"'025908",0,0,0,0,0,0,9,90,0,0,0,0,0,0,1,10,10,100,1,10,6,60,3,30,0,0,"BROOKESMITH ISD",0,0,3,30,0,0,6,60
"'025909",2,2.8,1,1.4,0,0,62,86.1,7,9.7,0,0,0,0,3,4.2,72,100,1,1.4,26,36.1,17,23.6,0,0,"EARLY ISD",0,0,26,36.1,6,8.3,51,70.8
"'026901",5,4.4,1,0.9,0,0,96,84.2,1,0.9,0,0,0,0,17,14.9,114,100,7,6.1,45,39.5,47,41.2,0,0,"CALDWELL ISD",4,3.5,30,26.3,9,7.9,54,47.4
"'026902",1,3.8,0,0,0,0,11,42.3,9,34.6,0,0,0,0,6,23.1,26,100,5,19.2,20,76.9,12,46.2,0,0,"SOMERVILLE ISD",1,3.8,21,80.8,3,11.5,8,30.8
"'026903",3,8.3,0,0,0,0,22,61.1,12,33.3,0,0,0,0,2,5.6,36,100,10,27.8,20,55.6,7,19.4,0,0,"SNOOK ISD",1,2.8,9,25,7,19.4,16,44.4
"'027903",2,0.9,1,0.4,0,0,193,83.5,16,6.9,0,0,0,0,22,9.5,231,100,2,0.9,113,48.9,77,33.3,1,0.4,"BURNET CISD",6,2.6,95,41.1,19,8.2,148,64.1
"'027904",7,2.4,1,0.3,0,0,200,68.3,14,4.8,0,0,0,0,79,27,293,100,2,0.7,164,56,141,48.1,2,0.7,"MARBLE FALLS ISD",28,9.6,156,53.2,46,15.7,140,47.8
"'028902",3,0.8,0,0,1,0.3,241,63.6,15,4,0,0,0,0,123,32.5,379,100,11,2.9,278,73.4,292,77,2,0.5,"LOCKHART ISD",75,19.8,223,58.8,28,7.4,70,18.5
"'028903",1,1.2,1,1.2,0,0,76,88.4,0,0,0,0,0,0,10,11.6,86,100,4,4.7,54,62.8,53,61.6,0,0,"LULING ISD",7,8.1,53,61.6,7,8.1,27,31.4
"'028906",0,0,0,0,0,0,9,69.2,0,0,0,0,0,0,4,30.8,13,100,1,7.7,11,84.6,8,61.5,0,0,"PRAIRIE LEA ISD",1,7.7,2,15.4,1,7.7,4,30.8
"'029901",3,1.1,22,8.3,0,0,244,92.1,12,4.5,0,0,0,0,9,3.4,265,100,5,1.9,100,37.7,169,63.8,2,0.8,"CALHOUN COUNTY ISD",15,5.7,136,51.3,20,7.5,64,24.2
"'030901",0,0,1,3.4,0,0,23,79.3,0,0,0,0,0,0,6,20.7,29,100,0,0,13,44.8,1,3.4,0,0,"CROSS PLAINS ISD",1,3.4,8,27.6,3,10.3,27,93.1
"'030902",2,2,0,0,0,0,58,58.6,21,21.2,0,0,0,0,20,20.2,99,100,1,1,38,38.4,10,10.1,0,0,"CLYDE CISD",2,2,54,54.5,17,17.2,86,86.9
"'030903",0,0,0,0,0,0,10,62.5,1,6.3,0,0,0,0,5,31.3,16,100,0,0,9,56.3,2,12.5,0,0,"BAIRD ISD",0,0,10,62.5,2,12.5,14,87.5
"'030906",0,0,0,0,0,0,17,100,0,0,0,0,0,0,0,0,17,100,0,0,4,23.5,3,17.6,0,0,"EULA ISD",0,0,2,11.8,1,5.9,14,82.4
"'031901",1,0,2,0.1,1,0,2893,95.4,15,0.5,1,0,21,0.7,102,3.4,3032,100,5,0.2,2562,84.5,3004,99.1,0,0,"BROWNSVILLE ISD",435,14.3,1728,57,298,9.8,19,0.6
"'031903",4,0.3,3,0.2,1,0.1,1113,88.6,13,1,1,0.1,5,0.4,124,9.9,1256,100,6,0.5,967,77,1148,91.4,0,0,"HARLINGEN CISD",67,5.3,652,51.9,157,12.5,94,7.5
"'031905",2,0.8,0,0,0,0,246,97.6,0,0,1,0.4,1,0.4,4,1.6,252,100,0,0,198,78.6,248,98.4,0,0,"LA FERIA ISD",15,6,82,32.5,28,11.1,2,0.8
"'031906",1,0.1,0,0,0,0,629,83.5,2,0.3,0,0,0,0,122,16.2,753,100,1,0.1,592,78.6,735,97.6,0,0,"LOS FRESNOS CISD",50,6.6,228,30.3,65,8.6,16,2.1
"'031909",0,0,1,0.6,0,0,145,94.2,0,0,0,0,0,0,9,5.8,154,100,0,0,121,78.6,138,89.6,0,0,"POINT ISABEL ISD",22,14.3,93,60.4,15,9.7,15,9.7
"'031911",0,0,0,0,0,0,84,64.6,0,0,0,0,0,0,46,35.4,130,100,0,0,104,80,129,99.2,0,0,"RIO HONDO ISD",4,3.1,101,77.7,10,7.7,1,0.8
"'031912",0,0,0,0,0,0,631,93.1,1,0.1,0,0,0,0,46,6.8,678,100,0,0,583,86,676,99.7,0,0,"SAN BENITO CISD",72,10.6,281,41.4,65,9.6,2,0.3
"'031913",0,0,0,0,0,0,41,89.1,1,2.2,0,0,0,0,4,8.7,46,100,0,0,46,100,46,100,0,0,"SANTA MARIA ISD",6,13,18,39.1,4,8.7,0,0
"'031914",0,0,0,0,0,0,77,85.6,10,11.1,0,0,0,0,3,3.3,90,100,0,0,78,86.7,86,95.6,0,0,"SANTA ROSA ISD",3,3.3,43,47.8,13,14.4,4,4.4
"'031916",1,0.1,53,7.4,0,0,696,97.1,13,1.8,0,0,0,0,8,1.1,717,100,5,0.7,385,53.7,618,86.2,1,0.1,"SOUTH TEXAS ISD",19,2.6,137,19.1,24,3.3,39,5.4
"'032902",3,2.1,2,1.4,0,0,97,68.3,31,21.8,0,0,0,0,14,9.9,142,100,23,16.2,109,76.8,67,47.2,0,0,"PITTSBURG ISD",9,6.3,45,31.7,14,9.9,47,33.1
"'033901",0,0,0,0,0,0,10,90.9,0,0,0,0,0,0,1,9.1,11,100,1,9.1,1,9.1,0,0,0,0,"GROOM ISD",0,0,2,18.2,1,9.1,10,90.9
"'033902",2,3.5,0,0,0,0,48,84.2,0,0,0,0,0,0,9,15.8,57,100,2,3.5,8,14,3,5.3,1,1.8,"PANHANDLE ISD",0,0,22,38.6,7,12.3,49,86
"'033904",0,0,0,0,0,0,12,44.4,13,48.1,0,0,0,0,2,7.4,27,100,0,0,7,25.9,2,7.4,0,0,"WHITE DEER ISD",0,0,7,25.9,6,22.2,25,92.6
"'034901",8,7.7,2,1.9,0,0,69,66.3,26,25,0,0,0,0,9,8.7,104,100,37,35.6,63,60.6,11,10.6,0,0,"ATLANTA ISD",0,0,26,25,9,8.7,46,44.2
"'034902",1,16.7,0,0,0,0,0,0,6,100,0,0,0,0,0,0,6,100,0,0,5,83.3,0,0,0,0,"AVINGER ISD",0,0,0,0,1,16.7,5,83.3
"'034903",1,1.2,0,0,0,0,72,88.9,0,0,0,0,0,0,9,11.1,81,100,5,6.2,31,38.3,11,13.6,1,1.2,"HUGHES SPRINGS ISD",1,1.2,48,59.3,10,12.3,63,77.8
"'034905",2,3.3,0,0,0,0,53,86.9,0,0,0,0,0,0,8,13.1,61,100,8,13.1,26,42.6,3,4.9,0,0,"LINDEN-KILDARE CISD",0,0,13,21.3,7,11.5,48,78.7
"'034906",1,2.8,0,0,0,0,16,44.4,7,19.4,0,0,0,0,13,36.1,36,100,1,2.8,11,30.6,0,0,0,0,"MCLEOD ISD",0,0,17,47.2,4,11.1,34,94.4
"'034907",2,2.2,0,0,0,0,89,100,0,0,0,0,0,0,0,0,89,100,10,11.2,43,48.3,3,3.4,0,0,"QUEEN CITY ISD",0,0,22,24.7,10,11.2,74,83.1
"'034909",0,0,0,0,0,0,14,93.3,0,0,0,0,0,0,1,6.7,15,100,1,6.7,10,66.7,0,0,0,0,"BLOOMBURG ISD",0,0,8,53.3,1,6.7,14,93.3
"'035901",0,0,0,0,0,0,75,87.2,0,0,0,0,0,0,11,12.8,86,100,1,1.2,57,66.3,75,87.2,0,0,"DIMMITT ISD",15,17.4,24,27.9,7,8.1,10,11.6
"'035902",0,0,0,0,0,0,14,100,0,0,0,0,0,0,0,0,14,100,0,0,11,78.6,13,92.9,0,0,"HART ISD",1,7.1,6,42.9,0,0,1,7.1
"'035903",0,0,0,0,0,0,19,95,0,0,0,0,0,0,1,5,20,100,0,0,0,0,0,0,1,5,"NAZARETH ISD",0,0,5,25,0,0,19,95
"'036901",2,2,2,2,0,0,75,73.5,10,9.8,0,0,0,0,17,16.7,102,100,17,16.7,41,40.2,39,38.2,0,0,"ANAHUAC ISD",4,3.9,34,33.3,11,10.8,42,41.2
"'036902",9,2.3,11,2.9,0,0,371,96.4,0,0,0,0,0,0,14,3.6,385,100,19,4.9,67,17.4,94,24.4,0,0,"BARBERS HILL ISD",7,1.8,89,23.1,24,6.2,252,65.5
"'036903",2,2.2,1,1.1,0,0,68,75.6,15,16.7,0,0,0,0,7,7.8,90,100,10,11.1,43,47.8,38,42.2,0,0,"EAST CHAMBERS ISD",7,7.8,18,20,7,7.8,39,43.3
"'037901",4,8.3,0,0,0,0,22,45.8,25,52.1,0,0,0,0,1,2.1,48,100,12,25,38,79.2,14,29.2,0,0,"ALTO ISD",1,2.1,26,54.2,10,20.8,18,37.5
"'037904",8,2.6,2,0.7,0,0,216,71.5,1,0.3,0,0,0,0,85,28.1,302,100,52,17.2,208,68.9,151,50,2,0.7,"JACKSONVILLE ISD",30,9.9,105,34.8,27,8.9,87,28.8
"'037907",2,1.4,1,0.7,0,0,114,79.2,9,6.3,0,0,0,0,21,14.6,144,100,27,18.8,79,54.9,23,16,0,0,"RUSK ISD",6,4.2,62,43.1,16,11.1,91,63.2
"'037908",0,0,0,0,0,0,18,90,0,0,0,0,0,0,2,10,20,100,0,0,18,90,17,85,0,0,"NEW SUMMERFIELD ISD",5,25,7,35,1,5,3,15
"'037909",0,0,0,0,0,0,4,36.4,7,63.6,0,0,0,0,0,0,11,100,0,0,8,72.7,3,27.3,0,0,"WELLS ISD",1,9.1,8,72.7,0,0,8,72.7
"'038901",4,6,1,1.5,0,0,60,89.6,0,0,0,0,0,0,7,10.4,67,100,1,1.5,32,47.8,26,38.8,1,1.5,"CHILDRESS ISD",2,3,20,29.9,3,4.5,34,50.7
"'039902",1,1.9,0,0,0,0,42,80.8,4,7.7,0,0,0,0,6,11.5,52,100,0,0,12,23.1,6,11.5,0,0,"HENRIETTA ISD",0,0,19,36.5,6,11.5,45,86.5
"'039903",0,0,0,0,0,0,27,90,1,3.3,0,0,0,0,2,6.7,30,100,0,0,13,43.3,2,6.7,1,3.3,"PETROLIA CISD",0,0,6,20,5,16.7,27,90
"'039904",0,0,0,0,0,0,10,90.9,0,0,0,0,0,0,1,9.1,11,100,1,9.1,3,27.3,1,9.1,0,0,"BELLEVUE ISD",0,0,3,27.3,0,0,9,81.8
"'039905",0,0,0,0,0,0,5,62.5,0,0,0,0,0,0,3,37.5,8,100,0,0,4,50,1,12.5,0,0,"MIDWAY ISD",0,0,0,0,1,12.5,7,87.5
"'040901",0,0,0,0,0,0,26,89.7,1,3.4,0,0,0,0,2,6.9,29,100,0,0,23,79.3,26,89.7,0,0,"MORTON ISD",2,6.9,12,41.4,3,10.3,3,10.3
"'040902",0,0,0,0,0,0,23,92,0,0,0,0,0,0,2,8,25,100,0,0,14,56,15,60,0,0,"WHITEFACE CISD",1,4,8,32,1,4,10,40
"'041901",0,0,0,0,0,0,10,71.4,2,14.3,0,0,0,0,2,14.3,14,100,0,0,5,35.7,5,35.7,0,0,"BRONTE ISD",0,0,2,14.3,1,7.1,9,64.3
"'041902",0,0,0,0,0,0,10,55.6,2,11.1,0,0,0,0,6,33.3,18,100,0,0,13,72.2,5,27.8,0,0,"ROBERT LEE ISD",0,0,1,5.6,3,16.7,13,72.2
"'042901",0,0,0,0,0,0,56,84.8,2,3,0,0,0,0,8,12.1,66,100,2,3,23,34.8,17,25.8,0,0,"COLEMAN ISD",1,1.5,26,39.4,6,9.1,47,71.2
"'042903",1,7.1,0,0,0,0,13,92.9,1,7.1,0,0,0,0,0,0,14,100,0,0,14,100,3,21.4,0,0,"SANTA ANNA ISD",0,0,7,50,0,0,10,71.4
"'042905",0,0,1,14.3,0,0,4,57.1,3,42.9,0,0,0,0,0,0,7,100,0,0,7,100,2,28.6,0,0,"PANTHER CREEK CISD",0,0,2,28.6,2,28.6,4,57.1
"'043801",2,4.8,19,45.2,0,0,42,100,0,0,0,0,0,0,0,0,42,100,2,4.8,4,9.5,7,16.7,0,0,"IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS",1,2.4,1,2.4,0,0,12,28.6
"'043802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LONE STAR LANGUAGE ACADEMY",.,.,.,.,.,.,.,.
"'043901",62,3.6,330,19.4,7,0.4,1521,89.2,52,3,0,0,0,0,132,7.7,1705,100,210,12.3,304,17.8,248,14.5,8,0.5,"ALLEN ISD",54,3.2,273,16,137,8,840,49.3
"'043902",7,3.1,3,1.3,0,0,208,92.9,0,0,0,0,0,0,16,7.1,224,100,34,15.2,92,41.1,65,29,2,0.9,"ANNA ISD",7,3.1,113,50.4,30,13.4,113,50.4
"'043903",8,3.8,1,0.5,0,0,197,94.7,7,3.4,0,0,1,0.5,3,1.4,208,100,9,4.3,36,17.3,41,19.7,4,1.9,"CELINA ISD",3,1.4,60,28.8,10,4.8,145,69.7
"'043904",4,3.1,3,2.3,0,0,92,71.3,12,9.3,0,0,0,0,25,19.4,129,100,3,2.3,52,40.3,47,36.4,0,0,"FARMERSVILLE ISD",1,0.8,19,14.7,20,15.5,72,55.8
"'043905",155,3.3,1174,25.3,5,0.1,1468,31.7,9,0.2,0,0,0,0,3155,68.1,4632,100,499,10.8,569,12.3,698,15.1,24,0.5,"FRISCO ISD",99,2.1,712,15.4,294,6.3,2077,44.8
"'043907",57,3,105,5.5,3,0.2,1737,91.6,40,2.1,2,0.1,6,0.3,111,5.9,1896,100,268,14.1,466,24.6,441,23.3,13,0.7,"MCKINNEY ISD",77,4.1,450,23.7,158,8.3,1009,53.2
"'043908",13,5.2,3,1.2,0,0,0,0,0,0,0,0,0,0,249,100,249,100,34,13.7,37,14.9,43,17.3,0,0,"MELISSA ISD",2,0.8,27,10.8,17,6.8,156,62.7
"'043910",151,3.9,953,24.5,1,0,3283,84.3,77,2,2,0.1,9,0.2,524,13.5,3895,100,484,12.4,1157,29.7,899,23.1,7,0.2,"PLANO ISD",225,5.8,607,15.6,306,7.9,1400,35.9
"'043911",6,1.7,7,2,0,0,326,94.5,0,0,0,0,0,0,19,5.5,345,100,42,12.2,157,45.5,166,48.1,4,1.2,"PRINCETON ISD",23,6.7,87,25.2,36,10.4,120,34.8
"'043912",58,5.8,69,6.9,0,0,900,89.5,50,5,0,0,0,0,56,5.6,1006,100,101,10,90,8.9,127,12.6,3,0.3,"PROSPER ISD",20,2,170,16.9,65,6.5,648,64.4
"'043914",35,3.1,130,11.6,3,0.3,977,87.1,30,2.7,0,0,2,0.2,113,10.1,1122,100,148,13.2,283,25.2,248,22.1,6,0.5,"WYLIE ISD",53,4.7,249,22.2,86,7.7,552,49.2
"'043917",4,6.3,0,0,0,0,50,79.4,2,3.2,0,0,0,0,11,17.5,63,100,0,0,21,33.3,16,25.4,0,0,"BLUE RIDGE ISD",2,3.2,15,23.8,10,15.9,43,68.3
"'043918",3,1.5,5,2.5,0,0,188,94,5,2.5,0,0,0,0,7,3.5,200,100,11,5.5,87,43.5,69,34.5,1,0.5,"COMMUNITY ISD",25,12.5,67,33.5,21,10.5,111,55.5
"'043919",13,3.5,33,8.8,0,0,356,95.4,11,2.9,0,0,1,0.3,5,1.3,373,100,10,2.7,9,2.4,34,9.1,2,0.5,"LOVEJOY ISD",0,0,33,8.8,8,2.1,281,75.3
"'044902",2,6.3,0,0,0,0,28,87.5,2,6.3,0,0,0,0,2,6.3,32,100,1,3.1,15,46.9,18,56.3,0,0,"WELLINGTON ISD",2,6.3,8,25,3,9.4,11,34.4
"'045902",0,0,2,1.6,0,0,98,77.8,0,0,0,0,0,0,28,22.2,126,100,14,11.1,46,36.5,51,40.5,0,0,"COLUMBUS ISD",10,7.9,71,56.3,17,13.5,59,46.8
"'045903",1,1.1,0,0,0,0,74,85.1,12,13.8,0,0,0,0,1,1.1,87,100,18,20.7,62,71.3,49,56.3,0,0,"RICE CISD",2,2.3,49,56.3,7,8,19,21.8
"'045905",1,2,0,0,0,0,45,90,2,4,0,0,0,0,3,6,50,100,0,0,18,36,21,42,0,0,"WEIMAR ISD",6,12,17,34,6,12,28,56
"'046802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,2,100,0,0,2,100,1,50,0,0,"TRINITY CHARTER SCHOOL",1,50,2,100,1,50,1,50
"'046901",8,1.3,9,1.5,0,0,569,94,0,0,0,0,0,0,36,6,605,100,17,2.8,129,21.3,241,39.8,2,0.3,"NEW BRAUNFELS ISD",21,3.5,154,25.5,41,6.8,328,54.2
"'046902",61,3.7,27,1.7,3,0.2,1418,87.2,29,1.8,1,0.1,4,0.2,175,10.8,1627,100,56,3.4,359,22.1,611,37.6,3,0.2,"COMAL ISD",47,2.9,572,35.2,133,8.2,866,53.2
"'047901",0,0,1,1.2,0,0,78,90.7,0,0,0,0,0,0,8,9.3,86,100,0,0,45,52.3,38,44.2,1,1.2,"COMANCHE ISD",3,3.5,24,27.9,10,11.6,46,53.5
"'047902",1,2.2,0,0,0,0,43,95.6,1,2.2,0,0,0,0,1,2.2,45,100,0,0,22,48.9,11,24.4,0,0,"DE LEON ISD",0,0,25,55.6,6,13.3,33,73.3
"'047903",0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,7,100,0,0,4,57.1,6,85.7,0,0,"GUSTINE ISD",3,42.9,4,57.1,0,0,1,14.3
"'047905",0,0,0,0,0,0,11,100,0,0,0,0,0,0,0,0,11,100,0,0,8,72.7,1,9.1,0,0,"SIDNEY ISD",0,0,6,54.5,0,0,10,90.9
"'048901",0,0,1,5.9,0,0,15,88.2,0,0,0,0,0,0,2,11.8,17,100,1,5.9,9,52.9,11,64.7,0,0,"EDEN CISD",0,0,7,41.2,2,11.8,4,23.5
"'048903",1,7.1,0,0,0,0,3,21.4,11,78.6,0,0,0,0,0,0,14,100,0,0,11,78.6,8,57.1,0,0,"PAINT ROCK ISD",1,7.1,5,35.7,3,21.4,5,35.7
"'049901",5,2.8,2,1.1,0,0,138,76.7,33,18.3,0,0,1,0.6,8,4.4,180,100,13,7.2,91,50.6,103,57.2,1,0.6,"GAINESVILLE ISD",25,13.9,100,55.6,17,9.4,56,31.1
"'049902",2,4.5,1,2.3,0,0,35,79.5,5,11.4,0,0,0,0,4,9.1,44,100,0,0,6,13.6,2,4.5,0,0,"MUENSTER ISD",0,0,12,27.3,8,18.2,39,88.6
"'049903",0,0,0,0,0,0,47,81,2,3.4,0,0,0,0,9,15.5,58,100,1,1.7,21,36.2,18,31,1,1.7,"VALLEY VIEW ISD",3,5.2,10,17.2,7,12.1,38,65.5
"'049905",2,2.6,0,0,0,0,65,85.5,2,2.6,0,0,0,0,9,11.8,76,100,0,0,21,27.6,11,14.5,0,0,"CALLISBURG ISD",2,2.6,17,22.4,6,7.9,63,82.9
"'049906",1,3.6,0,0,0,0,25,89.3,0,0,0,0,0,0,3,10.7,28,100,0,0,16,57.1,5,17.9,0,0,"ERA ISD",0,0,6,21.4,4,14.3,22,78.6
"'049907",2,4.7,0,0,0,0,41,95.3,0,0,0,0,0,0,2,4.7,43,100,0,0,3,7,2,4.7,1,2.3,"LINDSAY ISD",0,0,5,11.6,1,2.3,38,88.4
"'049908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"WALNUT BEND ISD",.,.,.,.,.,.,.,.
"'049909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SIVELLS BEND ISD",.,.,.,.,.,.,.,.
"'050901",0,0,0,0,0,0,17,68,1,4,0,0,0,0,7,28,25,100,0,0,10,40,6,24,0,0,"EVANT ISD",0,0,10,40,2,8,19,76
"'050902",7,4.2,2,1.2,0,0,111,66.1,24,14.3,0,0,0,0,33,19.6,168,100,4,2.4,69,41.1,29,17.3,0,0,"GATESVILLE ISD",2,1.2,87,51.8,19,11.3,126,75
"'050904",2,15.4,0,0,0,0,9,69.2,0,0,0,0,0,0,4,30.8,13,100,0,0,9,69.2,4,30.8,0,0,"OGLESBY ISD",0,0,9,69.2,4,30.8,7,53.8
"'050909",0,0,0,0,0,0,21,100,0,0,0,0,0,0,0,0,21,100,0,0,12,57.1,4,19,0,0,"JONESBORO ISD",0,0,2,9.5,3,14.3,17,81
"'050910",44,8.7,10,2,15,3,378,75.1,13,2.6,0,0,0,0,112,22.3,503,100,92,18.3,244,48.5,137,27.2,2,0.4,"COPPERAS COVE ISD",16,3.2,155,30.8,45,8.9,203,40.4
"'051901",0,0,0,0,0,0,21,95.5,0,0,0,0,0,0,1,4.5,22,100,2,9.1,14,63.6,10,45.5,1,4.5,"PADUCAH ISD",1,4.5,10,45.5,6,27.3,9,40.9
"'052901",0,0,0,0,0,0,60,92.3,0,0,0,0,0,0,5,7.7,65,100,0,0,25,38.5,55,84.6,0,0,"CRANE ISD",10,15.4,34,52.3,5,7.7,10,15.4
"'053001",0,0,0,0,0,0,42,93.3,1,2.2,0,0,0,0,2,4.4,45,100,1,2.2,28,62.2,38,84.4,1,2.2,"CROCKETT COUNTY CONSOLIDATED CSD",4,8.9,21,46.7,3,6.7,5,11.1
"'054901",0,0,0,0,0,0,26,100,0,0,0,0,0,0,0,0,26,100,1,3.8,17,65.4,21,80.8,0,0,"CROSBYTON CISD",0,0,8,30.8,4,15.4,4,15.4
"'054902",0,0,0,0,0,0,14,82.4,0,0,0,0,0,0,3,17.6,17,100,0,0,12,70.6,14,82.4,0,0,"LORENZO ISD",1,5.9,8,47.1,4,23.5,3,17.6
"'054903",1,2.8,0,0,0,0,33,91.7,0,0,0,0,0,0,3,8.3,36,100,0,0,33,91.7,29,80.6,0,0,"RALLS ISD",1,2.8,20,55.6,6,16.7,6,16.7
"'055901",0,0,0,0,0,0,20,90.9,0,0,0,0,0,0,2,9.1,22,100,0,0,13,59.1,22,100,0,0,"CULBERSON COUNTY-ALLAMOORE ISD",1,4.5,12,54.5,1,4.5,0,0
"'056901",1,0.9,0,0,0,0,110,98.2,1,0.9,0,0,0,0,1,0.9,112,100,0,0,40,35.7,54,48.2,1,0.9,"DALHART ISD",8,7.1,14,12.5,5,4.5,56,50
"'056902",0,0,0,0,0,0,7,50,6,42.9,0,0,0,0,1,7.1,14,100,0,0,7,50,8,57.1,0,0,"TEXLINE ISD",1,7.1,2,14.3,2,14.3,6,42.9
"'057802",0,0,0,0,0,0,28,96.6,1,3.4,0,0,0,0,0,0,29,100,9,31,27,93.1,20,69,0,0,"PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES",6,20.7,19,65.5,10,34.5,0,0
"'057803",7,0.8,97,11.2,1,0.1,843,97.5,7,0.8,0,0,0,0,15,1.7,865,100,107,12.4,631,72.9,628,72.6,0,0,"UPLIFT EDUCATION",193,22.3,369,42.7,63,7.3,25,2.9
"'057804",25,2.9,5,0.6,0,0,275,31.8,198,22.9,1,0.1,1,0.1,391,45.2,866,100,215,24.8,796,91.9,579,66.9,3,0.3,"TEXANS CAN ACADEMIES",222,25.6,664,76.7,100,11.5,39,4.5
"'057805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LUMIN EDUCATION",.,.,.,.,.,.,.,.
"'057806",0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,25,100,3,12,15,60,22,88,0,0,"ADVANTAGE ACADEMY",9,36,21,84,4,16,0,0
"'057807",6,1.9,1,0.3,0,0,271,88,16,5.2,0,0,0,0,21,6.8,308,100,141,45.8,149,48.4,108,35.1,1,0.3,"LIFE SCHOOL",18,5.8,89,28.9,30,9.7,51,16.6
"'057808",1,3.4,4,13.8,0,0,29,100,0,0,0,0,0,0,0,0,29,100,8,27.6,15,51.7,15,51.7,0,0,"UNIVERSAL ACADEMY",2,6.9,2,6.9,3,10.3,1,3.4
"'057809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NOVA ACADEMY",.,.,.,.,.,.,.,.
"'057810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY OF DALLAS",.,.,.,.,.,.,.,.
"'057813",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINITY BASIN PREPARATORY",.,.,.,.,.,.,.,.
"'057814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ACADEMY FOR ACADEMIC EXCELLENCE",.,.,.,.,.,.,.,.
"'057816",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"A W BROWN LEADERSHIP ACADEMY",.,.,.,.,.,.,.,.
"'057819",0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,3,100,0,0,1,33.3,3,100,0,0,"JEAN MASSIEU ACADEMY",0,0,0,0,0,0,0,0
