DISTRICT,D20GR20N,D20GR20R,D30GR20N,D30GR20R,D40GR20N,D40GR20R,DA0GA20N,DA0GA20P,DA0GE20N,DA0GE20P,DA0GH20N,DA0GH20P,DA0GM20N,DA0GM20P,DA0GN20N,DA0GN20P,DA0GR20N,DA0GR20R,DB0GR20N,DB0GR20R,DE0GR20N,DE0GR20R,DH0GR20N,DH0GR20R,DI0GR20N,DI0GR20R,DISTNAME,DL0GR20N,DL0GR20R,DR0GR20N,DR0GR20R,DS0GR20N,DS0GR20R,DW0GR20N,DW0GR20R
"'221904",3,3.8,0,0,0,0,63,80.8,10,12.8,0,0,0,0,5,6.4,78,100,0,0,57,73.1,26,33.3,0,0,"MERKEL ISD",1,1.3,47,60.3,12,15.4,49,62.8
"'221905",0,0,0,0,1,12.5,4,50,1,12.5,0,0,0,0,3,37.5,8,100,0,0,4,50,0,0,0,0,"TRENT ISD",0,0,4,50,2,25,7,87.5
"'221911",2,2.3,1,1.1,0,0,64,73.6,7,8,0,0,0,0,16,18.4,87,100,0,0,10,11.5,8,9.2,1,1.1,"JIM NED CISD",0,0,26,29.9,7,8,75,86.2
"'221912",9,3.2,13,4.6,1,0.4,249,87.4,0,0,0,0,0,0,36,12.6,285,100,14,4.9,35,12.3,42,14.7,2,0.7,"WYLIE ISD",4,1.4,91,31.9,15,5.3,204,71.6
"'222901",0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,7,100,1,14.3,3,42.9,5,71.4,0,0,"TERRELL COUNTY ISD",0,0,3,42.9,1,14.3,1,14.3
"'223901",1,0.8,0,0,0,0,85,66.9,7,5.5,0,0,0,0,35,27.6,127,100,6,4.7,94,74,100,78.7,1,0.8,"BROWNFIELD ISD",6,4.7,57,44.9,15,11.8,19,15
"'223902",0,0,0,0,0,0,16,69.6,0,0,0,0,0,0,7,30.4,23,100,0,0,14,60.9,16,69.6,0,0,"MEADOW ISD",0,0,10,43.5,1,4.3,7,30.4
"'223904",1,6.3,0,0,0,0,15,93.8,0,0,0,0,0,0,1,6.3,16,100,0,0,7,43.8,8,50,0,0,"WELLMAN-UNION CISD",1,6.3,1,6.3,1,6.3,7,43.8
"'224901",0,0,0,0,0,0,9,81.8,1,9.1,1,9.1,0,0,0,0,11,100,0,0,3,27.3,4,36.4,0,0,"THROCKMORTON COLLEGIATE ISD",0,0,1,9.1,0,0,7,63.6
"'224902",0,0,0,0,0,0,5,35.7,9,64.3,0,0,0,0,0,0,14,100,0,0,4,28.6,1,7.1,0,0,"WOODSON ISD",0,0,4,28.6,2,14.3,13,92.9
"'225902",3,0.9,1,0.3,0,0,286,85.4,6,1.8,0,0,0,0,43,12.8,335,100,34,10.1,230,68.7,225,67.2,2,0.6,"MOUNT PLEASANT ISD",51,15.2,134,40,37,11,70,20.9
"'225906",0,0,0,0,0,0,79,74.5,1,0.9,0,0,0,0,26,24.5,106,100,1,0.9,41,38.7,36,34,1,0.9,"CHAPEL HILL ISD",9,8.5,13,12.3,10,9.4,68,64.2
"'225907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARTS BLUFF ISD",.,.,.,.,.,.,.,.
"'226801",1,1.4,0,0,0,0,54,78.3,0,0,0,0,0,0,15,21.7,69,100,4,5.8,25,36.2,37,53.6,1,1.4,"TEXAS LEADERSHIP PUBLIC SCHOOLS",2,2.9,31,44.9,8,11.6,26,37.7
"'226901",1,2.3,0,0,0,0,37,86,3,7,0,0,0,0,3,7,43,100,0,0,11,25.6,9,20.9,0,0,"CHRISTOVAL ISD",0,0,5,11.6,3,7,33,76.7
"'226903",14,1.8,8,1,0,0,463,58,97,12.2,1,0.1,0,0,237,29.7,798,100,30,3.8,372,46.6,491,61.5,2,0.3,"SAN ANGELO ISD",29,3.6,297,37.2,87,10.9,253,31.7
"'226905",1,5.6,0,0,0,0,16,88.9,0,0,0,0,0,0,2,11.1,18,100,0,0,12,66.7,5,27.8,0,0,"WATER VALLEY ISD",0,0,6,33.3,2,11.1,12,66.7
"'226906",2,2.4,0,0,0,0,74,88.1,0,0,0,0,0,0,10,11.9,84,100,0,0,8,9.5,16,19,0,0,"WALL ISD",0,0,9,10.7,5,6,66,78.6
"'226907",1,1.7,0,0,0,0,48,81.4,0,0,0,0,0,0,11,18.6,59,100,0,0,31,52.5,32,54.2,0,0,"GRAPE CREEK ISD",1,1.7,24,40.7,9,15.3,26,44.1
"'226908",1,4.5,0,0,0,0,0,0,19,86.4,0,0,0,0,3,13.6,22,100,0,0,8,36.4,10,45.5,0,0,"VERIBEST ISD",0,0,4,18.2,3,13.6,11,50
"'227506",1,1.4,3,4.2,0,0,42,58.3,0,0,0,0,0,0,30,41.7,72,100,1,1.4,1,1.4,12,16.7,1,1.4,"UNIVERSITY OF TEXAS AT AUSTIN H S",0,0,4,5.6,0,0,54,75
"'227803",0,0,0,0,0,0,12,26.7,12,26.7,0,0,0,0,21,46.7,45,100,4,8.9,32,71.1,38,84.4,0,0,"WAYSIDE SCHOOLS",21,46.7,35,77.8,4,8.9,3,6.7
"'227804",4,6.6,3,4.9,0,0,54,88.5,0,0,0,0,0,0,7,11.5,61,100,8,13.1,19,31.1,19,31.1,0,0,"NYOS CHARTER SCHOOL",3,4.9,9,14.8,6,9.8,27,44.3
"'227805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS EMPOWERMENT ACADEMY",.,.,.,.,.,.,.,.
"'227806",0,0,0,0,0,0,5,41.7,0,0,0,0,0,0,7,58.3,12,100,2,16.7,5,41.7,3,25,0,0,"UNIVERSITY OF TEXAS UNIVERSITY CHA",1,8.3,9,75,1,8.3,7,58.3
"'227814",2,8,2,8,1,4,19,76,0,0,0,0,0,0,6,24,25,100,2,8,0,0,2,8,0,0,"CHAPARRAL STAR ACADEMY",0,0,0,0,0,0,16,64
"'227816",6,2.9,25,12,0,0,152,73.1,30,14.4,0,0,0,0,26,12.5,208,100,14,6.7,133,63.9,134,64.4,0,0,"HARMONY SCIENCE ACADEMY (AUSTIN)",38,18.3,138,66.3,29,13.9,29,13.9
"'227817",0,0,0,0,0,0,12,85.7,1,7.1,0,0,0,0,1,7.1,14,100,2,14.3,7,50,8,57.1,0,0,"CEDARS INTERNATIONAL ACADEMY",0,0,0,0,2,14.3,4,28.6
"'227819",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"UNIVERSITY OF TEXAS ELEMENTARY CHA",.,.,.,.,.,.,.,.
"'227820",1,0.1,5,0.5,0,0,816,84.1,87,9,0,0,0,0,67,6.9,970,100,152,15.7,816,84.1,802,82.7,0,0,"KIPP TEXAS PUBLIC SCHOOLS",176,18.1,397,40.9,87,9,10,1
"'227821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AUSTIN DISCOVERY SCHOOL",.,.,.,.,.,.,.,.
"'227824",0,0,0,0,0,0,40,65.6,3,4.9,0,0,0,0,18,29.5,61,100,9,14.8,52,85.2,50,82,0,0,"PROMESA PUBLIC SCHOOLS",16,26.2,42,68.9,7,11.5,2,3.3
"'227825",2,2.4,0,0,0,0,82,96.5,0,0,0,0,0,0,3,3.5,85,100,5,5.9,75,88.2,77,90.6,0,0,"AUSTIN ACHIEVE PUBLIC SCHOOLS",31,36.5,64,75.3,3,3.5,1,1.2
"'227826",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MONTESSORI FOR ALL",.,.,.,.,.,.,.,.
"'227827",3,1.2,1,0.4,1,0.4,0,0,0,0,0,0,220,90.9,22,9.1,242,100,59,24.4,218,90.1,108,44.6,4,1.7,"THE EXCEL CENTER (FOR ADULTS)",0,0,99,40.9,0,0,66,27.3
"'227829",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VALOR PUBLIC SCHOOLS",.,.,.,.,.,.,.,.
"'227901",126,2.8,241,5.3,4,0.1,4016,88.7,125,2.8,1,0,35,0.8,353,7.8,4530,100,343,7.6,1836,40.5,2337,51.6,6,0.1,"AUSTIN ISD",561,12.4,1588,35.1,440,9.7,1473,32.5
"'227904",65,3.8,168,9.8,4,0.2,1582,91.9,16,0.9,0,0,8,0.5,115,6.7,1721,100,311,18.1,737,42.8,787,45.7,4,0.2,"PFLUGERVILLE ISD",136,7.9,652,37.9,157,9.1,382,22.2
"'227907",12,2.1,19,3.4,1,0.2,488,86.5,35,6.2,6,1.1,2,0.4,33,5.9,564,100,139,24.6,357,63.3,359,63.7,2,0.4,"MANOR ISD",87,15.4,320,56.7,54,9.6,32,5.7
"'227909",25,3.6,99,14.2,1,0.1,650,93.5,0,0,0,0,4,0.6,41,5.9,695,100,6,0.9,28,4,77,11.1,1,0.1,"EANES ISD",6,0.9,27,3.9,44,6.3,486,69.9
"'227910",8,1.1,7,1,1,0.1,451,62.1,12,1.7,0,0,7,1,256,35.3,726,100,69,9.5,567,78.1,608,83.7,1,0.1,"DEL VALLE ISD",137,18.9,439,60.5,92,12.7,32,4.4
"'227912",2,2,3,3,0,0,89,89.9,1,1,0,0,0,0,9,9.1,99,100,0,0,17,17.2,24,24.2,0,0,"LAGO VISTA ISD",3,3,21,21.2,6,6.1,70,70.7
"'227913",32,4.3,41,5.6,2,0.3,677,91.9,10,1.4,1,0.1,4,0.5,45,6.1,737,100,8,1.1,80,10.9,151,20.5,1,0.1,"LAKE TRAVIS ISD",17,2.3,139,18.9,47,6.4,502,68.1
"'228901",1,2.1,0,0,0,0,29,61.7,0,0,0,0,0,0,18,38.3,47,100,6,12.8,24,51.1,7,14.9,0,0,"GROVETON ISD",0,0,12,25.5,7,14.9,33,70.2
"'228903",1,1.2,1,1.2,0,0,72,88.9,1,1.2,0,0,0,0,8,9.9,81,100,13,16,54,66.7,25,30.9,0,0,"TRINITY ISD",10,12.3,46,56.8,8,9.9,41,50.6
"'228904",0,0,0,0,0,0,3,60,2,40,0,0,0,0,0,0,5,100,0,0,4,80,0,0,0,0,"CENTERVILLE ISD",0,0,0,0,2,40,5,100
"'228905",0,0,0,0,0,0,8,53.3,7,46.7,0,0,0,0,0,0,15,100,0,0,6,40,1,6.7,0,0,"APPLE SPRINGS ISD",0,0,2,13.3,0,0,14,93.3
"'229901",0,0,0,0,0,0,24,72.7,3,9.1,0,0,0,0,6,18.2,33,100,1,3,21,63.6,4,12.1,0,0,"COLMESNEIL ISD",0,0,3,9.1,4,12.1,28,84.8
"'229903",3,3.4,0,0,0,0,71,79.8,8,9,0,0,0,0,10,11.2,89,100,22,24.7,50,56.2,6,6.7,3,3.4,"WOODVILLE ISD",0,0,19,21.3,14,15.7,55,61.8
"'229904",1,1.4,0,0,0,0,56,81.2,6,8.7,0,0,0,0,7,10.1,69,100,1,1.4,31,44.9,5,7.2,2,2.9,"WARREN ISD",0,0,10,14.5,3,4.3,60,87
"'229905",0,0,0,0,0,0,19,65.5,0,0,0,0,1,3.4,9,31,29,100,0,0,21,72.4,2,6.9,1,3.4,"SPURGER ISD",1,3.4,9,31,6,20.7,26,89.7
"'229906",0,0,0,0,0,0,10,83.3,2,16.7,0,0,0,0,0,0,12,100,0,0,2,16.7,0,0,0,0,"CHESTER ISD",0,0,5,41.7,2,16.7,12,100
"'230901",5,10,0,0,0,0,40,80,0,0,0,0,0,0,10,20,50,100,3,6,24,48,7,14,0,0,"BIG SANDY ISD",2,4,14,28,7,14,35,70
"'230902",8,5,1,0.6,0,0,157,98.7,0,0,0,0,1,0.6,1,0.6,159,100,28,17.6,107,67.3,30,18.9,2,1.3,"GILMER ISD",5,3.1,43,27,14,8.8,90,56.6
"'230903",1,1.7,0,0,0,0,52,86.7,0,0,0,0,0,0,8,13.3,60,100,5,8.3,31,51.7,11,18.3,0,0,"ORE CITY ISD",0,0,27,45,3,5,43,71.7
"'230904",0,0,0,0,0,0,0,0,3,16.7,0,0,0,0,15,83.3,18,100,3,16.7,8,44.4,4,22.2,0,0,"UNION HILL ISD",0,0,3,16.7,0,0,11,61.1
"'230905",1,1.6,0,0,0,0,36,57.1,27,42.9,0,0,0,0,0,0,63,100,0,0,14,22.2,5,7.9,0,0,"HARMONY ISD",0,0,12,19,3,4.8,57,90.5
"'230906",4,4.4,0,0,0,0,83,91.2,4,4.4,1,1.1,0,0,3,3.3,91,100,7,7.7,28,30.8,12,13.2,0,0,"NEW DIANA ISD",1,1.1,21,23.1,4,4.4,68,74.7
"'230908",1,2.2,0,0,0,0,37,80.4,5,10.9,0,0,0,0,4,8.7,46,100,1,2.2,19,41.3,2,4.3,1,2.2,"UNION GROVE ISD",0,0,8,17.4,2,4.3,41,89.1
"'231901",0,0,0,0,0,0,11,31.4,22,62.9,0,0,0,0,2,5.7,35,100,1,2.9,21,60,25,71.4,0,0,"MCCAMEY ISD",4,11.4,12,34.3,3,8.6,9,25.7
"'231902",0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,15,100,0,0,8,53.3,7,46.7,0,0,"RANKIN ISD",0,0,3,20,0,0,8,53.3
"'232901",0,0,0,0,0,0,22,95.7,0,0,0,0,0,0,1,4.3,23,100,0,0,7,30.4,11,47.8,0,0,"KNIPPA ISD",1,4.3,8,34.8,1,4.3,12,52.2
"'232902",1,2.5,0,0,0,0,27,67.5,4,10,0,0,0,0,9,22.5,40,100,0,0,28,70,29,72.5,0,0,"SABINAL ISD",2,5,7,17.5,4,10,10,25
"'232903",0,0,2,0.6,0,0,210,67.5,1,0.3,0,0,2,0.6,98,31.5,311,100,0,0,237,76.2,269,86.5,0,0,"UVALDE CISD",10,3.2,124,39.9,39,12.5,40,12.9
"'232904",1,3.7,1,3.7,0,0,18,66.7,1,3.7,0,0,0,0,8,29.6,27,100,0,0,11,40.7,3,11.1,0,0,"UTOPIA ISD",1,3.7,7,25.9,2,7.4,22,81.5
"'233901",4,0.6,4,0.6,0,0,647,92.3,0,0,0,0,0,0,54,7.7,701,100,7,1,476,67.9,652,93,1,0.1,"SAN FELIPE-DEL RIO CISD",63,9,412,58.8,65,9.3,33,4.7
"'233903",0,0,1,14.3,0,0,0,0,7,100,0,0,0,0,0,0,7,100,0,0,4,57.1,3,42.9,0,0,"COMSTOCK ISD",0,0,1,14.3,0,0,3,42.9
"'234801",0,0,0,0,0,0,0,0,7,33.3,0,0,0,0,14,66.7,21,100,0,0,17,81,1,4.8,0,0,"RANCH ACADEMY",0,0,16,76.2,6,28.6,20,95.2
"'234902",3,2,0,0,0,0,143,93.5,5,3.3,0,0,0,0,5,3.3,153,100,3,2,43,28.1,11,7.2,3,2,"CANTON ISD",4,2.6,22,14.4,12,7.8,133,86.9
"'234903",2,2.9,0,0,0,0,65,92.9,0,0,0,0,0,0,5,7.1,70,100,1,1.4,23,32.9,4,5.7,0,0,"EDGEWOOD ISD",1,1.4,26,37.1,9,12.9,63,90
"'234904",0,0,0,0,0,0,73,96.1,2,2.6,0,0,0,0,1,1.3,76,100,0,0,37,48.7,17,22.4,0,0,"GRAND SALINE ISD",3,3.9,37,48.7,7,9.2,59,77.6
"'234905",0,0,0,0,0,0,28,93.3,1,3.3,0,0,0,0,1,3.3,30,100,1,3.3,10,33.3,3,10,0,0,"MARTINS MILL ISD",0,0,3,10,1,3.3,26,86.7
"'234906",4,2.2,1,0.6,0,0,155,86.1,1,0.6,0,0,0,0,24,13.3,180,100,5,2.8,68,37.8,34,18.9,1,0.6,"VAN ISD",4,2.2,76,42.2,23,12.8,135,75
"'234907",3,1.8,0,0,0,0,123,75.5,1,0.6,0,0,1,0.6,38,23.3,163,100,8,4.9,84,51.5,44,27,1,0.6,"WILLS POINT ISD",8,4.9,58,35.6,19,11.7,107,65.6
"'234909",0,0,1,4.2,0,0,9,37.5,0,0,0,0,0,0,15,62.5,24,100,0,0,13,54.2,1,4.2,0,0,"FRUITVALE ISD",1,4.2,7,29.2,1,4.2,22,91.7
"'235901",1,1.8,0,0,0,0,20,36.4,30,54.5,0,0,4,7.3,1,1.8,55,100,2,3.6,36,65.5,47,85.5,0,0,"BLOOMINGTON ISD",8,14.5,28,50.9,10,18.2,5,9.1
"'235902",10,1.1,14,1.6,2,0.2,726,81.8,3,0.3,0,0,3,0.3,156,17.6,888,100,79,8.9,529,59.6,552,62.2,1,0.1,"VICTORIA ISD",21,2.4,501,56.4,84,9.5,230,25.9
"'235904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NURSERY ISD",.,.,.,.,.,.,.,.
"'236801",0,0,1,5.6,0,0,0,0,2,11.1,0,0,0,0,16,88.9,18,100,1,5.6,18,100,5,27.8,0,0,"RAVEN SCHOOL",1,5.6,13,72.2,4,22.2,11,61.1
"'236802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAM HOUSTON STATE UNIVERSITY CHART",.,.,.,.,.,.,.,.
"'236901",0,0,0,0,0,0,53,84.1,0,0,0,0,0,0,10,15.9,63,100,6,9.5,18,28.6,11,17.5,0,0,"NEW WAVERLY ISD",0,0,9,14.3,4,6.3,46,73
"'236902",26,3.5,19,2.6,1,0.1,591,79.6,20,2.7,0,0,2,0.3,129,17.4,742,100,119,16,330,44.5,243,32.7,4,0.5,"HUNTSVILLE ISD",31,4.2,229,30.9,44,5.9,330,44.5
"'237902",1,1,0,0,1,1,85,85.9,0,0,0,0,0,0,14,14.1,99,100,22,22.2,68,68.7,57,57.6,0,0,"HEMPSTEAD ISD",6,6.1,53,53.5,2,2,18,18.2
"'237904",9,1.9,3,0.6,0,0,365,76.4,31,6.5,2,0.4,1,0.2,79,16.5,478,100,42,8.8,286,59.8,281,58.8,0,0,"WALLER ISD",64,13.4,182,38.1,20,4.2,143,29.9
"'237905",3,2.2,1,0.7,0,0,16,11.6,116,84.1,0,0,0,0,6,4.3,138,100,19,13.8,114,82.6,106,76.8,0,0,"ROYAL ISD",25,18.1,92,66.7,13,9.4,9,6.5
"'238902",0,0,2,1.3,0,0,112,72.7,2,1.3,0,0,0,0,40,26,154,100,11,7.1,50,32.5,109,70.8,1,0.6,"MONAHANS-WICKETT-PYOTE ISD",13,8.4,63,40.9,12,7.8,31,20.1
"'238904",0,0,0,0,0,0,1,6.7,10,66.7,0,0,0,0,4,26.7,15,100,0,0,7,46.7,12,80,0,0,"GRANDFALLS-ROYALTY ISD",0,0,2,13.3,2,13.3,3,20
"'239901",4,1.3,5,1.6,0,0,190,59.6,30,9.4,0,0,0,0,99,31,319,100,68,21.3,133,41.7,92,28.8,1,0.3,"BRENHAM ISD",13,4.1,145,45.5,45,14.1,149,46.7
"'239903",0,0,0,0,0,0,25,92.6,1,3.7,0,0,0,0,1,3.7,27,100,5,18.5,14,51.9,4,14.8,0,0,"BURTON ISD",0,0,5,18.5,2,7.4,18,66.7
"'240801",0,0,0,0,0,0,113,86.9,2,1.5,0,0,3,2.3,12,9.2,130,100,0,0,105,80.8,130,100,0,0,"TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO",52,40,98,75.4,16,12.3,0,0
"'240901",0,0,1,0.1,0,0,933,60.5,527,34.2,1,0.1,6,0.4,74,4.8,1541,100,2,0.1,1466,95.1,1538,99.8,0,0,"LAREDO ISD",351,22.8,740,48,134,8.7,0,0
"'240903",1,0,10,0.3,0,0,2936,89.4,20,0.6,0,0,26,0.8,301,9.2,3283,100,5,0.2,2382,72.6,3252,99.1,1,0,"UNITED ISD",456,13.9,1466,44.7,236,7.2,14,0.4
"'240904",0,0,0,0,0,0,18,100,0,0,0,0,0,0,0,0,18,100,0,0,12,66.7,18,100,0,0,"WEBB CISD",0,0,4,22.2,2,11.1,0,0
"'241901",4,4.4,1,1.1,0,0,88,97.8,0,0,0,0,0,0,2,2.2,90,100,10,11.1,39,43.3,45,50,0,0,"BOLING ISD",0,0,24,26.7,6,6.7,30,33.3
"'241902",0,0,0,0,0,0,63,80.8,7,9,0,0,1,1.3,7,9,78,100,3,3.8,19,24.4,18,23.1,0,0,"EAST BERNARD ISD",0,0,11,14.1,5,6.4,57,73.1
"'241903",2,0.8,0,0,0,0,234,95.1,0,0,0,0,0,0,12,4.9,246,100,22,8.9,130,52.8,151,61.4,0,0,"EL CAMPO ISD",16,6.5,89,36.2,22,8.9,71,28.9
"'241904",0,0,1,0.7,0,0,119,85.6,0,0,0,0,0,0,20,14.4,139,100,39,28.1,93,66.9,79,56.8,0,0,"WHARTON ISD",4,2.9,48,34.5,14,10.1,20,14.4
"'241906",0,0,0,0,0,0,36,94.7,1,2.6,0,0,0,0,1,2.6,38,100,2,5.3,21,55.3,19,50,1,2.6,"LOUISE ISD",6,15.8,8,21.1,2,5.3,16,42.1
"'242902",1,3.7,1,3.7,0,0,24,88.9,1,3.7,0,0,0,0,2,7.4,27,100,0,0,14,51.9,6,22.2,0,0,"SHAMROCK ISD",0,0,9,33.3,4,14.8,19,70.4
"'242903",0,0,0,0,0,0,27,96.4,0,0,0,0,0,0,1,3.6,28,100,1,3.6,18,64.3,17,60.7,0,0,"WHEELER ISD",2,7.1,10,35.7,2,7.1,10,35.7
"'242905",0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,10,100,0,0,6,60,1,10,0,0,"KELTON ISD",0,0,1,10,1,10,9,90
"'242906",1,7.7,0,0,0,0,11,84.6,0,0,0,0,0,0,2,15.4,13,100,1,7.7,3,23.1,2,15.4,0,0,"FORT ELLIOTT CISD",0,0,1,7.7,3,23.1,9,69.2
"'243901",19,8.6,3,1.4,0,0,121,54.8,15,6.8,0,0,2,0.9,83,37.6,221,100,13,5.9,90,40.7,30,13.6,0,0,"BURKBURNETT ISD",1,0.5,77,34.8,22,10,156,70.6
"'243902",3,13.6,0,0,0,0,14,63.6,7,31.8,0,0,0,0,1,4.5,22,100,2,9.1,13,59.1,5,22.7,0,0,"ELECTRA ISD",0,0,6,27.3,0,0,12,54.5
"'243903",4,3.3,3,2.5,0,0,113,93.4,0,0,0,0,0,0,8,6.6,121,100,1,0.8,40,33.1,14,11.6,0,0,"IOWA PARK CISD",1,0.8,44,36.4,8,6.6,99,81.8
"'243905",40,4.4,35,3.8,2,0.2,792,86.7,5,0.5,2,0.2,2,0.2,112,12.3,913,100,122,13.4,464,50.8,325,35.6,7,0.8,"WICHITA FALLS ISD",29,3.2,415,45.5,127,13.9,382,41.8
"'243906",4,5.2,0,0,0,0,67,87,3,3.9,0,0,0,0,7,9.1,77,100,8,10.4,49,63.6,21,27.3,1,1.3,"CITY VIEW ISD",0,0,13,16.9,9,11.7,43,55.8
"'244901",1,50,0,0,0,0,0,0,2,100,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,"HARROLD ISD",0,0,0,0,0,0,1,50
"'244903",1,0.9,5,4.3,0,0,95,81.9,2,1.7,0,0,0,0,19,16.4,116,100,10,8.6,66,56.9,46,39.7,2,1.7,"VERNON ISD",5,4.3,64,55.2,12,10.3,52,44.8
"'244905",0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,15,100,0,0,6,40,4,26.7,0,0,"NORTHSIDE ISD",0,0,2,13.3,2,13.3,11,73.3
"'245901",0,0,0,0,0,0,25,92.6,2,7.4,0,0,0,0,0,0,27,100,0,0,18,66.7,26,96.3,0,0,"LASARA ISD",1,3.7,7,25.9,2,7.4,1,3.7
"'245902",0,0,1,0.8,0,0,118,99.2,1,0.8,0,0,0,0,0,0,119,100,0,0,96,80.7,115,96.6,0,0,"LYFORD CISD",6,5,44,37,13,10.9,3,2.5
"'245903",0,0,0,0,0,0,123,80.4,20,13.1,0,0,3,2,7,4.6,153,100,0,0,131,85.6,152,99.3,0,0,"RAYMONDVILLE ISD",5,3.3,61,39.9,13,8.5,1,0.7
"'245904",0,0,0,0,0,0,19,95,1,5,0,0,0,0,0,0,20,100,0,0,15,75,17,85,0,0,"SAN PERLITA ISD",1,5,5,25,1,5,3,15
"'246801",0,0,15,26.3,0,0,54,94.7,2,3.5,0,0,0,0,1,1.8,57,100,3,5.3,10,17.5,12,21.1,0,0,"MERIDIAN WORLD SCHOOL LLC",1,1.8,11,19.3,6,10.5,27,47.4
"'246802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GOODWATER MONTESSORI SCHOOL",.,.,.,.,.,.,.,.
"'246902",3,3.8,0,0,0,0,52,65.8,4,5.1,0,0,0,0,23,29.1,79,100,0,0,34,43,34,43,0,0,"FLORENCE ISD",3,3.8,44,55.7,9,11.4,42,53.2
"'246904",33,3.6,11,1.2,1,0.1,785,86.3,29,3.2,0,0,4,0.4,92,10.1,910,100,38,4.2,310,34.1,362,39.8,1,0.1,"GEORGETOWN ISD",51,5.6,327,35.9,68,7.5,464,51
"'246905",0,0,0,0,0,0,24,75,5,15.6,0,0,0,0,3,9.4,32,100,1,3.1,15,46.9,15,46.9,0,0,"GRANGER ISD",2,6.3,15,46.9,2,6.3,16,50
"'246906",21,4.6,4,0.9,0,0,383,83.6,8,1.7,1,0.2,2,0.4,64,14,458,100,75,16.4,146,31.9,200,43.7,1,0.2,"HUTTO ISD",28,6.1,236,51.5,46,10,157,34.3
"'246907",2,1.8,0,0,0,0,99,89.2,1,0.9,0,0,0,0,11,9.9,111,100,7,6.3,58,52.3,51,45.9,0,0,"JARRELL ISD",10,9,40,36,9,8.1,51,45.9
"'246908",11,4,3,1.1,1,0.4,233,84.7,11,4,0,0,2,0.7,29,10.5,275,100,2,0.7,51,18.5,61,22.2,2,0.7,"LIBERTY HILL ISD",5,1.8,76,27.6,21,7.6,195,70.9
"'246909",135,3.8,525,15,5,0.1,3088,88,31,0.9,0,0,4,0.1,387,11,3510,100,369,10.5,947,27,1029,29.3,14,0.4,"ROUND ROCK ISD",147,4.2,1000,28.5,250,7.1,1433,40.8
"'246911",3,1.2,0,0,0,0,221,87,0,0,0,0,2,0.8,31,12.2,254,100,20,7.9,125,49.2,153,60.2,0,0,"TAYLOR ISD",15,5.9,99,39,25,9.8,78,30.7
"'246912",1,2.8,1,2.8,0,0,14,38.9,19,52.8,0,0,0,0,3,8.3,36,100,1,2.8,9,25,8,22.2,0,0,"THRALL ISD",1,2.8,8,22.2,3,8.3,25,69.4
"'246913",107,3.6,211,7.1,6,0.2,2646,88.8,48,1.6,0,0,13,0.4,274,9.2,2981,100,139,4.7,462,15.5,734,24.6,9,0.3,"LEANDER ISD",62,2.1,972,32.6,257,8.6,1775,59.5
"'246914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COUPLAND ISD",.,.,.,.,.,.,.,.
"'247901",2,0.7,4,1.4,2,0.7,224,78,41,14.3,0,0,1,0.3,21,7.3,287,100,1,0.3,130,45.3,176,61.3,1,0.3,"FLORESVILLE ISD",6,2.1,83,28.9,34,11.8,101,35.2
"'247903",7,2.8,1,0.4,0,0,249,98,3,1.2,0,0,1,0.4,1,0.4,254,100,6,2.4,42,16.5,68,26.8,2,0.8,"LA VERNIA ISD",5,2,85,33.5,18,7.1,170,66.9
"'247904",0,0,0,0,0,0,52,71.2,13,17.8,0,0,1,1.4,7,9.6,73,100,1,1.4,15,20.5,35,47.9,0,0,"POTH ISD",1,1.4,9,12.3,6,8.2,37,50.7
"'247906",0,0,0,0,0,0,43,71.7,0,0,0,0,0,0,17,28.3,60,100,0,0,24,40,30,50,0,0,"STOCKDALE ISD",3,5,15,25,8,13.3,30,50
"'248901",0,0,2,2.8,0,0,65,90.3,0,0,0,0,0,0,7,9.7,72,100,1,1.4,25,34.7,60,83.3,1,1.4,"KERMIT ISD",14,19.4,43,59.7,7,9.7,8,11.1
